Timestep;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
307;0.117257679681017;0.170585392711621;0.037046690544557;0.031618893858318;0.0649116978936344;0.0156;0.08797;0.0175898658679077;0.0359966898651588;57711;3378.04;4076;340;473.4;28.47;4416;501.87;53295;2876.17
308;0.105946823729431;0.165617914146341;0.0416772927308448;0.0271179706093762;0.0572945025020365;0.0101;0.07462;0;0.0105753979991301;55274;3215.66;3864;19;485.8;6.11;3883;491.91;51391;2723.75
309;0.108264139696804;0.163482892969871;0.0442678887041795;0.0244281135692037;0.0568426521587339;0.00797;0.06025;0;0;52478;3143.64;4053;0;430.8;0.05;4053;430.85;48425;2712.79
310;0.115461992025421;0.167142135667145;0.0432385912716404;0.0202159875409312;0.0538003956708949;0.00584;0.04575;0;0;48116;2925.08;4258;0;458.3;0;4258;458.3;43858;2466.78
311;0.124533043900662;0.185197996786227;0.0379296612429265;0.0145544768788435;0.0529827161643198;0.00445;0.02917;0;0;45317;2701.07;4284;0;500.9;0;4284;500.9;41033;2200.17
312;0.129873330702127;0.210916516384505;0.033968597954763;0.0110724774379043;0.0560596869544978;0.00404;0.02146;0;0;43099;2567.76;4237;0;504.6;0;4237;504.6;38862;2063.16
313;0.130449401097011;0.243301609411765;0.0293041429315064;0.00795864307962623;0.0608506959152799;0.0041;0.01787;0;0;41955;2503.89;4059;0;474.3;0;4059;474.3;37896;2029.59
314;0.127986522557532;0.260835013945481;0.0259348312595503;0.00620979993610734;0.068249874316304;0.00313;0.01678;0;0;42304;2491.47;4051;0;463;0;4051;463;38253;2028.47
315;0.124046308822636;0.270891095781923;0.0264807443789566;0.0054457922689881;0.0759239229605493;0.0017;0.01617;0;0;43392;2503.61;4029;0;481.8;0.03;4029;481.83;39363;2021.78
316;0.117651811686603;0.267276743758967;0.0320057373767904;0.00676307563293667;0.0884288083323636;0.00017;0.01835;0;0;46336;2583.23;4050;50;490.7;6.41;4100;497.11;42236;2086.12
317;0.100068940838343;0.241775004648494;0.0369392869544775;0.00910457790911269;0.0985381426742697;0.00778;0.0337;0.0063354421720429;0.0131987124836886;53789;2940.83;3989;632;453.8;36.49;4621;490.29;49168;2450.54
318;0.0887158491711701;0.207220962295552;0.0402387581482041;0.0118701114128265;0.110874148725707;0.01578;0.04994;0.022405832071859;0.0675450935189212;60061;3419.48;3949;2181;491.3;93.44;6130;584.74;53931;2834.74
319;0.1459088361973;0.190357149268293;0.0439557038604268;0.0160784206533025;0.119995509135343;0.0239;0.06894;0.0601351929744722;0.202677411918225;63735;3740.59;3926;4086;622.6;182.14;8012;804.74;55723;2935.85
320;0.207211360131155;0.189379499569584;0.0479164644602287;0.0174193894257647;0.127588475503317;0.0314;0.08491;0.11285328291826;0.388997772944759;64904;3904.39;4138;6117;812.1;279.53;10255;1091.63;54649;2812.76
321;0.257438342137754;0.19712841928264;0.0531900788205464;0.0163691266671991;0.128539948795531;0.03893;0.09461;0.164489712003407;0.506502174858634;66746;4026.1;4693;8148;904.7;353.93;12841;1258.63;53905;2767.47
322;0.303104936952254;0.230984505136298;0.0608674364011889;0.0138849652583659;0.123692802280926;0.03771;0.08868;0.212366081913275;0.604746663766855;67959;4011.48;5328;9830;924.7;407.78;15158;1332.48;52801;2679
323;0.355763470763252;0.290552180086083;0.0732329982368646;0.0145121439980832;0.129743321308041;0.02817;0.08369;0.221637460701631;0.666672518486298;66969;3934.77;5996;11105;912.4;434.94;17101;1347.34;49868;2587.43
324;0.411670910599713;0.351403900832138;0.0909864419256797;0.0214892005430876;0.158752510182707;0.02205;0.09235;0.266243094205608;0.688523014354067;66572;3917.87;6709;12384;1004.2;442.01;19093;1446.21;47479;2471.66
325;0.456501835569858;0.399361405451937;0.111876416603698;0.0343109380241195;0.19360732340277;0.02364;0.10839;0.286768896689828;0.674499843410178;65797;3846.83;7067;13072;1116.4;425.29;20139;1541.69;45658;2305.14
326;0.473250359868035;0.42968290456241;0.133043781673467;0.048038692596438;0.212922967531712;0.0359;0.13212;0.272784567017392;0.622046785558939;64813;3764.11;7291;12490;1213.4;395.35;19781;1608.75;45032;2155.36
327;0.459449661991216;0.446358197876614;0.141211605695767;0.0615256784601869;0.219969897591062;0.05189;0.15826;0.24404329277349;0.555555837320574;62736;3694.72;7099;10858;1369.9;335.68;17957;1705.58;44779;1989.14
328;0.414173941951545;0.372783145021521;0.126157876076772;0.0812914615446051;0.240144233678576;0.06666;0.18788;0.227766872233933;0.409325128316659;62452;3821.49;6987;8658;1479.2;240.52;15645;1719.72;46807;2101.77
329;0.336477080778027;0.268394346628407;0.105832433361879;0.0979625001996646;0.254107390899569;0.07575;0.20955;0.153827626396798;0.221756729012614;61585;3775.78;6051;5506;1492;143.39;11557;1635.39;50028;2140.39
330;0.249030459044265;0.163030435351506;0.0831921552230786;0.0998614595479594;0.247422154078901;0.08066;0.21831;0.072883338808461;0.095009578077425;60424;3592.46;5025;2686;1484.1;72.37;7711;1556.47;52713;2035.99
331;0.143853382921448;0.0961431553515065;0.0685148163484627;0.0936785220829007;0.24118283952054;0.07612;0.22562;0.0235647544204035;0.0315928055676381;57638;3427.87;4027;739;1447.8;28.76;4766;1476.56;52872;1951.31
332;0.0820611261562127;0.0703729417503587;0.0621471132940406;0.0970560550275537;0.255171372047015;0.06386;0.22817;0.00244661384692714;0.00789662896911701;55362;3330.78;3526;44;1360.4;4.48;3570;1364.88;51792;1965.9
333;0.0566751889408383;0.0553109744619799;0.0574189703289507;0.103205038734925;0.271102791807285;0.05502;0.23993;0;0;52983;3252.91;3380;0;1375.8;0.04;3380;1375.84;49603;1877.07
334;0.0442663432307163;0.0478449544906743;0.0553081607979447;0.11020427242233;0.289465865239148;0.05706;0.26985;0;0;48727;3014.5;3429;0;1526.5;0;3429;1526.5;45298;1488
335;0.0338518347602566;0.0405519800286944;0.0551180184373583;0.118417498203019;0.307706344699174;0.06472;0.29705;0;0;45481;2796.59;3501;0;1756.2;0;3501;1756.2;41980;1040.39
336;0.0250164223692999;0.0327732347776184;0.057182893389082;0.132482119639006;0.328277538694286;0.07341;0.32689;0;0;43594;2662.87;3632;0;1915.5;0;3632;1915.5;39962;747.37
337;0.0181857333981015;0.0241405445050215;0.0610166776484812;0.152715728775657;0.35425249738159;0.07662;0.35156;0;0;42805;2584.67;3726;0;1946.7;0;3726;1946.7;39079;637.97
338;0.0130164855182464;0.0171976602582496;0.0649397916477759;0.172298611133296;0.381143594786454;0.07075;0.3616;0;0;43039;2576.53;3646;0;1880.8;0;3646;1880.8;39393;695.73
339;0.0093882034934321;0.0109368479770445;0.0645824874313637;0.184652353246546;0.386637770278133;0.06012;0.35027;0;0;44076;2560.11;3209;0;1961.2;0.03;3209;1961.23;40867;598.88
340;0.00453017527880665;0.00658041308464849;0.055112155626081;0.172914649389026;0.364225753520307;0.04292;0.31433;0;0;46653;2647.65;2718;105;1927.8;6.85;2823;1934.65;43830;713
341;0.00120235047665311;0.00478065090387374;0.041447371282723;0.160631065410111;0.342953814732922;0.03613;0.27944;0.0076231336704256;0.0232668899521531;54364;3017.8;2229;1154;1899.4;38.56;3383;1937.96;50981;1079.84
342;0.000595062845345801;0.00591015977044476;0.039527441472302;0.164510024359077;0.328674230187362;0.03236;0.2559;0.0359781004648127;0.0745277294475859;60649;3516.18;1588;3691;2115.9;96.07;5279;2211.97;55370;1304.21
343;0.000985850385572894;0.00827040941176471;0.0450226872869545;0.163771527433911;0.325234499010823;0.02992;0.23304;0.124287983423899;0.207098729882558;63371;3785.1;1711;7492;2370.7;175.96;9203;2546.66;54168;1238.44
344;0.0016101489667456;0.0115387700430416;0.0471947943848337;0.159886452360035;0.323060612126149;0.02663;0.20524;0.257177746056994;0.375666724662897;64005;3920.94;1846;11742;2386.5;268.81;13588;2655.31;50417;1265.63
345;0.00288137106078086;0.0160677676901004;0.0488335166994106;0.15861211804169;0.320024561852671;0.02431;0.18143;0.363309279353696;0.515508412353197;65821;4013.75;1906;15392;2406.5;352.78;17298;2759.28;48523;1254.47
346;0.00469826380877203;0.0198697643615495;0.0479996939868688;0.148741485504353;0.310512848830443;0.02444;0.15613;0.421332658270821;0.627594449760766;67396;4016.39;2038;17242;2334.9;406.05;19280;2740.95;48116;1275.44
347;0.00657839698828101;0.0216839408895265;0.0464261194230349;0.136568006548998;0.294447880833236;0.02405;0.13168;0.436630433271607;0.689044297520661;66500;3951.82;2295;17983;2309.3;437.76;20278;2747.06;46222;1204.76
348;0.00862436173011921;0.0241791866857963;0.0469044444108609;0.129571885232809;0.281680279297102;0.03151;0.11844;0.466118568584571;0.730588977816442;65598;3926.4;2446;18454;2239.3;455.93;20900;2695.23;44698;1231.17
349;0.0103193608193171;0.0278091242467719;0.0476136514701191;0.12933142280968;0.281374043989294;0.03934;0.11128;0.471089057768328;0.717950139190953;65096;3861.11;2408;18156;2175.5;450.61;20564;2626.11;44532;1235
350;0.0126947562086344;0.0318974078622669;0.0433175670075395;0.126145395735165;0.278335567322239;0.05402;0.1048;0.429651145350373;0.666525067420617;64131;3718.42;2067;16641;2095.6;421.69;18708;2517.29;45423;1201.13
351;0.0137031942842107;0.0348124568149211;0.0364186888317969;0.114980678859516;0.267388138019318;0.08482;0.09592;0.368949368116612;0.576705850369726;62414;3684.54;1866;13872;1954.6;364.85;15738;2319.45;46676;1365.09
352;0.0116764106300727;0.0321816;0.0284835989118936;0.103951137688683;0.26197501105551;0.1304;0.08503;0.298332366345305;0.439037364071335;61777;3836.14;1667;10304;1802.8;271.23;11971;2074.03;49806;1762.11
353;0.00751043091059971;0.0248889919081779;0.0195934581633167;0.088867778132737;0.253960768067031;0.18918;0.07149;0.185273052787303;0.237574158329709;61426;3811.42;1623;6435;1727.7;159.08;8058;1886.78;53368;1924.64
354;0.00507082113870504;0.0141453344045911;0.0100133658757745;0.0660273740116604;0.238841541952752;0.22686;0.05925;0.0784204122515066;0.112727398869074;60910;3628.43;1470;3051;1592.6;82.62;4521;1675.22;56389;1953.21
355;0.00331484850324853;0.00460670335724534;0.00606843225362282;0.0440414795144158;0.218712364715466;0.23594;0.05133;0.0242858616594978;0.0370157981731187;58087;3438.92;1238;866;1390.7;32.5;2104;1423.2;55983;2015.72
356;0.00369694496731232;0.00223925601147776;0.00751681003475895;0.0365184669754812;0.208323241010125;0.22612;0.05112;0;0.0102792127011744;55888;3303.34;1270;41;1225.1;5.65;1311;1230.75;54577;2072.59
357;0.00488011496346671;0.00275378892395983;0.0090203071549712;0.0351180728376328;0.21260529151635;0.20439;0.0587;0;0;53153;3179.41;1335;0;1203.5;0.06;1335;1203.56;51818;1975.85
358;0.00644859311433602;0.00524722823529412;0.00958399351837859;0.0341214363868701;0.215554126614686;0.17524;0.06316;0;0;49178;2969.44;1658;0;1158;0;1658;1158;47520;1811.44
359;0.0105435207561682;0.00890425538020086;0.0118814342518429;0.029143689401805;0.212388297451414;0.14451;0.06382;0;0;46014;2746.66;1986;0;1121.3;0;1986;1121.3;44028;1625.36
360;0.0125238626105613;0.013734685107604;0.0146648562792806;0.0236895671272263;0.201584357034796;0.125;0.06184;0;0;43991;2620.37;2219;0;1080.6;0;2219;1080.6;41772;1539.77
361;0.0121645849778371;0.0178697523098996;0.0185511668933555;0.0206730864148231;0.196119016641452;0.11573;0.06139;0;0;42812;2563.54;2216;0;1029.4;0;2216;1029.4;40596;1534.14
362;0.0088381802173781;0.0208427465136298;0.0209605311571206;0.0194725525117802;0.186271448853718;0.11042;0.06156;0;0;42906;2554.34;2056;0;1052.6;0;2056;1052.6;40850;1501.74
363;0.00787570647883903;0.0213570518220947;0.0194465258845062;0.0179706680776296;0.17726608867683;0.10289;0.06008;0;0;43797;2547.78;1970;0;1093;0.05;1970;1093.05;41827;1454.73
364;0.00547672455320096;0.0160578471162123;0.0161403398317465;0.0171376515454037;0.175039264517631;0.10023;0.06191;0;0;46792;2610.85;1854;83;1059.6;6.94;1937;1066.54;44855;1544.31
365;0.00231665391543708;0.00903739581061693;0.0106870880728091;0.016174132657136;0.174983199115559;0.09964;0.06641;0.0075716260104903;0.0169484254023488;54467;2985.04;1741;1107;963.8;35.57;2848;999.37;51619;1985.67
366;0.000590207460481308;0.0034218343758967;0.00878716037815056;0.0176295627346059;0.174994236006051;0.09706;0.0755;0.034098070877174;0.0660525271857329;60549;3457.02;1342;3762;1010.5;93.91;5104;1104.41;55445;2352.61
367;0.000438155726921286;0.00301921767575323;0.00824573492519268;0.0236958701381679;0.18422529733504;0.09288;0.08973;0.126425551311214;0.204109978251414;63811;3773.25;956;7813;1172.2;186.1;8769;1358.3;55042;2414.95
368;0.000207235816787095;0.00332167586800574;0.00654047940489984;0.0298273073236962;0.196338277667869;0.08853;0.1048;0.269797122741144;0.392111818181818;65027;3975.95;832;12284;1161.2;297.97;13116;1459.17;51911;2516.78
369;0.000204275305118708;0.00359484659971306;0.00624003939348144;0.0382570337832442;0.220358561619923;0.08965;0.12523;0.382547390339534;0.529795628534145;66220;4038.85;766;16124;1115.8;378.87;16890;1494.67;49330;2544.18
370;0.000296051166838707;0.00318157773314204;0.00717983836246705;0.0451079622234646;0.216147068544164;0.09812;0.12612;0.453215899770776;0.64843038277512;67900;4035.93;812;19117;1117.2;439.31;19929;1556.51;47971;2479.42
371;0.000381906005221932;0.00316629692969871;0.00818465450942858;0.0431784102707451;0.186457072035378;0.09958;0.10793;0.479201514208139;0.730756428882123;67402;3958.32;872;20762;1120.8;476.76;21634;1597.56;45768;2360.76
372;0.000484459287145546;0.00362651569583931;0.00926589340587376;0.0388937313313633;0.171443884557198;0.10058;0.08998;0.494396273889055;0.764191109177904;66696;3937.77;904;21269;1193.7;486.52;22173;1680.22;44523;2257.55
373;0.000615786427024511;0.00368765658536585;0.00998569677430188;0.03861098354764;0.157744990108228;0.10371;0.08188;0.500242393291713;0.755748812527186;65366;3870.6;1002;20522;1345.3;472.88;21524;1818.18;43842;2052.42
374;0.000550655170319995;0.00335553032998565;0.00917737618591843;0.0400908441817746;0.153037035959502;0.10756;0.08382;0.48522791042057;0.688217381470204;64179;3753.82;1102;19133;1370.8;434.56;20235;1805.36;43944;1948.46
375;0.000290130143501933;0.00189031334289813;0.00720452665692744;0.0412620809040811;0.150468915396253;0.11144;0.08787;0.444227813112065;0.574169112657677;62475;3673.18;1164;16414;1313.7;365.03;17578;1678.73;44897;1994.45
376;0.000085854838383225;0.000729816700143472;0.0059459335717764;0.0453952004632218;0.157196296985919;0.11103;0.0963;0.37116419749383;0.472741009134406;61755;3788.94;1181;12508;1257.3;286.94;13689;1544.24;48066;2244.7
377;0.0000148025583419354;0.000254926599713056;0.00572488502678287;0.0477757327689482;0.160524701501222;0.11681;0.10554;0.24064378721776;0.307859008264463;60923;3733.22;1298;7864;1168.6;192.33;9162;1360.93;51761;2372.29
378;0;0.00125352665710187;0.00712192232129364;0.0432168361153263;0.148398817642267;0.12899;0.10912;0.0903444355265305;0.139945922140061;60136;3562.95;1500;3616;987.6;91.41;5116;1079.01;55020;2483.94
379;0.000139741939401299;0.013097241205165;0.0147308910382349;0.0373439861033464;0.125398008844408;0.15076;0.10709;0.0264491833767807;0.0390965463244889;57973;3425.87;1702;1063;756.2;32.37;2765;788.57;55208;2637.3
380;0.00256918371890623;0.0448378523959828;0.0305868621563985;0.0371624962063733;0.104665218200861;0.18395;0.1005;0.00260113682673306;0.0109338886472379;55829;3289.55;2266;72;578;5.38;2338;583.38;53491;2706.17
381;0.00956251604023721;0.0621967884074606;0.0406737310630867;0.0349919311556585;0.0887493680903061;0.21584;0.08778;0;0;53671;3224.57;2823;0;541;0.06;2823;541.06;50848;2683.51
382;0.0336263725787844;0.05849127517934;0.0455087853844475;0.0270131618880281;0.0635503211916676;0.2426;0.07899;0;0;49587;3000.91;3611;0;561.5;0;3611;561.5;45976;2439.41
383;0.0712938014856195;0.0635646136011478;0.0485847715144493;0.0179237305327051;0.0355254788781566;0.25878;0.07034;0;0;46680;2760.77;4508;0;513.9;0;4508;513.9;42172;2246.87
384;0.108400119821078;0.0858527360688666;0.0495444641579769;0.00989595878923409;0.0163577737693471;0.28185;0.06071;0;0;44501;2635.17;4482;0;453.7;0;4482;453.7;40019;2181.47
385;0.13818309490558;0.128145978651363;0.0538114081238561;0.00424291669994409;0.00643331432561387;0.32316;0.05587;0;0;43241;2566.46;4988;0;390.8;0;4988;390.8;38253;2175.66
386;0.151975381018884;0.175375480746055;0.059623272110557;0.00200394776775018;0.00327623647154661;0.37511;0.06072;0;0;43121;2520.55;5455;0;309.6;0;5455;309.6;37666;2210.95
387;0.158478625903212;0.217501732912482;0.0662753205380082;0.0022666863669036;0.00322507156988246;0.42998;0.07764;0;0;44010;2506.72;6597;0;231.5;0.07;6597;231.57;37413;2275.15
388;0.148515830145526;0.252242419053085;0.0730253595956543;0.00242426203977318;0.00503435237984406;0.49338;0.1116;0;0;46615;2527.93;7256;115;187.2;7.33;7371;194.53;39244;2333.4
389;0.128831781933734;0.269346617733142;0.0733526443000353;0.00376240595799058;0.00898305597579425;0.56144;0.15957;0.0106878394365764;0.0262278338408003;54534;2875.96;7316;1348;196.1;36.64;8664;232.74;45870;2643.22
390;0.0925831752585666;0.249769632826399;0.0719784005843534;0.00415016891622075;0.0133148236937042;0.60848;0.22285;0.0346646551364624;0.0658056111352762;60913;3345.35;7080;3917;215.7;100.06;10997;315.76;49916;3029.59
391;0.0738316305381828;0.239433350817791;0.088292687891458;0.00827616444373453;0.0215148004189457;0.62564;0.2883;0.102242704971587;0.208618586341888;64022;3691.36;6525;7665;278.9;190.7;14190;469.6;49832;3221.76
392;0.0933787815491732;0.271569055954089;0.111145259382399;0.0181445962782525;0.0372111404631677;0.6347;0.36541;0.208889314867642;0.379655511091779;65556;3849.04;6942;11941;385.9;291.53;18883;677.43;46673;3171.61
393;0.106907559859939;0.328412184677188;0.139996526892012;0.039354135851769;0.0697974211567555;0.63537;0.44768;0.319270230109008;0.490844364941279;67195;3926.17;6980;15404;558.7;360.51;22384;919.21;44811;3006.96
394;0.123669557147773;0.383926617618364;0.168768310043155;0.069403522881559;0.111097195391598;0.61519;0.51889;0.408996573716314;0.508972744671596;68174;3891.52;7868;18086;651.1;371.5;25954;1022.6;42220;2868.92
395;0.145510802315461;0.409107909096126;0.199696848387151;0.101959017650347;0.14169902944257;0.59524;0.55739;0.479227268038107;0.43772371030883;67434;3813.81;8830;19742;779.4;317.86;28572;1097.26;38862;2716.55
396;0.162954448964722;0.394987296527977;0.231426609373163;0.126046632457471;0.158818353310834;0.51554;0.57732;0.518295828099038;0.364970060896042;65055;3749.01;9926;19767;1138.6;271.58;29693;1410.18;35362;2338.83
397;0.180799169550873;0.356735166370158;0.266493243866808;0.137231326970689;0.162550428255557;0.39598;0.57885;0.53287249586073;0.284521117877338;62520;3666.64;11187;18564;1516.1;220.24;29751;1736.34;32769;1930.3
398;0.195919901430971;0.291031090043042;0.278254983695196;0.139566371695551;0.160940222273944;0.45831;0.52976;0.499495532222651;0.286383310134841;61000;3549.48;11768;16868;1831.4;194.94;28636;2026.34;32364;1523.14
399;0.214791218248426;0.24342843615495;0.275431501385321;0.133463279690121;0.157616575119283;0.64088;0.44496;0.441291876495752;0.240290913440626;60550;3568.99;11850;14389;1852.1;160.17;26239;2012.27;34311;1556.72
400;0.230921248608497;0.193132794375897;0.261752320185381;0.123669210925645;0.171198625625509;0.68349;0.43806;0.348037258182877;0.157539991300565;60732;3734.47;11496;10494;1698.1;96.29;21990;1794.39;38742;1940.08
401;0.240050688161596;0.132219171649928;0.222605170621127;0.110413657455475;0.177781221924823;0.68236;0.49836;0.214786941930235;0.0977283297085689;60133;3691.08;10632;6323;1783.7;59.97;16955;1843.67;43178;1847.41
402;0.211677624628089;0.063079829784792;0.16168736678253;0.110853842344861;0.186986196904457;0.67219;0.55022;0.0841120086743582;0.0564816746411483;58553;3454.8;8595;2988;1912.8;29.65;11583;1942.45;46970;1512.35
403;0.148180608820612;0.0434687791104735;0.123056895504844;0.114957800894497;0.214974329105086;0.64521;0.56426;0.0237707850601447;0.028853679860809;55977;3283.36;7018;815;1976.5;11.5;7833;1988;48144;1295.36
404;0.135622778148845;0.0541455054232425;0.097782352459154;0.110700203657855;0.245551091586175;0.61951;0.52993;0.00239510618699183;0.00658297520661157;53359;3170.82;6896;50;2045.6;1.29;6946;2046.89;46413;1123.93
405;0.129305190155241;0.0609201632137733;0.0818136305139959;0.104025126986662;0.268193057139532;0.60999;0.50299;0;0;51526;3080.24;6386;0;2067.6;0.02;6386;2067.62;45140;1012.62
406;0.12599869816018;0.0534788303012912;0.068864811176599;0.102032453478157;0.262960272314675;0.60544;0.51528;0;0;47918;2913.1;5622;0;2101.7;0;5622;2101.7;42296;811.4
407;0.124475156961564;0.0504217412912482;0.0678508881500512;0.10663199904161;0.254429703246829;0.58528;0.54706;0;0;44460;2725.71;4984;0;1948.4;0;4984;1948.4;39476;777.31
408;0.123901467201004;0.0538797970731707;0.0778046797306601;0.113013156696749;0.246429086465728;0.55399;0.52966;0;0;41799;2590.07;5316;0;1693.1;0;5316;1693.1;36483;896.97
409;0.116239479223592;0.0638414329985653;0.0915875751683374;0.121615819423369;0.233894821366228;0.50057;0.47759;0;0;40550;2519.87;5104;0;1369.7;0;5104;1369.7;35446;1150.17
410;0.106740173862003;0.0729624216929699;0.10039365052978;0.130124857838831;0.220910728499942;0.44139;0.43896;0;0;40008;2474.53;5538;0;1053.5;0;5538;1053.5;34470;1421.03
411;0.0956496146295059;0.0817749791678623;0.105389068157775;0.14026186207172;0.208822919818457;0.41962;0.42943;0;0;39912;2429.25;6278;0;783.2;0.01;6278;783.21;33634;1646.04
412;0.0822336753901269;0.0892850460832138;0.102168637818414;0.134278753294465;0.194606463400442;0.42476;0.42438;0;0;39540;2399.37;6297;89;768.8;2.61;6386;771.41;33154;1627.96
413;0.0573892308782156;0.0831385225824964;0.0905807123738519;0.115696019487261;0.174837956476202;0.43823;0.43972;0.00911685580854954;0.0106008525445846;41954;2512.78;5968;1117;824.1;22.5;7085;846.6;34869;1666.18
414;0.037987825004554;0.071904377733142;0.0843825910365557;0.110095853765674;0.170155817525893;0.46625;0.47511;0.0355402853553626;0.0498956154849935;45735;2758.97;5665;3603;930.3;63.57;9268;993.87;36467;1765.1
415;0.0445191092355334;0.0871478614634146;0.102505466324115;0.130632965418098;0.190143570347958;0.50647;0.54001;0.116922388053149;0.179105332753371;49318;3034.98;5225;7166;1218.9;139.54;12391;1358.44;36927;1676.54
416;0.0685876997186633;0.117600934863702;0.139171415075647;0.160695411309001;0.23687407424648;0.54838;0.60982;0.244275077243199;0.329854475859069;52191;3240.85;5837;11054;1813.8;220.62;16891;2034.42;35300;1206.43
417;0.110017419191612;0.143935855265423;0.179484678790321;0.187198391102947;0.281583492377517;0.58932;0.66009;0.360579373377125;0.444329412788169;53980;3324.02;6118;14235;2462;292.11;20353;2754.11;33627;569.91
418;0.152508399417087;0.153493091649928;0.211243387503568;0.234119610254772;0.350627150005819;0.62775;0.70395;0.408970819886347;0.527504702044367;55747;3320.92;7602;16310;2880.2;357;23912;3237.2;31835;83.7199999999998
419;0.17864725868804;0.166142828579627;0.241512659110372;0.28836221867263;0.415696651925986;0.6499;0.73017;0.401862762815274;0.597739839060461;55410;3281.16;9094;16836;2948.7;399.6;25930;3348.3;29480;-67.1399999999999
420;0.190499894751756;0.177843048493544;0.266736228905345;0.334766055027554;0.45807946700803;0.66629;0.7473;0.402635377714304;0.63625050891692;52544;3245.2;9866;15881;3021.5;422.54;25747;3444.04;26797;-198.84
421;0.176046653915437;0.171059899225251;0.276845627894481;0.367054299177382;0.481906114279064;0.67508;0.7571;0.415022969928745;0.612683453675511;50800;3172.06;10344;15386;3211.2;395.25;25730;3606.45;25070;-434.39
422;0.140178164430141;0.146679510932568;0.267286303091364;0.380490316268669;0.495448601187013;0.67557;0.76142;0.392668645516822;0.523761387559809;50242;3143.73;10480;14130;3259.6;357.32;24610;3616.92;25632;-473.19
423;0.0978281846701884;0.107994120401722;0.242874867328262;0.382656945531507;0.502528004189457;0.66888;0.75886;0.341238247071416;0.462597981731187;49421;3172.64;9629;12350;3438;311.59;21979;3749.59;27442;-576.95
424;0.0582244408687028;0.0704318164705882;0.216339369603546;0.370057511780209;0.498367118584895;0.6549;0.75408;0.29717344399676;0.375627633753806;49364;3317.56;8904;9623;3330.2;240.6;18527;3570.8;30837;-253.24
425;0.0282014038496569;0.0341734833859397;0.175702570416268;0.337827497404361;0.478769199348307;0.61597;0.74529;0.195703353924203;0.24913520661157;49316;3339.38;7405;6678;3375.4;159.12;14083;3534.52;35233;-195.139999999999
426;0.00884584896876961;0.0118252148063128;0.123399290682249;0.282862406756649;0.437601583847318;0.52623;0.71833;0.083159116965555;0.121895132666377;47851;3177.9;5870;3198;3176.4;77.45;9068;3253.85;38783;-75.9499999999994
427;0.00154978444349991;0.00663730261119082;0.0784654573908955;0.224382281766632;0.383972783661119;0.42616;0.66929;0.0242858616594978;0.0406069551979121;45552;3078.68;4212;886;3073.2;28.78;5098;3101.98;40454;-23.3000000000006
428;0.00159193575809096;0.0124204508464849;0.0554989200544053;0.189377603226579;0.363613200279297;0.33908;0.61403;0;0.00823536320139191;44221;2973.67;3336;56;2632.8;4.82;3392;2637.62;40829;336.05
429;0.00267192341166231;0.0182959466284075;0.0437210799791782;0.166645364188164;0.345382505527755;0.28449;0.55454;0;0;43883;2981.96;3054;0;2404.5;0.03;3054;2404.53;40829;577.43
430;0.00449756309834639;0.0183019753228121;0.0320401109599852;0.141265231610894;0.329587566623996;0.24982;0.49245;0;0;41130;2812.76;2842;0;2268.6;0;2842;2268.6;38288;544.16
431;0.00377446212075212;0.0139046852223816;0.0223973119742078;0.116963763677023;0.315576832305365;0.23442;0.44611;0;0;38852;2615.66;2847;0;2090.3;0;2847;2090.3;36005;525.36
432;0.00320717914465562;0.0124248793113343;0.0161939417661579;0.102219683731331;0.303101085767485;0.22671;0.41402;0;0;37138;2455.27;3066;0;1896.3;0;3066;1896.3;34072;558.97
433;0.00399079846985245;0.0117165389956958;0.013138687320538;0.0930741626068205;0.286973322471779;0.21909;0.37887;0;0;36004;2386.04;3136;0;1709.7;0;3136;1709.7;32868;676.34
434;0.00544527617544073;0.0167135607460545;0.0137015632797676;0.0826196441977478;0.25951079134179;0.21221;0.33895;0;0;35532;2363.59;3333;0;1503.6;0;3333;1503.6;32199;859.99
435;0.00800697957779262;0.0212423395121951;0.0171563520561517;0.0728764890983148;0.229605915279879;0.21363;0.30314;0;0;35471;2333.12;3608;0;1332.2;0.03;3608;1332.23;31863;1000.89
436;0.0154327010342664;0.0249827275753228;0.0206920117542357;0.0652229482469451;0.192775443966019;0.21655;0.28074;0;0;35282;2275.5;3784;72;1166.7;6.91;3856;1173.61;31426;1101.89
437;0.0269746066346874;0.0169740589956958;0.018112651688412;0.0555452903122754;0.15640397881997;0.2159;0.26793;0.00721107239094314;0.0168382470639408;35773;2364.99;3830;831;880.1;36.78;4661;916.88;31112;1448.11
438;0.0270447351589856;0.00930048516499283;0.0137566084328245;0.0412454628224583;0.124682484580472;0.22784;0.25412;0.0251357380484304;0.0465106785558939;38426;2588.12;3607;2798;668.6;83.4;6405;752;32021;1836.12
439;0.060504223288198;0.0170850381635581;0.0197038203281111;0.0356909775577031;0.105663839171419;0.28729;0.24422;0.0630711295907848;0.130126663766855;41881;2843.47;3505;5230;573.1;145.67;8735;718.77;33146;2124.7
