Timestep;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
24;0.123367552371121;0.255653832654232;0.335759362181586;0.20349804208929;0.208748229954614;0.67971;0.67914;0;0;45513;2758.59;12736;0;1662.3;0;12736;1662.3;32777;1096.29
25;0.105022987430931;0.235983190932568;0.3230486354004;0.201552451481511;0.224279611311533;0.67981;0.68215;0;0;44226;2700.29;12489;0;1700.3;0;12489;1700.3;31737;999.99
26;0.0863127963648876;0.220606856814921;0.309033232549158;0.200321808960946;0.238854957523566;0.67949;0.68395;0;0;44103;2679.11;12170;0;1749.6;0;12170;1749.6;31933;929.51
27;0.0714925903212095;0.205247622381636;0.29303242728326;0.202264958070442;0.254335506807867;0.67787;0.68509;0;0;44629;2644.89;11738;1;1770.2;0.46;11739;1770.66;32890;874.23
28;0.0513930570566924;0.170788223012913;0.272588355783924;0.210710562255411;0.273874984289538;0.67598;0.69104;0;0.00748589821661592;47278;2818.27;11013;279;1599.4;10.59;11292;1609.99;35986;1208.28
29;0.0315220134798713;0.122169408436155;0.227856110254731;0.203577387189522;0.27524970790178;0.66871;0.68926;0.0193668801356759;0.0297376308539945;55110;3311.62;9971;1852;1702.6;40.64;11823;1743.24;43287;1568.38
30;0.011671150444269;0.0677139845050215;0.190520091548705;0.190545868141522;0.26403120097754;0.66012;0.68485;0.0454812637228771;0.0708376772509787;61349;3901.79;7906;5466;1550;108.39;13372;1658.39;47977;2243.4
31;0.00885046005626733;0.0436596242180775;0.196681837489295;0.193503569603067;0.265542312347259;0.65734;0.69063;0.182903700430279;0.240450182688125;65242;4182.86;6376;10478;1428;208.24;16854;1636.24;48388;2546.62
32;0.020647143522173;0.0544273791678623;0.243758250768223;0.21905187564891;0.288926179448388;0.66166;0.70775;0.351359502248704;0.42129023923445;66205;4309.57;6233;15558;1569.1;311.1;21791;1880.2;44414;2429.37
33;0.02037425000506;0.0642236454519369;0.299976883246856;0.268291203977318;0.33345538694286;0.6672;0.73153;0.47479760928367;0.55735098738582;68305;4445.45;6982;19626;1987.9;394.73;26608;2382.63;41697;2062.82
34;0.01794246118971;0.0618373186800574;0.330943267677531;0.315394833879083;0.376805905969976;0.66716;0.74793;0.554763251333236;0.670799273597216;70169;4431.28;7830;22403;2208;452.2;30233;2660.2;39936;1771.08
35;0.0157087831683769;0.0499054699569584;0.339777312578711;0.355780122194713;0.425442142441522;0.65914;0.75764;0.606966264677671;0.745224571552849;69467;4347.8;8244;23877;2457.4;485.45;32121;2942.85;37346;1404.95
36;0.0133405653045115;0.0356508299569584;0.32919871653821;0.382505056305407;0.462700782031886;0.60335;0.76318;0.629166066109789;0.78817582862114;68861;4355.31;8154;24191;2702.6;494.61;32345;3197.21;36516;1158.1
37;0.0119234804784747;0.0269838443615495;0.306599443823149;0.392229874610654;0.478720865821017;0.55998;0.76419;0.614924198137676;0.764376885602436;67458;4289.86;8094;23306;2880.4;482.95;31400;3363.35;36058;926.51
38;0.0118207324872994;0.0219700646197991;0.281530870888116;0.383727143598754;0.47325202606773;0.53641;0.7621;0.572790932310594;0.707000996085254;66818;4076.69;8283;21272;3000.8;447.15;29555;3447.95;37263;628.74
39;0.0118678739854676;0.0189468995121951;0.261905221567343;0.363259300375369;0.453377253578494;0.51731;0.75798;0.500757469891066;0.615107090039147;64801;3947.93;8100;17940;2965.4;386.27;26040;3351.67;38761;596.26
40;0.0136705389924505;0.0192568148063128;0.245833832821184;0.330656480313074;0.413227708600023;0.47623;0.75127;0.39784516534032;0.490814675946063;63956;4002.93;7646;13416;2871.5;299.71;21062;3171.21;42894;831.72
41;0.0167930266966219;0.0227683706169297;0.224566733598643;0.29784613449405;0.368574531595485;0.4147;0.74254;0.248575966847797;0.324031161374511;62533;3901.22;7380;8251;2801.9;195.87;15631;2997.77;46902;903.45
42;0.0166984656020402;0.0276453873170732;0.226609750910953;0.271789694912547;0.338111070638892;0.36125;0.733;0.0902929278665952;0.143119138755981;61658;3739.3;7355;3778;2488.6;97.45;11133;2586.05;50525;1153.25
43;0.0172649703483312;0.0425304344332855;0.249871011065773;0.252771976679179;0.312939675317119;0.30813;0.7207;0.0282261976445489;0.0316164419312745;59926;3599.41;8368;1172;2449.7;34.2;9540;2483.9;50386;1115.51
44;0.0281666148521465;0.0712366704160689;0.27677423028227;0.238870212842425;0.298509631095077;0.25056;0.70532;0.00450692024433946;0.0149171248368856;57493;3436.3;9412;96;2397.1;6.84;9508;2403.94;47985;1032.36
45;0.0374610259679802;0.0934071181635581;0.280589450304771;0.222353732529351;0.285256185267078;0.20104;0.68314;0;0;55914;3326.67;10982;0;2326.5;0.12;10982;2326.62;44932;1000.05
46;0.0504173127289655;0.0985700107890961;0.257747890652024;0.203245234006868;0.275592847666705;0.15395;0.64403;0;0;51587;3155.22;11417;0;2144.1;0;11417;2144.1;40170;1011.12
47;0.0585100457425061;0.0899918371305595;0.224814872903128;0.189781985863749;0.268975926917258;0.1203;0.59468;0;0;48705;2934.58;11690;0;1870.8;0;11690;1870.8;37015;1063.78
48;0.0640660477260307;0.0841079343472023;0.190589216328313;0.177065879722067;0.256684620039567;0.10576;0.53478;0;0;45602;2795.62;10957;0;1707.4;0;10957;1707.4;34645;1088.22
49;0.0699417202015909;0.0736887410043042;0.156276936107333;0.163371668397093;0.23635773303852;0.12538;0.43747;0;0;44235;2760.65;9278;0;1445.8;0;9278;1445.8;34957;1314.85
50;0.0743914516161677;0.0587527564992826;0.124991039443857;0.148095630540692;0.209281183521471;0.17325;0.31432;0;0;44103;2740.79;7720;0;1309.8;0;7720;1309.8;36383;1430.99
51;0.0782263094298379;0.0505514380487805;0.100919088979564;0.130238689002476;0.17557109973234;0.22016;0.20026;0;0;44686;2692.22;6422;1;1252.4;0.83;6423;1253.23;38263;1438.99
52;0.066001117250592;0.0312306404591105;0.071898152402062;0.0918030872134813;0.118650999650879;0.18114;0.12685;0;0.00695261852979556;47130;2832.31;5378;270;1209.9;14.71;5648;1224.61;41482;1607.7
53;0.0434176885866375;0.0156276480918221;0.0363868369015835;0.0501411480712403;0.0594525637146515;0.13158;0.07373;0.0160703898998161;0.0205650369725968;55706;3329.07;4542;1740;802.2;49.14;6282;851.34;49424;2477.73
54;0.0228638354888983;0.00450186972740316;0.0148007447147919;0.0214483523680217;0.0270315000581869;0.10432;0.04246;0.0474385548004188;0.0634719573727708;61257;3887.35;3300;4884;638.2;105.82;8184;744.02;53073;3143.33
55;0.0103938628129617;0.00274081044476327;0.0103896803183719;0.0101952296142481;0.0141962422902362;0.07968;0.03709;0.149063167852782;0.162904036537625;64767;4182.12;1729;9011;457.4;172.63;10740;630.03;54027;3552.09
56;0.00401882283886899;0.00347535219512195;0.0123981883364398;0.00638545323855922;0.00921572791807285;0.05308;0.03773;0.291481847573909;0.287419138755981;65728;4289.81;1576;13122;391.1;237.78;14698;628.88;51030;3660.93
57;0.00113185803631064;0.0024778331133429;0.0123542186959515;0.00496951840907276;0.00635853718142674;0.03113;0.03261;0.404463899642007;0.422657351022184;67058;4407.46;1510;16761;271.3;288.94;18271;560.24;48787;3847.22
58;0.000652975084502196;0.00150432241032999;0.0109881878326868;0.00391079306764635;0.00451136622832538;0.01899;0.02271;0.481313328265487;0.501673379730317;68013;4411.33;1576;19465;178.5;342.82;21041;521.32;46972;3890.01
59;0.0006324848705649;0.00115604843615495;0.00937484674155794;0.00295081223544445;0.00308854183637845;0.01496;0.01556;0.54276196656831;0.562882840365376;67220;4309.94;1578;21400;117.3;386.85;22978;504.15;44242;3805.79
60;0.000626426822110227;0.00114481606886657;0.00710926018840361;0.00209006908393898;0.00232443500523682;0.01856;0.0167;0.570833641233052;0.594846541974772;65964;4231.22;1528;22165;49.5;395.65;23693;445.15;42271;3786.07
61;0.000319735260185804;0.00114043615494978;0.00513104750390409;0.00132489138247744;0.00267072966367974;0.02613;0.02387;0.566713028438228;0.610033240539365;64711;4072.27;1319;21554;39.8;392.64;22873;432.44;41838;3639.83
62;0.000115459955067096;0.00115827340028694;0.00390467744698;0.000823175465218433;0.00374391132317002;0.03436;0.03264;0.531636312022283;0.599717129186603;63558;3940.67;1128;19422;55.3;372.65;20550;427.95;43008;3512.72
63;0.0000562497216993543;0.00132572086083214;0.00359301328228637;0.000485027154380641;0.00440483649482137;0.0424;0.04001;0.46392949303732;0.517985898216616;62105;3875.38;924;16007;101.2;317.05;16931;418.25;45174;3457.13
64;0.0000658967352804258;0.00200718955523673;0.00377305371685725;0.000372714639405798;0.00500253112998953;0.05018;0.04143;0.363747094463146;0.419017094388865;62220;3908.82;806;11837;149.4;237.68;12643;387.08;49577;3521.74
65;0.000105148865545368;0.00344122766140603;0.0038659855254983;0.000304274019646993;0.00440381356918422;0.05127;0.03994;0.222435829430628;0.274921422357547;60307;3819.3;1118;7188;190.2;165.85;8306;356.05;52001;3463.25
66;0.000134470823972312;0.00714248137733142;0.0055237244135476;0.000311721507866784;0.00399227161643198;0.04788;0.03811;0.0874857604001209;0.138165450195737;59209;3594.59;1581;3410;222.2;85.63;4991;307.83;54218;3286.76
67;0.00143285263221811;0.0208558865997131;0.0139165087233221;0.000451797779730054;0.00443075410217619;0.04595;0.03333;0.0284322282842901;0.043434262722923;56446;3414.59;1704;1128;196.2;33.53;2832;229.73;53614;3184.86
68;0.00781018377962637;0.0478247795695839;0.027323205850251;0.00079310917658334;0.00468954497847085;0.04985;0.02735;0.00424938194466292;0.0149365724227925;53985;3288.35;2331;102;148.7;7.52;2433;156.22;51552;3132.13
69;0.0194066312465845;0.0721110714490674;0.0371270988195389;0.00113326411628464;0.00513168392877924;0.05777;0.02415;0;0;53071;3243.01;3263;0;114.9;0.15;3263;115.05;49808;3127.96
70;0.0354267136235756;0.0786861035294118;0.0363049879603043;0.0012846473923808;0.00394254043989294;0.06829;0.02894;0;0;50022;3126.8;3547;0;82.1;0;3547;82.1;46475;3044.7
71;0.0494495373125266;0.0737587870301291;0.0319662674256545;0.00143731570960786;0.00242905038985221;0.0727;0.02953;0;0;46149;2907.28;3877;0;57.9;0;3877;57.9;42272;2849.38
72;0.0680366709170765;0.0710005504734577;0.0275000595435998;0.00129707890743551;0.00142729314558361;0.07058;0.0223;0;0;43656;2740.72;3898;0;43.9;0;3898;43.9;39758;2696.82
73;0.084141156921084;0.0774530093543759;0.0243128628280691;0.000984897771743471;0.000729216804375655;0.07279;0.01782;0;0;42188;2644.64;3872;0;55.1;0;3872;55.1;38316;2589.54
74;0.0902208942052745;0.0858264578479197;0.0222529289204574;0.00124963900646913;0.000348883975328756;0.09148;0.02504;0;0;41506;2601.86;4222;0;48.9;0;4222;48.9;37284;2552.96
75;0.0900452031088712;0.0989207803730273;0.0226001153258442;0.00200791510262759;0.000232589316885837;0.13013;0.04367;0;0;41004;2514.08;4224;1;75.7;0.27;4225;75.97;36779;2438.11
76;0.0802732742323962;0.105248568034433;0.025479913925411;0.00308163405478796;0.000103871756080531;0.18205;0.06502;0;0;40651;2507.22;4305;252;115.4;10.71;4557;126.11;36094;2381.11
77;0.0648588042180258;0.0890985872022956;0.0254814256544591;0.00294547919495248;0.0000738717560805307;0.23091;0.08251;0.0168172509688781;0.0240596346237495;43052;2662.67;4239;1774;107.9;41.28;6013;149.18;37039;2513.49
78;0.0340443228692291;0.0487914961262554;0.0167070050879049;0.00209140483986902;0.0000377435121610613;0.28048;0.0926;0.0536194739926558;0.0799541452805567;47201;2953.4;3528;5139;88.3;98.97;8667;187.27;38534;2766.13
79;0.0246105128827899;0.0247818227833572;0.0142480782160429;0.00188036818145516;0.000020807634120796;0.33255;0.09693;0.164541219663342;0.212220439321444;51315;3281.58;2580;9676;55.9;187.52;12256;243.42;39059;3038.16
80;0.0374066800250977;0.0292524428120517;0.0204164784981445;0.00201644477278173;6.93587804026533E-06;0.37427;0.10324;0.320326137137681;0.385239377990431;53956;3488.06;2034;14364;85.5;283.9;16398;369.4;37558;3118.66
81;0.0544027220839152;0.0446641764131994;0.024646789851057;0.00223071240316269;0.0000138717560805307;0.39343;0.11021;0.444305074601968;0.49160742061766;55650;3596.66;1975;18260;93.1;353.28;20235;446.38;35415;3150.28
82;0.0641896071406886;0.0571826371305595;0.0243636750457576;0.00209037696669595;0;0.41426;0.12382;0.527695976037232;0.524541209221401;56463;3593.18;1922;21067;97.5;376.29;22989;473.79;33474;3119.39
83;0.0582544536199324;0.0652602606599713;0.0219167211727369;0.00200637409152624;6.93587804026533E-06;0.43992;0.14508;0.577735667664384;0.544800295780774;55560;3540.19;2056;22581;96.9;382.47;24637;479.37;30923;3060.82
84;0.0492305464812678;0.0726960509612626;0.0196083002703474;0.002465917658334;0.0000554870243221227;0.43986;0.16321;0.597720639719283;0.568945245759026;53672;3492.24;2389;22614;159.8;375.23;25003;535.03;28669;2957.21
85;0.0396041690448722;0.0729718833859398;0.01641103205548;0.00374484186566568;0.000242755731409287;0.4006;0.18605;0.581907788119144;0.561501200521966;52380;3415.07;2302;21704;290.8;360.79;24006;651.59;28374;2763.48
86;0.0256582356751068;0.0613918070588235;0.0137624931405639;0.00523457391582142;0.000703587804026533;0.31882;0.20713;0.540392614211285;0.504373049151805;51863;3367.18;2296;19611;383.6;324.71;21907;708.31;29956;2658.87
87;0.0142804418402251;0.0475052853945481;0.0110350102597686;0.00611546841306605;0.00143411148609333;0.20611;0.22101;0.458521188744113;0.419136694214876;51569;3375.46;2301;16243;420.2;264.24;18544;684.44;33025;2691.02
88;0.0108490309065517;0.0400703183931133;0.0122499219854583;0.00766936905997923;0.00239416036308623;0.14745;0.2189;0.343710614748311;0.325208077424967;51641;3465.85;2793;11597;529.4;200.13;14390;729.53;37251;2736.32
89;0.00828521606250126;0.0325855519081779;0.0191634715295619;0.00822473804009265;0.00360969626440126;0.15251;0.19211;0.206004885911265;0.196687003044802;51526;3456.65;3528;7009;522.3;125.88;10537;648.18;40989;2808.47
90;0.00503173477442468;0.0287908036728838;0.030267329135392;0.00858966176822938;0.00414164436168975;0.18498;0.15286;0.0772099822430269;0.106103871248369;50967;3323.65;3766;3234;408.7;70.11;7000;478.81;43967;2844.84
91;0.00491434756208634;0.0365893375035868;0.0409203272379225;0.0107328663844741;0.00541364133597114;0.20318;0.11744;0.0243373693194331;0.0403780252283602;48947;3218.91;3854;1038;331.3;32.59;4892;363.89;44055;2855.02
92;0.0110767563300747;0.0550422606599713;0.0454043793259785;0.0118234957271783;0.00761516350517863;0.18299;0.09451;0.00391458215508342;0.0109338886472379;47875;3119.66;5062;98;285.8;6.81;5160;292.61;42715;2827.05
93;0.0172204873803307;0.0714447802582496;0.0498425385454973;0.0132804875808641;0.00877416501803794;0.14751;0.08224;0;0;47264;3094.58;5237;0;299.9;0.11;5237;300.01;42027;2794.57
94;0.0218897488210173;0.0743184607173601;0.0493396380367068;0.00812577389984825;0.0102477726056092;0.12618;0.07805;0;0;43902;2999.15;5630;0;275.3;0;5630;275.3;38272;2723.85
95;0.0216834914081001;0.0660241550645624;0.043272589793965;0.00412593602747384;0.0122844885371814;0.11187;0.08309;0;0;41323;2793.14;4902;0;230.9;0;4902;230.9;36421;2562.24
96;0.020178975448823;0.0538603711908178;0.0370774850637247;0.00154459627825254;0.0145208914232515;0.09403;0.0929;0;0;38661;2654.83;3876;0;316.2;0;3876;316.2;34785;2338.63
97;0.0198504307081992;0.0413965201721664;0.0347005311907041;0.000697903122753774;0.0150606225997905;0.07007;0.09893;0;0;37482;2561.84;2524;0;320.4;0;2524;320.4;34958;2241.44
98;0.018372460784909;0.0326782534289814;0.0318287267140194;0.00129323416660011;0.0144497369952287;0.04558;0.09621;0;0;36940;2521.29;2072;0;233.2;0;2072;233.2;34868;2288.09
99;0.0170384516364078;0.0259335564992826;0.0268604849797659;0.0014983535660091;0.0120119294774817;0.02532;0.0825;0;0;36955;2436.73;1814;0;207.6;0.27;1814;207.87;35141;2228.86
100;0.0129707288440909;0.0135433014634146;0.014394573841788;0.00203824614647392;0.00849051437216339;0.0105;0.06268;0;0.00547040887342323;36492;2422.22;1999;204;192.3;11.13;2203;203.43;34289;2218.79
101;0.0057345001720404;0.00425346846484936;0.00391242731684382;0.00188659092724223;0.00506503665774468;0.00572;0.04804;0.0140615911623391;0.0167472401043932;37541;2531.62;1494;1538;186.2;37.92;3032;224.12;34509;2307.5
102;0.00122786244864088;0.000788883787661406;0.000945052910852518;0.000800739557543327;0.00433097404864425;0.00378;0.03412;0.0464856630916156;0.0660199782514137;39988;2779.07;958;4499;139.7;82.14;5457;221.84;34531;2557.23
103;0.000354249397858603;0.000266624734576758;0.000460889929978339;0.000424634613848734;0.00301607936692657;0.00276;0.02306;0.148136029973946;0.168459560678556;43240;3080.09;748;8685;82.4;151.15;9433;233.55;33807;2846.54
104;0.000835483838322505;0.000237112883787661;0.000274859570466643;0.000236582142001438;0.00183204119632259;0.01053;0.01643;0.289215510536755;0.263220408873423;46041;3307.56;512;12829;52.6;218.15;13341;270.75;32700;3036.81
105;0.00526609792134718;0.000289449985652798;0.000385716118415529;0.0000970593403082821;0.00119864424531595;0.02654;0.01515;0.396943781291452;0.388467951283167;48398;3441.17;455;16459;40.8;278.63;16914;319.43;31484;3121.74
106;0.0145609707126521;0.000739672424677188;0.000586552146827196;0.0000727945052312116;0.00103201675782614;0.04463;0.01807;0.473329640975514;0.490431004784689;50270;3482.65;767;18837;41.1;331.33;19604;372.43;30666;3110.22
107;0.0277011318234258;0.0014549768723099;0.000586165533222508;0.000145589010462423;0.00110135109973234;0.06218;0.03066;0.505444666945179;0.511697664201827;49838;3453.78;1411;19978;52.2;361.36;21389;413.56;28449;3040.22
108;0.0420629388548181;0.00388039139167862;0.000853492049099122;0.000315442856001917;0.00136973583149075;0.08906;0.04829;0.501324054150354;0.56150756415833;48244;3429.28;2088;20196;54.1;381.93;22284;436.03;25960;2993.25
109;0.0560639988260773;0.00821937274031564;0.00261576148976542;0.000479230492772143;0.00190741068311416;0.15922;0.04237;0.475930777802247;0.557086441931274;47531;3398.31;2457;19355;47.4;367.17;21812;414.57;25719;2983.74
110;0.064218433622766;0.0117581881205165;0.00656933021006498;0.000169853845539494;0.00180506109624113;0.16244;0.01788;0.429342099390761;0.48835501522401;46805;3382.88;2862;17212;36.3;306.41;20074;342.71;26731;3040.17
111;0.0641246376019592;0.0164913166140603;0.00873147945527513;0.000441356920373772;0.000292755731409287;0.14368;0.03078;0.374563703049561;0.304877868638538;46334;3439.17;3530;14075;45.4;206;17605;251.4;28729;3187.77
112;0.067430731880098;0.0161749341750359;0.00915222380064816;0.00186455195271943;0;0.14406;0.08877;0.291739385873585;0.221511631143976;47310;3605.23;5122;10408;136.3;148.69;15530;284.99;31780;3320.24
113;0.0870179703280912;0.0279839982783357;0.01237033929441;0.00261085097036978;0.00103650994995927;0.10058;0.11235;0.167039341170204;0.153991596346237;49088;3629.23;6080;6454;187.6;96.08;12534;283.68;36554;3345.55
114;0.0898723996599672;0.0417090667431851;0.0250405722969456;0.00471722865585816;0.006161624578145;0.08841;0.09155;0.0665736504663858;0.0622492127011744;49251;3516.27;5970;2970;239.3;37.91;8940;277.21;40311;3239.06
115;0.117903921509098;0.0677344347776184;0.0547121984786661;0.0118806485105024;0.0136377376934714;0.21624;0.05359;0.021813493982603;0.0129319921705089;47800;3438.1;6382;831;153.7;9.45;7213;163.15;40587;3274.95
116;0.178189764810654;0.116907223644189;0.100474379561063;0.0228039928919415;0.0241620842546259;0.41215;0.0907;0.00345101321566565;0.00436730752501087;47394;3368.98;8684;63;239.6;0.89;8747;240.49;38647;3128.49
117;0.223480798065052;0.179681513687231;0.150544873171797;0.0435252611612491;0.0289892505527755;0.59527;0.24427;0;0;47434;3267.05;9214;0;377.1;0.03;9214;377.13;38220;2889.92
118;0.240424170664076;0.201429928837877;0.20643908941615;0.0813689581503075;0.0434353345746538;0.64941;0.46029;0;0;45480;3019.22;10467;0;733.8;0;10467;733.8;35013;2285.42
119;0.251045094622219;0.192524883672884;0.238600673819959;0.130400973165083;0.0682041591993483;0.65534;0.5886;0;0;42425;2808.75;10612;0;1166.5;0;10612;1166.5;31813;1642.25
120;0.274118667192908;0.17530658456241;0.2564177787517;0.201358944972446;0.108311049691609;0.65774;0.64755;0;0;40499;2678.05;9303;0;1728.9;0;9303;1728.9;31196;949.15
121;0.289588349828972;0.166761639483501;0.29419957567209;0.277362476239917;0.174310630745956;0.66773;0.72802;0;0;40281;2572.01;8950;0;2117.2;0;8950;2117.2;31331;454.81
122;0.268834891614549;0.167245145480631;0.34840685057008;0.328462106860474;0.249825348539509;0.69243;0.77491;0;0;40885;2581.81;9505;0;2580.7;0;9505;2580.7;31380;1.11000000000013
123;0.215853459024025;0.178920403672884;0.390341728947324;0.347751930756329;0.306896243453974;0.69722;0.78261;0;0;41728;2579.12;10324;0;2730.2;0.02;10324;2730.22;31404;-151.1
124;0.141125049689315;0.16692838553802;0.367139070945208;0.343958861911988;0.333444295356686;0.68937;0.78169;0;0.00590096128751631;44553;2687.75;10286;183;2680.7;5.13;10469;2685.83;34084;1.92000000000007
125;0.0888282814176129;0.153688110301291;0.338061374036572;0.338225808641482;0.34087808099616;0.68139;0.77793;0.0131602071134712;0.0167376946498478;54236;3082.59;10196;1234;2824.3;30.6;11430;2854.9;42806;227.69
126;0.0639647659238569;0.153492452568149;0.320733984417242;0.343407742592445;0.345920015128593;0.67161;0.76389;0.0382444375019663;0.0739299934754241;61386;3647.92;10141;3590;3065.1;81.26;13731;3146.36;47655;501.559999999999
127;0.046345377173275;0.14628289492109;0.317861927022988;0.365931787796502;0.356206373792622;0.63167;0.75704;0.129953826016782;0.182052444541105;64427;3981.85;9958;7419;3292.4;151.29;17377;3443.69;47050;538.16
128;0.033855237516951;0.129395367001435;0.313929996977482;0.390580202060538;0.377002953566857;0.59577;0.755;0.279454808979014;0.25380595476294;65913;4158.14;10166;12429;3355.2;197.9;22595;3553.1;43318;605.04
129;0.0276256827979841;0.119361555810617;0.315861627659396;0.406235777094481;0.394111360409636;0.60558;0.72319;0.409511650315667;0.334011052631579;67396;4290.48;10648;16871;3227;243.7;27519;3470.7;39877;819.78
130;0.026871206914;0.120607673457676;0.329963809782882;0.408737408753295;0.419774368672175;0.64643;0.71112;0.494293258569184;0.40361197477164;68873;4266.75;10812;19756;3291.9;278.89;30568;3570.79;38305;695.96
