Timestep;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
574;0.0279126648045823;0.0584317843328551;0.0412664552247578;0.0369724031626867;0.151259501920168;0.21943;0.26028;0;0;46113;3038.93;3697;0;885.5;0;3697;885.5;42416;2153.43
575;0.0392551367215172;0.0859079078335725;0.066199386160227;0.0450529330724383;0.148468185732573;0.29261;0.28034;0;0;43097;2797.89;4692;0;855.3;0;4692;855.3;38405;1942.59
576;0.0541866361041957;0.120343960057389;0.108253807969372;0.0568811372893539;0.142499120214128;0.40544;0.32745;0;0;41135;2678.97;5730;0;859.4;0;5730;859.4;35405;1819.57
577;0.0732710012751229;0.156719382611191;0.154060826725774;0.0697976942736203;0.138859868497614;0.50094;0.37826;0;0;39783;2619.68;6576;0;894.1;0;6576;894.1;33207;1725.58
578;0.0938909031108952;0.186732910530847;0.189740619784058;0.0832528360354604;0.133485178633772;0.56628;0.44983;0;0;39582;2596.78;7054;0;849.2;0;7054;849.2;32528;1747.58
579;0.113815652842715;0.200181691018651;0.218589192651923;0.0971929789952879;0.129841281275457;0.59999;0.51912;0;0;39833;2619.22;7078;0;863.3;0;7078;863.3;32755;1755.92
580;0.123371015847957;0.193486726083214;0.229485735831948;0.110102591246706;0.131261661817759;0.60503;0.56221;0;0;40187;2665.51;7262;2;953.8;0.12;7264;953.92;32923;1711.59
581;0.12924941384824;0.172265858249641;0.224587693953285;0.122264767191119;0.145055616199232;0.58859;0.5725;0;0.00292511526750761;41113;2782.46;6912;464;1096.3;6.76;7376;1103.06;33737;1679.4
582;0.114806184548748;0.128270016298422;0.190084136416301;0.131114635412507;0.161343061794484;0.56114;0.56728;0.0215559556829265;0.0190773727707699;44516;3067.62;6578;2662;1250.2;30.7;9240;1280.9;35276;1786.72
583;0.0812554812071164;0.0728823599426112;0.14271476029755;0.136192623592365;0.173769763761201;0.54696;0.55047;0.070951801560887;0.0724422401043932;48895;3392.13;5722;5555;1349.5;72.43;11277;1421.93;37618;1970.2
584;0.0624240722974477;0.0507886154375897;0.117734234110792;0.142577876767031;0.186828736180612;0.54909;0.54556;0.135284868820087;0.162825132666377;52136;3611.81;4804;8289;1393.8;126.84;13093;1520.64;39043;2091.17
585;0.0832778227781488;0.0671554272596844;0.120117832754017;0.149652109655778;0.206871868963109;0.56524;0.56237;0.208992330187513;0.242777116137451;53772;3677.33;4361;10392;1713.9;175.05;14753;1888.95;39019;1788.38
586;0.126336033355597;0.0772990396556671;0.132171574026497;0.150928798817986;0.249864645641801;0.5903;0.58808;0.270028907210853;0.292845197912136;54582;3659.27;4684;11724;2081.9;202.13;16408;2284.03;38174;1375.24
587;0.183843344060558;0.0986169683787661;0.144750267089819;0.167570413704976;0.306441216106133;0.59727;0.61059;0.292486246942647;0.273897590256633;53953;3600.59;5635;12203;2113;186.54;17838;2299.54;36115;1301.05
588;0.249537431335641;0.138995946857963;0.160795404731919;0.184193676223944;0.352791760735482;0.5825;0.62043;0.29794605889579;0.232342644628099;52150;3593.71;6876;11957;2049.2;157.19;18833;2206.39;33317;1387.32
589;0.302609613010302;0.174275972223816;0.170294113680251;0.191181229534382;0.377708183405097;0.57562;0.62015;0.244970430652325;0.192543832100913;50739;3541.22;7874;10658;2027.2;128.63;18532;2155.83;32207;1385.39
590;0.302064912056996;0.173036902266858;0.172563482209125;0.189835505550675;0.391099143488886;0.57911;0.62086;0.18048284041332;0.14417587646803;49936;3488.26;8494;8327;1914.2;93.58;16821;2007.78;33115;1480.48
591;0.268454240289837;0.15456707374462;0.153140555303679;0.177914938103985;0.400863241010124;0.57148;0.62288;0.125833213221958;0.0957119486733362;49054;3599.4;8152;5756;1972.3;71.56;13908;2043.86;35146;1555.54
592;0.229710231546137;0.145432092969871;0.134753932665021;0.157657670713202;0.385757582916327;0.55219;0.61309;0.0894945591375979;0.0896204349717269;50197;3938.66;7723;3733;1981.9;52.31;11456;2034.21;38741;1904.45
593;0.184715597182585;0.123419999770445;0.125196736117408;0.144079155818225;0.349296667054579;0.52157;0.59184;0.0576370714676098;0.0626288560243584;49837;3890.15;6916;1989;1892.8;30.35;8905;1923.15;40932;1967
594;0.148830639180683;0.112171463414634;0.123400375027287;0.137048934989218;0.28219486558827;0.4888;0.56313;0.0249554612386568;0.0329617355371901;49205;3639.34;5807;667;1967.7;15.49;6474;1983.19;42731;1656.15
595;0.137153796628008;0.122428536011478;0.128499738753715;0.132898099992013;0.226618437099965;0.44737;0.50551;0.00283292129644195;0.00615805567638103;48212;3445.64;5063;63;1809.4;2.2;5126;1811.6;43086;1634.04
596;0.133079981581557;0.133077142955524;0.133680464426645;0.128402061336954;0.17713319329687;0.3665;0.40465;0;0;47199;3412.71;5282;0;1589.3;0.02;5282;1589.32;41917;1823.39
597;0.135085762543769;0.137824169526542;0.136429332493745;0.119122104863829;0.140966515768649;0.27626;0.29408;0;0;45047;3202.62;5154;0;1272.1;0;5154;1272.1;39893;1930.52
598;0.146370932863764;0.136608195581062;0.134299444091817;0.100754099113489;0.112331097404864;0.20376;0.19941;0;0;41547;2940.15;5401;0;1007.1;0;5401;1007.1;36146;1933.05
599;0.153395136519117;0.129703039081779;0.126721912951489;0.0754148103186646;0.0860450424764343;0.15709;0.14011;0;0;37886;2740.99;5528;0;924.5;0;5528;924.5;32358;1816.49
600;0.148493861193758;0.116731131018651;0.113912551743825;0.0539610146953119;0.071104905155359;0.13114;0.11107;0;0;35681;2587.9;5338;0;788.5;0;5338;788.5;30343;1799.4
601;0.138049677576052;0.100799280229555;0.0925916929121959;0.036473811995847;0.0667100058186896;0.10934;0.10117;0;0;34510;2534.91;4993;0;647;0;4993;647;29517;1887.91
602;0.135082484465764;0.0856119353802009;0.0671011607811529;0.022874808322019;0.064127886651926;0.09105;0.09511;0;0;34168;2501.56;4586;0;581.6;0;4586;581.6;29582;1919.96
603;0.131297673204202;0.076578274892396;0.0453413499235975;0.014114267630381;0.0600423996276039;0.07549;0.08374;0;0;34642;2505.45;3957;0;505.4;0;3957;505.4;30685;2000.05
604;0.109231109964175;0.0719218553802009;0.0277772650580155;0.00985597835636131;0.0593559920865821;0.0823;0.08313;0;0;34929;2524.24;3525;2;469.6;0.04;3527;469.64;31402;2054.6
605;0.0888925067298156;0.0684354694978479;0.0184262945611472;0.00712186167239038;0.0590182578843245;0.1023;0.08468;0;0.00761408003479774;34694;2609.79;3097;301;382.9;6.89;3398;389.79;31296;2220
606;0.0680963074058332;0.0570272042467719;0.0123269950128457;0.00497092724223305;0.0464269894099849;0.11089;0.07328;0.0212469097233146;0.0235117116137451;36766;2922.2;2599;2014;338.5;37.51;4613;376.01;32153;2546.19
607;0.0522031240512478;0.0486301543758967;0.0102312138767149;0.00489442097276575;0.0402202001629233;0.10364;0.05557;0.0850391465531937;0.10157563723358;40374;3276.44;2166;5182;352.6;81.11;7348;433.71;33026;2842.73
608;0.0698795494565547;0.0635151474318508;0.0179128484207345;0.00367608018528871;0.0361908413825207;0.08607;0.03507;0.177572657626975;0.202719230100043;43832;3483.61;2183;9046;431.1;136.26;11229;567.36;32603;2916.25
609;0.110142619466877;0.0817744653084649;0.0279813407217101;0.00228509943295264;0.0372957069707902;0.07602;0.02388;0.265109925687031;0.268298090474119;46534;3569.44;2555;12556;474.4;166.12;15111;640.52;31423;2928.92
610;0.11507958629344;0.0908824180200861;0.0317640110489816;0.00184588531267471;0.043699163272431;0.07575;0.02069;0.319733799048425;0.285246394084385;48630;3594.52;3272;14742;449.3;189.09;18014;638.39;30616;2956.13
611;0.102691990811019;0.0941218915351506;0.0356541663728108;0.00228338311636451;0.0499257081345281;0.07621;0.01747;0.323493858223703;0.299744180078295;48798;3552.56;3978;15844;467;204.49;19822;671.49;28976;2881.07
612;0.0803439083530674;0.0851959718794835;0.0394875948818699;0.00313356680776296;0.0544511416269056;0.07521;0.01566;0.359574974008386;0.342354419312745;46681;3536.06;4260;16169;561.2;218.92;20429;780.12;26252;2755.94
613;0.0511182022790293;0.0586973742324247;0.0451586634762313;0.00369904480472806;0.0560140637728384;0.06746;0.01519;0.372966965591566;0.344134436711614;44948;3495;4356;15342;602.8;217.91;19698;820.71;25250;2674.29
614;0.0244198399012286;0.0343926455093257;0.0456494379460313;0.00394731770625349;0.0548770638892121;0.05878;0.01541;0.334207451490247;0.359603092648978;44684;3462.56;3965;14080;653.6;224.13;18045;877.73;26639;2584.83
615;0.00876997024713097;0.0159772143472023;0.0390735402414656;0.00402601110134973;0.0511667892470616;0.05279;0.01791;0.28125757707675;0.327281000434972;44130;3518.71;3180;11012;715.6;203.02;14192;918.62;29938;2600.09
616;0.0022535005161212;0.00484047253945481;0.0281435564287273;0.00418695950802652;0.0483899802164552;0.04134;0.02032;0.206648731660456;0.283334558503697;45270;3839.31;2362;7318;722.9;162.13;9680;885.03;35590;2954.28
617;0.000280808792276398;0.000809610100430416;0.0188109283159539;0.00412453597955435;0.0461085848946817;0.03126;0.02522;0.109479531192497;0.195389891257068;47126;3839.27;1826;3894;657.3;102.99;5720;760.29;41406;3078.98
618;0.000219319934422248;0.000778947833572453;0.0128933150638927;0.00333470729174986;0.0417038903758873;0.02413;0.02424;0.0336860095976915;0.0658515202261853;47122;3657.83;1606;1216;541.2;42.4;2822;583.6;44300;3074.23
619;0.000558785394782116;0.00230987041606887;0.0102669832921935;0.00309406477118441;0.037777365297335;0.01813;0.02024;0.0028586751264096;0.0119570552414093;47081;3525.42;1294;100;344;6.29;1394;350.29;45687;3175.13
620;0.00337952152528994;0.00587210754662841;0.00812428368008329;0.00288544605063493;0.0342065867566624;0.01363;0.01663;0;0;47061;3522.71;1403;0;268.2;0.04;1403;268.24;45658;3254.47
621;0.0135352962130872;0.00648817170731707;0.00661326468859671;0.003064396613689;0.0357909333178168;0.00963;0.01617;0;0;46063;3304.16;1324;0;222.9;0;1324;222.9;44739;3081.26
622;0.0286694093954298;0.00746068522238164;0.00625323369099793;0.00393195711205175;0.0394197684161527;0.00807;0.01574;0;0;42430;3023.68;1386;0;179.8;0;1386;179.8;41044;2843.88
623;0.045292035339122;0.0111095701578192;0.00727388074488271;0.00518151904799936;0.0414647608518562;0.00906;0.0242;0;0;39864;2828.89;1530;0;202.2;0;1530;202.2;38334;2626.69
624;0.0695353798044811;0.0197198743185079;0.0103221686564909;0.0063371731491095;0.0431231013615734;0.01254;0.03295;0;0;38364;2714.6;1733;0;215.6;0;1733;215.6;36631;2499
