Timestep;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
24;0.827833529661789;0.769054694289814;0.497738565277988;0.146250277134414;0.146796394739905;0.70781;0.67284;0;0;46829;3060.8;18007;0;2201;0;18007;2201;28822;859.8
25;0.840629822899589;0.776804548522238;0.466808066193139;0.130106416021085;0.134671738624462;0.69825;0.61889;0;0;46030;2994.95;17850;0;2136.8;0;17850;2136.8;28180;858.15
26;0.846796651486631;0.764812342381636;0.427720525145669;0.113533653462184;0.135259897591062;0.68926;0.57319;0;0;46494;2962.89;17418;0;1969.4;0;17418;1969.4;29076;993.49
27;0.852636810168599;0.732812630588235;0.387875654391886;0.106406632457471;0.148796074711975;0.6875;0.55511;0;0;47349;2988.56;16223;0;1860.4;0;16223;1860.4;31126;1128.16
28;0.848833067783917;0.663022606370158;0.353385120850335;0.119413027713441;0.184382291399977;0.69158;0.5895;0;0;50478;3061.27;14904;0;1826.5;0.01;14904;1826.51;35574;1234.76
29;0.843142000526241;0.595974977905309;0.325782786089702;0.148724829885792;0.224989990690097;0.69499;0.6479;0;0;56806;3175.57;14181;3;1882.2;0.25;14184;1882.45;42622;1293.12
30;0.820097277308883;0.524951871219512;0.304794972377546;0.167992784522003;0.249806161992319;0.69332;0.68457;0;0.00579023053501522;61870;3371.82;13842;260;1999.7;21.62;14102;2021.32;47768;1350.5
31;0.812545553868885;0.462971176929699;0.290409192383255;0.186605091047041;0.25853561736297;0.69022;0.70022;0.0218650016425383;0.0965161374510657;64821;3654.8;13198;1150;2135.8;92.85;14348;2228.65;50473;1426.15
32;0.787175155747161;0.464405430932568;0.306561888872097;0.203228494529191;0.268877089491447;0.6889;0.70276;0.0579718712571893;0.263574419312745;66541;3862.89;14183;2722;2676.6;193.28;16905;2869.88;49636;993.009999999999
33;0.793121273908555;0.548619968780488;0.350569395765117;0.223000414902963;0.285594848132201;0.68912;0.70433;0.103916703919484;0.433114032187908;68117;4022.28;15899;4958;3062.9;292.26;20857;3355.16;47260;667.12
34;0.830283411257514;0.669468708292683;0.417040437022484;0.254256743870298;0.291151142790644;0.68811;0.70865;0.15709836280269;0.539634610700304;68872;3994.51;17588;7280;3141.2;350.28;24868;3491.48;44004;503.030000000001
35;0.860108313396887;0.731861514375897;0.476299217436569;0.283841732289753;0.293802616082858;0.6665;0.71236;0.224676412637814;0.596820374075685;68218;3912.6;19167;9600;3132.1;369.17;28767;3501.27;39451;411.329999999999
36;0.858034342502074;0.759382120057389;0.525276157204507;0.315613860314671;0.295752292563715;0.66953;0.72703;0.288623172447499;0.583032266202697;67305;3838.6;21274;11216;3026.4;360.41;32490;3386.81;34815;451.79
37;0.820673433723966;0.780823503472023;0.557088573069367;0.346909184170593;0.289619961596648;0.68356;0.73823;0.307243191514113;0.541382079164854;66417;3737.99;22960;12013;3020.7;352.81;34973;3373.51;31444;364.48
38;0.773489855283664;0.750346495839311;0.576227049048746;0.370257068125549;0.273200670313045;0.70216;0.74448;0.315613186253601;0.507672548934319;65288;3711.01;23754;11893;3052.3;331.44;35647;3383.74;29641;327.27
39;0.714545785415022;0.678297891879483;0.590976554396924;0.373642181535021;0.250922637030141;0.70788;0.74038;0.273943489365936;0.458091013484123;64062;3757.82;24387;10162;3063.4;285.16;34549;3348.56;29513;409.26
40;0.658818434229967;0.601969954892396;0.575217006934999;0.339848759683731;0.208831235889678;0.70949;0.72201;0.208837807207707;0.353611757285776;62103;3884.41;23100;6807;2950.1;203.18;29907;3153.28;32196;731.13
41;0.530354230169814;0.528567537790531;0.539409820093026;0.286234658573596;0.168171001978354;0.70848;0.70171;0.106620856066088;0.183294832535885;61582;3869.75;21992;3140;2606.9;94.2;25132;2701.1;36450;1168.65
42;0.40805209929767;0.479685468350072;0.522292786794956;0.24786444213721;0.172500352612592;0.70625;0.69011;0.0199592182249319;0.0268500260983036;61020;3718.7;19078;478;1987.3;15.9;19556;2003.2;41464;1715.5
43;0.355503248932338;0.446733005566714;0.509397727872651;0.233147727817267;0.194375052950076;0.70247;0.68465;0;0;60116;3767.81;16128;8;1789.6;0.12;16136;1789.72;43980;1978.09
44;0.295271969356569;0.405880151276901;0.482970525817339;0.214036667997764;0.20471554404748;0.69349;0.67109;0;0;57175;3625.58;14754;0;1772.3;0.01;14754;1772.31;42421;1853.27
45;0.239597205051916;0.363570814576758;0.446692837035918;0.194141023081224;0.206954458279995;0.64876;0.64834;0;0;54650;3403.8;14767;0;1773.9;0;14767;1773.9;39883;1629.9
46;0.192070626834254;0.325779118737446;0.404481388511074;0.184807830444853;0.208160366577447;0.58968;0.63105;0;0;50637;3158.35;14267;0;1828;0;14267;1828;36370;1330.35
47;0.15505978869391;0.296999579913917;0.370087861165684;0.185506080584618;0.218330650529501;0.53311;0.62817;0;0;46799;2987.75;13946;0;1794.2;0;13946;1794.2;32853;1193.55
48;0.127363415103123;0.274106434892396;0.346390700149447;0.195734930117403;0.23016141394158;0.4819;0.63783;0;0;44235;2907.57;13645;0;1616.6;0;13645;1616.6;30590;1290.97
49;0.106839652275993;0.25202874938307;0.336163632562591;0.212032966216756;0.233252681252182;0.43297;0.64735;0;0;42962;2850.74;12668;0;1462.8;0;12668;1462.8;30294;1387.94
50;0.0908673556378651;0.228052743988522;0.332006346682787;0.224087600031946;0.228302998952636;0.3895;0.64798;0;0;42186;2865.02;11591;0;1379.8;0;11591;1379.8;30595;1485.22
51;0.0770754557046572;0.199938144849354;0.327058246234447;0.230531644437345;0.222636424997091;0.34667;0.64215;0;0;42329;2893.78;10644;0;1339;0;10644;1339;31685;1554.78
52;0.0659923537150606;0.177350857159254;0.324014882843853;0.226238159891382;0.214177932037705;0.33154;0.63723;0;0;41410;2981.05;9372;0;1348.2;0.01;9372;1348.21;32038;1632.84
53;0.0557894108122331;0.155233564878049;0.312640477356305;0.212172004232889;0.200954857442104;0.32206;0.62166;0;0;39475;3086.44;8480;6;1320.3;0.43;8486;1320.73;30989;1765.71
54;0.0427487299370534;0.12805949107604;0.284785389619331;0.19377236961904;0.179352330967066;0.29519;0.59493;0.00247236767689479;0.0061616920400174;40237;3277.63;7727;838;1255.5;25.09;8565;1280.59;31672;1997.04
55;0.0232554648126784;0.0923964748350072;0.242264785753866;0.167623800015973;0.146848306761317;0.25848;0.55524;0.0560918416695506;0.103592392344498;43614;3518.83;6900;4297;1153.5;110.36;11197;1263.86;32417;2254.97
56;0.0322939059242617;0.110012261233859;0.261714277601464;0.163863158693395;0.130519372745258;0.22427;0.52179;0.183161238729956;0.287842418442801;47021;3748.57;7450;9031;1312.4;223.09;16481;1535.49;30540;2213.08
57;0.0324363563867468;0.129674631391679;0.280330373516028;0.172977228655858;0.127993708832771;0.19141;0.47809;0.301860641050873;0.456632440191388;49837;3851.91;8432;13368;1428.7;319.68;21800;1748.38;28037;2103.53
58;0.0258675847551966;0.11438427133429;0.252700614746528;0.151794521204377;0.11198221110206;0.13871;0.40737;0.357179867821394;0.58305953892997;52165;3820.64;8217;15634;1306.3;400.76;23851;1707.06;28314;2113.58
59;0.0208474032019754;0.102286655839311;0.222178919382735;0.123066724303171;0.0881990887932038;0.09125;0.32846;0.388445017402126;0.651700613310135;51117;3715.54;7575;17528;1268.8;434.69;25103;1703.49;26014;2012.05
60;0.0178573313498087;0.09202567035868;0.194875612446056;0.0937393538854724;0.0627197742348423;0.06189;0.26382;0.432947635586233;0.647607638103523;48718;3579.41;7247;19058;1241.2;425.2;26305;1666.4;22413;1913.01
61;0.0145594027162143;0.0821682978479197;0.171885957819085;0.0696084817506589;0.0431761619923193;0.04164;0.21698;0.432278036007074;0.60053313614615;46708;3484.53;6935;18804;1163.2;403.17;25739;1566.37;20969;1918.16
62;0.0112071398789645;0.0716514382783357;0.150282577535976;0.0527447631978277;0.0312599162108693;0.03294;0.18674;0.407168051788611;0.532864201826881;45212;3444.4;6525;16928;1051;368.92;23453;1419.92;21759;2024.48
63;0.00754008237699111;0.0577685361262554;0.125239487448155;0.0420653821579746;0.0252857360642383;0.02888;0.16827;0.336654065337174;0.461785967812092;44371;3457.54;6161;13000;937;298.19;19161;1235.19;25210;2222.35
64;0.00405300078936183;0.0416220415494978;0.103528958675466;0.0391518896254293;0.0239246200395671;0.02889;0.16274;0.241287632966951;0.348800922140061;45088;3648.86;5521;8033;837.7;198.9;13554;1036.6;31534;2612.26
65;0.00113168093589977;0.0213564704734577;0.0739391709905462;0.0377958968932194;0.0262611544280228;0.03125;0.16085;0.110638453541042;0.181008612440191;46119;3707.26;4790;3245;814.8;88.89;8035;903.69;38084;2803.57
66;0.000267473232537899;0.0142654032711621;0.0582927082766611;0.0453376858877086;0.0337014872570697;0.03551;0.16489;0.0190063265161287;0.0282049456285341;46675;3596.44;3820;455;761.4;15.62;4275;777.02;42400;2819.42
