Timestep;Date;Time;Year;Month;Day;Hour;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
1;1/01/2015;0:00;2015;1;1;0;0.00829710061327342;0.0693628275466284;0.314134440716673;0.345363217394777;0.352988828115908;0.70543;0.77923;0;0;40665;3210.98;8814;0;2464.5;0;8814;2464.5;31851;746.48
2;1/01/2015;1:00;2015;1;1;1;0.00779295403485336;0.0746958356384505;0.316146468456669;0.337727894337513;0.359436518096125;0.70618;0.78028;0;0;39510;3100.02;9054;0;2351.7;0;9054;2351.7;30456;748.32
3;1/01/2015;2:00;2015;1;1;2;0.0069827987936932;0.0869202178479197;0.323969919466694;0.348409601469531;0.389868833934598;0.70727;0.77925;0;0;38537;2980.39;9070;0;2381;0;9070;2381;29467;599.39
4;1/01/2015;3:00;2015;1;1;3;0.00611832938652418;0.0955516423529412;0.329643916477759;0.367250416899609;0.420990626091004;0.70521;0.77977;0;0;38153;2933.49;9164;0;2625.6;0.01;9164;2625.61;28989;307.88
5;1/01/2015;4:00;2015;1;1;4;0.00538625518651203;0.104108315064562;0.336266850234245;0.379602023800016;0.435315795414873;0.70221;0.78446;0;0;37927;2941.54;9232;0;3134.2;0.01;9232;3134.21;28695;-192.670000000001
6;1/01/2015;5:00;2015;1;1;5;0.00615415507923978;0.110842055208034;0.336837392473931;0.38273500479195;0.446637705108809;0.70051;0.78542;0;0;37921;2999.89;9688;0;3311.2;0.01;9688;3311.21;28233;-311.32
7;1/01/2015;6:00;2015;1;1;6;0.00851558200255024;0.125572100200861;0.341130725639346;0.38985443734526;0.46014223321308;0.70111;0.78375;0;0;39143;3176.8;10331;0;3555.9;0.01;10331;3555.91;28812;-379.11
8;1/01/2015;7:00;2015;1;1;7;0.0126101586819681;0.145609356671449;0.347119380249526;0.408628911029471;0.477960324682881;0.70271;0.78379;0.00352827470556861;0;39891;3292.27;10208;53;3759.2;0.03;10261;3759.23;29630;-466.96
9;1/01/2015;8:00;2015;1;1;8;0.0156990531706034;0.171176965624103;0.357945029133713;0.41896293706573;0.480192791807285;0.70434;0.78474;0.0388110217612547;0.0358868682035668;41618;3378.64;10029;773;3907.1;1.5;10802;3908.6;30816;-529.96
10;1/01/2015;9:00;2015;1;1;9;0.0137752099904872;0.202744777274032;0.379264536496902;0.43205446489897;0.486216971953916;0.70805;0.78653;0.12284576894571;0.00963047846889952;43858;3562.9;10550;2116;3933.6;6.18;12666;3939.78;31192;-376.88
11;1/01/2015;10:00;2015;1;1;10;0.0155662365656688;0.251648526140603;0.402292964384666;0.437768064451721;0.484366266728733;0.71127;0.78579;0.173168752702506;0.0268500260983036;46208;3736.05;11390;3364;3968.5;8.42;14754;3976.92;31454;-240.87
12;1/01/2015;11:00;2015;1;1;11;0.0204494917724209;0.30532681492109;0.421463325071785;0.449554592284961;0.486130553939253;0.71315;0.78653;0.192741663477923;0.0167067855589387;47556;3837.81;12103;4198;3937.5;8.23;16301;3945.73;31255;-107.92
13;1/01/2015;12:00;2015;1;1;12;0.0285787811443723;0.352981457905308;0.435768167514651;0.452826336554588;0.483682966367974;0.714;0.78585;0.197403106702068;0.0162071422357547;46674;3878.28;12505;3500;3892.4;6.17;16005;3898.57;30669;-20.29
14;1/01/2015;13:00;2015;1;1;13;0.0357512761349606;0.391630851994261;0.464336022400215;0.460753788036099;0.491540670313045;0.71395;0.78656;0.148960152532911;0.0163174989125707;45923;3856.4;11921;2279;3647.7;2.2;14200;3649.9;31723;206.5
15;1/01/2015;14:00;2015;1;1;14;0.0458190493249944;0.430534356269727;0.502779639715883;0.468813211804169;0.501690699406494;0.71436;0.78828;0.0607790387236636;0.00391975859069161;46347;3985.15;11851;746;3582.8;0.19;12597;3582.99;33750;402.16
16;1/01/2015;15:00;2015;1;1;15;0.0557571696318335;0.476480593859397;0.530921199570131;0.478325986342944;0.512933293378331;0.71481;0.79021;0.00509925833359551;0;48230;4262.07;13582;50;3692.6;0.01;13632;3692.61;34598;569.46
17;1/01/2015;16:00;2015;1;1;16;0.0815642508146619;0.529463376183644;0.561262768727016;0.492879618241355;0.528446132898871;0.71514;0.79209;0;0;51634;4495.76;15436;0;3892.4;0.01;15436;3892.41;36198;603.35
18;1/01/2015;17:00;2015;1;1;17;0.114181651790232;0.593844940487805;0.605411473242322;0.509262127625589;0.544562129640405;0.71618;0.79423;0;0;51307;4491.8;16868;0;4106.5;0.01;16868;4106.51;34439;385.29
19;1/01/2015;18:00;2015;1;1;18;0.157338976258425;0.671332430645624;0.656763674844256;0.522606291031068;0.553241268474339;0.71636;0.79429;0;0;50138;4290.82;18008;0;4287;0.01;18008;4287.01;32130;3.80999999999949
20;1/01/2015;19:00;2015;1;1;19;0.200482346631044;0.746649617446198;0.70635947283932;0.534004214519607;0.557873309670662;0.71634;0.79416;0;0;47092;4047.51;19181;0;4392.4;0;19181;4392.4;27911;-344.889999999999
21;1/01/2015;20:00;2015;1;1;20;0.243083628838019;0.741925348866571;0.749634307255722;0.543332516971488;0.562080725008728;0.71615;0.79427;0;0;45182;3857.01;20352;0;4438;0;20352;4438;24830;-580.99
22;1/01/2015;21:00;2015;1;1;21;0.302460355415225;0.783164956441894;0.787788585999026;0.549490094641003;0.562160534155708;0.71613;0.79428;0;0;49365;3588.33;21236;0;4456.1;0;21236;4456.1;28129;-867.77
23;1/01/2015;22:00;2015;1;1;22;0.35470093974538;0.814829834490674;0.815799220324753;0.548962977797301;0.55589372047015;0.71613;0.79428;0;0;46468;3412.59;22083;0;4413.1;0;22083;4413.1;24385;-1000.51
24;1/01/2015;23:00;2015;1;1;23;0.398438812718845;0.837276974117647;0.836031476298423;0.547513016532226;0.546555816362155;0.65353;0.78587;0;0;43254;3212.1;22472;0;3984.3;0;22472;3984.3;20782;-772.2
25;2/01/2015;0:00;2015;1;2;0;0.445326540368774;0.825886821463415;0.84848682155391;0.54746104304768;0.5440058361457;0.62237;0.65753;0;0;41608;2996.22;23434;0;3317.3;0;23434;3317.3;18174;-321.08
26;2/01/2015;1:00;2015;1;2;1;0.50411011233226;0.830765966944046;0.857976983863113;0.545722444293587;0.538332335622018;0.67866;0.64968;0;0;40839;2942.88;24248;0;3297.4;0;24248;3297.4;16591;-354.52
27;2/01/2015;2:00;2015;1;2;2;0.564689489141215;0.835252602926829;0.863495902742095;0.545495161728296;0.540952624229024;0.71613;0.71191;0;0;40577;2944.18;25034;0;3282.2;0;25034;3282.2;15543;-338.02
28;2/01/2015;3:00;2015;1;2;3;0.631257360900277;0.844848338593974;0.868810841972697;0.545730426084179;0.549998502269289;0.71613;0.79428;0;0;41364;3019.46;25721;0;3253.6;0.01;25721;3253.61;15643;-234.15
29;2/01/2015;4:00;2015;1;2;4;0.708792903434736;0.854803728550932;0.872036631571877;0.54868473005351;0.559022315838473;0.71613;0.79428;0;0;43445;3104.17;26172;0;3529.3;0.01;26172;3529.31;17273;-425.14
30;2/01/2015;5:00;2015;1;2;5;0.792974841014431;0.862864979167862;0.875386685036858;0.548754234885393;0.562449511230071;0.71613;0.79428;0;0;46679;3523.94;26355;0;4355.1;0.01;26355;4355.11;20324;-831.170000000001
31;2/01/2015;6:00;2015;1;2;6;0.877505771246989;0.870390547374462;0.877792043389921;0.548974607858797;0.562677587571279;0.71613;0.79428;0;0;51275;3868.58;26193;0;4407.8;0.01;26193;4407.81;25082;-539.23
32;2/01/2015;7:00;2015;1;2;7;0.90776167668549;0.874433590014347;0.879354916830386;0.551227785320661;0.562391792156406;0.71613;0.79428;0.00350252087560095;0;55305;4190.57;26590;38;4411.5;0.06;26628;4411.56;28677;-220.990000000001
33;2/01/2015;8:00;2015;1;2;8;0.907226979577793;0.871589811994261;0.87711656225547;0.54917741993451;0.56237552193646;0.71613;0.79428;0.0207318331239615;0.0344931165724228;57513;4337.33;25934;253;4412;4.76;26187;4416.76;31326;-79.4300000000003
34;2/01/2015;9:00;2015;1;2;9;0.858668955411177;0.859914053601148;0.871836936980505;0.550810739557543;0.559575120446875;0.71613;0.79428;0.0411031126283759;0.0946526620269682;59351;4515.6;25642;667;4360;29.04;26309;4389.04;33042;126.56
35;2/01/2015;10:00;2015;1;2;10;0.826687855567025;0.86695132866571;0.864146995315097;0.550967572877566;0.55996965786105;0.71613;0.79428;0.0584354401966071;0.159126924749891;60451;4523.41;25811;1262;4333.3;70.3;27073;4403.6;33378;119.809999999999
36;2/01/2015;11:00;2015;1;2;11;0.758035940251381;0.813063317302726;0.853706725404262;0.550720909671751;0.559934004422204;0.71613;0.79428;0.083828716544714;0.169364140930839;60104;4474.24;25642;1726;4262.3;77.66;27368;4339.96;32736;134.28
37;2/01/2015;12:00;2015;1;2;12;0.686687046774748;0.77714209446198;0.840635696774302;0.55062786838112;0.562736495985104;0.71613;0.79428;0.0825152712163636;0.150560830795998;59568;4449.32;25795;1899;4271.9;68.74;27694;4340.64;31874;108.68
38;2/01/2015;13:00;2015;1;2;13;0.647197674013804;0.765795790071736;0.832346237569896;0.550952564890983;0.562284048644245;0.71613;0.79428;0.0793733039603098;0.103789486733362;58561;4396.41;25297;1352;4279.1;35.44;26649;4314.54;31912;81.8699999999999
39;2/01/2015;14:00;2015;1;2;14;0.614149861355678;0.758578347546628;0.829632078719796;0.55149349972047;0.562232124985453;0.71613;0.79428;0.0412833894381495;0.0354572248803828;58012;4429.72;24982;516;4225.5;6.91;25498;4232.41;32514;197.31
40;2/01/2015;15:00;2015;1;2;15;0.610895759305361;0.780648801147776;0.83788439198697;0.552157184330325;0.562202932619574;0.71613;0.79428;0.00607790387236636;0;59287;4741.13;24720;45;4229.3;0.08;24765;4229.38;34522;511.75
41;2/01/2015;16:00;2015;1;2;16;0.586543351751776;0.800228269956958;0.8448317730425;0.551909996805367;0.562898135691842;0.71613;0.79428;0;0;62208;5178.7;24301;0;4226.6;0.01;24301;4226.61;37907;952.089999999999
42;2/01/2015;17:00;2015;1;2;17;0.548789846985245;0.782144707144907;0.845087434654845;0.550791324175385;0.563060725008728;0.71613;0.79428;0;0;62007;5091.42;25010;0;4239.4;0.01;25010;4239.41;36997;852.01
43;2/01/2015;18:00;2015;1;2;18;0.510311608274131;0.75584527517934;0.842491370476718;0.549047651545404;0.561137783079251;0.71613;0.79428;0;0;59408;4725.76;24783;0;4168.2;0.01;24783;4168.21;34625;557.549999999999
44;2/01/2015;19:00;2015;1;2;19;0.457401485821847;0.731065010846485;0.8404711517136;0.548194336314991;0.561101841033399;0.71613;0.79428;0;0;55695;4319.18;24279;0;4078.9;0.01;24279;4078.91;31416;240.27
45;2/01/2015;20:00;2015;1;2;20;0.406777772987633;0.721950460946915;0.843527757090323;0.547844176184011;0.561765473059467;0.71613;0.79428;0;0;53446;4131.82;24367;0;4187.8;0;24367;4187.8;29079;-55.9800000000005
46;2/01/2015;21:00;2015;1;2;21;0.368815936000971;0.710478861176471;0.848004818967978;0.548851525037936;0.562421483765856;0.71613;0.79428;0;0;51544;3823.52;24546;0;4169.5;0;24546;4169.5;26998;-345.98
47;2/01/2015;22:00;2015;1;2;22;0.344414547938551;0.6708018323099;0.847444182425738;0.549545771104544;0.562601175375305;0.71613;0.79428;0;0;46400;3530.62;24626;0;4062.6;0;24626;4062.6;21774;-531.98
48;2/01/2015;23:00;2015;1;2;23;0.314839042645779;0.630823959253946;0.839876491897973;0.550824948087213;0.562698277667869;0.71613;0.79428;0;0;41444;3391.71;24076;0;4123;0;24076;4123;17368;-731.29
49;3/01/2015;0:00;2015;1;3;0;0.288260074483373;0.596310009756098;0.829334905445569;0.551591318984107;0.562633123472594;0.71613;0.79428;0;0;39216;3277.54;23277;0;4099.2;0;23277;4099.2;15939;-821.66
50;3/01/2015;1:00;2015;1;3;1;0.263116764021292;0.546058395523673;0.811103004886404;0.55124581902404;0.561121914348889;0.71613;0.79428;0;0;37573;3116.86;22117;0;4146.6;0;22117;4146.6;15456;-1029.74
51;3/01/2015;2:00;2015;1;3;2;0.237404021090129;0.50941862794835;0.787673282924454;0.550018781247504;0.561220984522286;0.71613;0.79428;0;0;36665;3041.39;20918;0;3991.6;0;20918;3991.6;15747;-950.21
52;3/01/2015;3:00;2015;1;3;3;0.19963440079341;0.486725325222382;0.756798857018118;0.546314847056944;0.557047294309322;0.71613;0.79428;0;0;36918;3015.66;20291;0;3808.8;0;20291;3808.8;16627;-793.14
53;3/01/2015;4:00;2015;1;3;4;0.178568157346125;0.514922749612626;0.735933404396084;0.540596490296302;0.54853901780519;0.71613;0.79428;0;0;37443;3078.47;20508;0;3723.3;0.01;20508;3723.31;16935;-644.840000000001
54;3/01/2015;5:00;2015;1;3;5;0.186134190499322;0.529023835638451;0.73528670236596;0.533365743151505;0.5402598650064;0.71613;0.79429;0;0;38926;3322.07;21327;0;3617.3;0.01;21327;3617.31;17599;-295.24
55;3/01/2015;6:00;2015;1;3;6;0.209439044062582;0.570722304849354;0.750588805836818;0.522970506748662;0.533018788548819;0.71613;0.79428;0;0;41790;3636.03;21946;0;3535.1;0.01;21946;3535.11;19844;100.92
56;3/01/2015;7:00;2015;1;3;7;0.235118316432894;0.621533463299856;0.768007537218948;0.509920247584059;0.527464148725707;0.71613;0.79425;0.00352827470556861;0;44871;3888.58;22980;74;3476.4;0.06;23054;3476.46;21817;412.12
57;3/01/2015;8:00;2015;1;3;8;0.240636252555306;0.645359867776184;0.777978257417762;0.492113254532386;0.520376180612126;0.71613;0.79414;0.0176928811877783;0.0316391692040017;48258;4062.27;23419;608;3366.8;9.65;24027;3376.45;24231;685.82
58;3/01/2015;9:00;2015;1;3;9;0.221093075879936;0.592895590932568;0.779635785535573;0.468483488139925;0.513129592691726;0.71613;0.79414;0.0380899145221604;0.118186006959548;50221;4177.13;23096;1279;3211.8;45.13;24375;3256.93;25846;920.2
59;3/01/2015;10:00;2015;1;3;10;0.215049951221487;0.526403825308465;0.776245198058872;0.446842074115486;0.506777811008961;0.71613;0.7939;0.049138307578284;0.195972440191388;52668;4136.56;23230;1700;3127.3;86.73;24930;3214.03;27738;922.53
60;3/01/2015;11:00;2015;1;3;11;0.221345594551379;0.45771310748924;0.759971225127198;0.428819444533184;0.500855686023507;0.71613;0.79352;0.051893967384823;0.219838708133971;53328;4073.81;22829;1618;3117.2;92.07;24447;3209.27;28881;864.54
61;3/01/2015;12:00;2015;1;3;12;0.234560273443034;0.400953741291248;0.731677373835071;0.410333222586055;0.491000364249971;0.7166;0.79309;0.0536452278226234;0.202842331448456;52906;4048.1;21174;1155;3121.3;69.41;22329;3190.71;30577;857.39
62;3/01/2015;13:00;2015;1;3;13;0.271610997024713;0.320833677704448;0.693022676439474;0.400376141282645;0.468034414057954;0.71728;0.79301;0.0407425590088287;0.146497712048717;51660;3986.69;19464;586;3076.1;39.38;20050;3115.48;31610;871.21
63;3/01/2015;14:00;2015;1;3;14;0.342301389479224;0.251183521721664;0.65110485046933;0.394126658413865;0.43211103805423;0.7172;0.79155;0.0227406318614385;0.0340782949108308;51104;3967.88;17468;194;3015.5;9.12;17662;3024.62;33442;943.26
64;3/01/2015;15:00;2015;1;3;15;0.471966098123748;0.200829239253945;0.604055264453512;0.395640080664484;0.398497380425928;0.71634;0.79088;0.00731408771081376;0;53047;4337.85;16038;22;2909.5;0.07;16060;2909.57;36987;1428.28
65;3/01/2015;16:00;2015;1;3;16;0.540333835084097;0.159809777446198;0.55828148986617;0.397165532705056;0.376020317700454;0.71539;0.79034;0;0;56014;4825.59;15378;0;2845.9;0.01;15378;2845.91;40636;1979.68
66;3/01/2015;17:00;2015;1;3;17;0.556251169672314;0.135686668809182;0.528887845851594;0.386483467774139;0.363636007215175;0.71634;0.78741;0;0;55926;4751.57;14448;0;2818.4;0;14448;2818.4;41478;1933.17
67;3/01/2015;18:00;2015;1;3;18;0.533785191369644;0.140474349153515;0.5200786837271;0.371360148151106;0.348465881531479;0.71725;0.78526;0;0;53865;4325.66;12946;0;2826.9;0.01;12946;2826.91;40919;1498.75
68;3/01/2015;19:00;2015;1;3;19;0.501197891391908;0.174911741635581;0.530514524473998;0.352457518968134;0.349575164668917;0.71682;0.78479;0;0;49932;4048.36;13871;0;2835.8;0.01;13871;2835.81;36061;1212.55
69;3/01/2015;20:00;2015;1;3;20;0.453748637642439;0.244615726944046;0.555172365791816;0.338926246705535;0.369618255556849;0.7167;0.78554;0;0;48014;3792.96;15216;0;2823.2;0;15216;2823.2;32798;969.76
70;3/01/2015;21:00;2015;1;3;21;0.423214085453478;0.32837833251076;0.590726402095612;0.346356676383675;0.411591540789014;0.71629;0.78792;0;0;47602;3570.88;15811;0;2872.6;0;15811;2872.6;31791;698.28
71;3/01/2015;22:00;2015;1;3;22;0.405115380816483;0.407846102381636;0.620275022114755;0.36658749301174;0.440978206679856;0.71614;0.79078;0;0;45492;3377.74;17337;0;2895.5;0;17337;2895.5;28155;482.24
72;3/01/2015;23:00;2015;1;3;23;0.356802725119922;0.485153444361549;0.641594799926116;0.390338566009105;0.461540780868149;0.71613;0.79302;0;0;42859;3186.15;17864;0;2867.6;0;17864;2867.6;24995;318.55
73;4/01/2015;0:00;2015;1;4;0;0.321343784888781;0.544139106800574;0.661618154618575;0.410169962463062;0.476793242173862;0.71613;0.79369;0;0;38999;3058.45;18736;0;2922.7;0;18736;2922.7;20263;135.75
74;4/01/2015;1:00;2015;1;4;1;0.320227743032364;0.540395487403156;0.666154524843417;0.426048516891622;0.478703789130688;0.71613;0.79423;0;0;37130;2963.9;18898;0;2948.6;0;18898;2948.6;18232;15.3000000000002
75;4/01/2015;2:00;2015;1;4;2;0.316779680612059;0.533130398967001;0.667358896310849;0.438051213561217;0.463761178866519;0.71632;0.79514;0;0;36367;2949.49;18966;0;3039.8;0;18966;3039.8;17401;-90.3100000000004
76;4/01/2015;3:00;2015;1;4;3;0.288960455198656;0.520705856298422;0.653211457659564;0.428451416819743;0.440452823228209;0.71701;0.79513;0;0;36486;2961.16;19098;0;3044;0.01;19098;3044.01;17388;-82.8500000000004
77;4/01/2015;4:00;2015;1;4;4;0.267835681381181;0.521851434146341;0.644404307826642;0.414334602268189;0.430722877923891;0.71764;0.79446;0;0;35879;2977.69;18750;0;2950.6;0;18750;2950.6;17129;27.0900000000001
78;4/01/2015;5:00;2015;1;4;5;0.254015951383407;0.518104564705882;0.631986149043709;0.407023787237441;0.43703962411265;0.71734;0.79443;0;0;35062;3115.01;18627;0;2873.3;0.01;18627;2873.31;16435;241.7
79;4/01/2015;6:00;2015;1;4;6;0.24513075879936;0.507546686599713;0.624236689604218;0.403305793067646;0.446081533806587;0.71716;0.79313;0;0;37629;3343.84;17995;0;2798.7;0;17995;2798.7;19634;545.14
80;4/01/2015;7:00;2015;1;4;7;0.235648917764689;0.508916850502152;0.607066616257787;0.394881528232569;0.444343952053997;0.71635;0.79308;0.00360553619547157;0;40608;3643.23;17961;58;2850.1;0.53;18019;2850.63;22589;792.6
81;4/01/2015;8:00;2015;1;4;8;0.222727145950979;0.483178489870875;0.586115403925915;0.384691058621516;0.4306117735366;0.71458;0.79377;0.0439875415847531;0.0372303436276642;43522;3897.32;17248;974;2829.3;23.22;18222;2852.52;25300;1044.8
82;4/01/2015;9:00;2015;1;4;9;0.209103371384622;0.442908240688666;0.553512652360083;0.367354674147432;0.405086246945188;0.71097;0.78318;0.145818185276857;0.180812801217921;46571;4042.52;16822;2771;2882.9;79.39;19593;2962.29;26978;1080.23
83;4/01/2015;10:00;2015;1;4;10;0.220662915376364;0.431458672482066;0.548440466676742;0.349763757687086;0.374847807517747;0.69843;0.76693;0.172653676103153;0.321074584602001;50262;4104.91;16905;4151;3000.4;138.57;21056;3138.97;29206;965.94
84;4/01/2015;11:00;2015;1;4;11;0.248072603072439;0.43622987902439;0.558796019377697;0.337631266272662;0.335697183754219;0.66802;0.7414;0.181925054891508;0.372214675946063;50389;4035.38;16848;4579;3011.4;157.03;21427;3168.43;28962;866.95
85;4/01/2015;12:00;2015;1;4;12;0.278627643653733;0.456648151736011;0.568319241851796;0.321355844980433;0.304330051204469;0.64808;0.73548;0.149372213812394;0.332543227490213;48319;3959.05;16658;3993;2809.1;131.48;20651;2940.58;27668;1018.47
86;4/01/2015;13:00;2015;1;4;13;0.279969842330034;0.456793922295552;0.566190007153292;0.311815052312116;0.293109379727685;0.63976;0.74615;0.100620213683624;0.204004523705959;47174;3920.59;16118;2422;2411.8;73.53;18540;2485.33;28634;1435.26
87;4/01/2015;14:00;2015;1;4;14;0.270540796445848;0.433624903758967;0.56363063311672;0.309208858717355;0.293699295938555;0.63431;0.75283;0.0547783963412002;0.057298412353197;47092;3974.44;15084;952;2149.5;13.58;16036;2163.08;31056;1811.36
88;4/01/2015;15:00;2015;1;4;15;0.283484115408748;0.426015910932568;0.556561368226622;0.302844175784682;0.284181415105318;0.61264;0.74071;0.00746861069061968;0;49110;4452.74;14160;84;1976;0.2;14244;1976.2;34866;2476.54
89;4/01/2015;16:00;2015;1;4;16;0.303394286639545;0.403711830703013;0.533213714741491;0.283674106301414;0.260467248923542;0.56131;0.71154;0;0;52676;4939.97;13715;0;1992.4;0.01;13715;1992.41;38961;2947.56
90;4/01/2015;17:00;2015;1;4;17;0.297448114842026;0.367443021635581;0.484084987960304;0.260114489657376;0.229382730129175;0.50692;0.65251;0;0;53326;4815.78;13750;0;2011.7;0.01;13750;2011.71;39576;2804.07
91;4/01/2015;18:00;2015;1;4;18;0.279648074969134;0.337310491707317;0.428311604956929;0.241294374251258;0.209094530431747;0.49429;0.62596;0;0;51743;4470.47;14250;0;2111.5;0;14250;2111.5;37493;2358.97
92;4/01/2015;19:00;2015;1;4;19;0.258923575606695;0.325311910588235;0.383748990277568;0.233009353885472;0.194703280577214;0.51292;0.6363;0;0;49435;4139.33;14132;0;2113.8;0;14132;2113.8;35303;2025.53
93;4/01/2015;20:00;2015;1;4;20;0.238122727143927;0.291948016642755;0.357189527479724;0.229496916380481;0.188995882695217;0.5553;0.67197;0;0;48114;3909.8;13070;0;2223.7;0;13070;2223.7;35044;1686.1
94;4/01/2015;21:00;2015;1;4;21;0.214700278705447;0.25820482892396;0.356799441539469;0.237532522162767;0.199323771674619;0.59501;0.71286;0;0;48243;3512.29;12458;0;2344.3;0;12458;2344.3;35785;1167.99
95;4/01/2015;22:00;2015;1;4;22;0.188935062642945;0.243194696929699;0.364873247225161;0.254596092564492;0.225015924589782;0.61592;0.72747;0;0;45460;3348.25;12454;0;2552.5;0;12454;2552.5;33006;795.75
96;4/01/2015;23:00;2015;1;4;23;0.161914129981582;0.230499653256815;0.375048871660538;0.269635709607859;0.236410911206796;0.62323;0.72882;0;0;41878;3190.45;12321;0;2414.3;0;12321;2414.3;29557;776.15
97;5/01/2015;0:00;2015;1;5;0;0.14176679721497;0.230220662496413;0.384442466005071;0.273647642360834;0.220956172465961;0.63627;0.72328;0;0;39951;3079.55;12279;0;2363.7;0;12279;2363.7;27672;715.85
98;5/01/2015;1:00;2015;1;5;1;0.128039614831906;0.24005530938307;0.394372984467617;0.262117803290472;0.19401214360526;0.64879;0.71614;0;0;38841;2973.79;12660;0;2251;0;12660;2251;26181;722.79
99;5/01/2015;2:00;2015;1;5;2;0.11951784929261;0.261897868235294;0.415336886437291;0.25896153701781;0.173918442918655;0.665;0.71601;0;0;38772;2944.5;12764;0;2011.6;0;12764;2011.6;26008;932.9
100;5/01/2015;3:00;2015;1;5;3;0.11360409921671;0.293396967001435;0.445702665894245;0.258801428799617;0.147476206214361;0.66532;0.71152;0;0;39928;3001.08;13546;0;1795.7;0.01;13546;1795.71;26382;1205.37
101;5/01/2015;4:00;2015;1;5;4;0.116089712996134;0.323147191506456;0.478368286299599;0.243687625189681;0.12178873734435;0.64778;0.68717;0;0;43623;3311.06;14853;0;1650.4;0.01;14853;1650.41;28770;1660.65
102;5/01/2015;5:00;2015;1;5;5;0.12035453862813;0.33936108143472;0.492195633872349;0.219897198706174;0.0999842348423135;0.61132;0.63385;0;0;49624;4047.1;15410;0;1417.7;0.01;15410;1417.71;34214;2629.39
103;5/01/2015;6:00;2015;1;5;6;0.1253146120995;0.348200045911047;0.482760403909123;0.187067661129303;0.079577475852438;0.56913;0.56121;0;0;55406;4814.13;15314;0;1174.1;0.01;15314;1174.11;40092;3640.02
104;5/01/2015;7:00;2015;1;5;7;0.126113102596798;0.340953907833572;0.451690967978104;0.146436754652184;0.0603924741068311;0.53432;0.45713;0.00360553619547157;0;59000;5047.54;15190;93;978.5;0.1;15283;978.6;43717;4068.94
105;5/01/2015;8:00;2015;1;5;8;0.115048139737284;0.325344528550933;0.406422673249039;0.10673927282166;0.0396905120446875;0.49339;0.3474;0.0570447333783538;0.0288518616789909;60326;5088.35;14611;1058;783.9;4.97;15669;788.87;44657;4299.48
106;5/01/2015;9:00;2015;1;5;9;0.0931427641832129;0.299018211420373;0.354465997884237;0.0724819203737721;0.0199749621785174;0.48319;0.27727;0.141465788012324;0.0435971857329274;61101;5145.24;13642;2986;527.4;21.12;16628;548.52;44473;4596.72
107;5/01/2015;10:00;2015;1;5;10;0.0825300491833141;0.275723353457676;0.304732321394388;0.0450731271463941;0.0110490154777144;0.47195;0.25489;0.172756691423023;0.0547016572422792;62023;5104.36;12310;4770;404;34.62;17080;438.62;44943;4665.74
108;5/01/2015;11:00;2015;1;5;11;0.0800244708239723;0.263303490157819;0.262419162628247;0.0297376790991135;0.00739321540789014;0.44401;0.24739;0.203893071853917;0.0590744367116137;62199;5021.55;11118;5870;422.7;38.07;16988;460.77;45211;4560.78
109;5/01/2015;12:00;2015;1;5;12;0.0758074149412027;0.243280588694405;0.223771900189747;0.0213749173388707;0.00633573140928663;0.39327;0.23656;0.196347199673395;0.0605966463679861;61552;5024.23;9794;5667;329.5;28.57;15461;358.07;46091;4666.16
110;5/01/2015;13:00;2015;1;5;13;0.0679248400024288;0.215227133658537;0.182553270867966;0.0158377094481271;0.00648891306877691;0.34763;0.21022;0.16884210926794;0.0401096650717703;60713;4985.56;7868;4095;241.1;17.05;11963;258.15;48750;4727.41
111;5/01/2015;14:00;2015;1;5;14;0.060788699576983;0.18972378169297;0.146754307960976;0.0132655965977158;0.00609546724077738;0.30253;0.17415;0.0979933230269237;0.0149016702914311;60059;4912.72;6205;1788;197.3;2.51;7993;199.81;52066;4712.91
112;5/01/2015;15:00;2015;1;5;15;0.0608791072115287;0.163683823816356;0.115155410810538;0.0100072023001358;0.00411553590131502;0.25546;0.12957;0.0127223920040211;0;60715;5149.11;5077;197;121;0.03;5274;121.03;55441;5028.08
113;5/01/2015;16:00;2015;1;5;16;0.0572854755399032;0.135636979167862;0.0859561176095243;0.00625322098873892;0.00209320609798673;0.23587;0.09664;0;0;64298;5524.92;4508;0;83.4;0.01;4508;83.41;59790;5441.51
114;5/01/2015;17:00;2015;1;5;17;0.0492751697127937;0.105600865767575;0.0625614522526153;0.0034109707691079;0.00274419993017572;0.22534;0.0785;0;0;64003;5257;4236;0;85.7;0.01;4236;85.71;59767;5171.29
115;5/01/2015;18:00;2015;1;5;18;0.0389629556540571;0.0772624836728838;0.0446788092623378;0.00303023280888108;0.00801314325613872;0.20826;0.07202;0;0;62400;4904.15;3924;0;152.4;0;3924;152.4;58476;4751.75
116;5/01/2015;19:00;2015;1;5;19;0.0275254965895521;0.0532688017216643;0.0337578512585428;0.00466247584058781;0.0173631537297801;0.18724;0.07379;0;0;58231;4557.88;3186;0;214.2;0.01;3186;214.21;55045;4343.67
