Timestep;Date;Time;Year;Month;Day;Hour;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
1446;2/03/2015;5:00;2015;3;2;5;0.851298666990507;0.802358442812052;0.647730184507917;0.244841326172031;0.0713511183521471;0.70219;0.66862;0;0;61775;4096.53;23076;1;1432.1;0.01;23077;1432.11;38698;2664.42
1447;2/03/2015;6:00;2015;3;2;6;0.773410171028397;0.74642685061693;0.694497426158212;0.284676901605303;0.052649794018387;0.7061;0.73254;0.00445541258440415;0.00667552414093084;66407;4771.5;23009;327;1498.3;1.6;23336;1499.9;43071;3271.6
1448;2/03/2015;7:00;2015;3;2;7;0.706233360454996;0.69579942266858;0.736179120145081;0.31223413105982;0.0525648283486559;0.71252;0.75629;0.0633286678904613;0.0214543236189648;68397;4996.17;23275;2221;1278;17.52;25496;1295.52;42901;3700.65
1449;2/03/2015;8:00;2015;3;2;8;0.673231205699597;0.69831520527977;0.782069721357446;0.340044026834917;0.0661309205166996;0.71586;0.76291;0.159802514949293;0.0774655719878208;69044;5022.33;24208;5384;1493.5;51.57;29592;1545.07;39452;3477.26
1450;2/03/2015;9:00;2015;3;2;9;0.683820792195438;0.737048126714491;0.820579107887092;0.371615619758805;0.0842452705690678;0.71637;0.7647;0.219602908134186;0.134532153110048;69875;5119.45;23704;8274;1693.8;92.1;31978;1785.9;37897;3333.55
1451;2/03/2015;10:00;2015;3;2;10;0.711831451616168;0.765160582955524;0.819101869225732;0.408416856081783;0.109240070988013;0.71613;0.76709;0.261427128001656;0.169899417137886;71297;5067.86;23976;9986;1875.1;124.4;33962;1999.5;37335;3068.36
1452;2/03/2015;11:00;2015;3;2;11;0.74644006456575;0.778604898134864;0.807487733313183;0.431507247823656;0.140029095775631;0.71613;0.77087;0.301448579771391;0.161813305785124;70809;4934.86;24578;10678;2095.3;134.46;35256;2229.76;35553;2705.1
1453;2/03/2015;12:00;2015;3;2;12;0.778171689436719;0.779999487862267;0.797865847161352;0.447338414264036;0.17131387757477;0.71613;0.77453;0.275153919374416;0.14801318399304;70433;4936;24463;9930;2367.4;139.65;34393;2507.05;36040;2428.95
1454;2/03/2015;13:00;2015;3;2;13;0.780279585888639;0.755959600344333;0.769827436938525;0.459122039773181;0.205635982776679;0.71678;0.77796;0.24272984744514;0.138583453675511;69076;4849.35;23265;8687;2584.7;119.45;31952;2704.15;37124;2145.2
1455;2/03/2015;14:00;2015;3;2;14;0.769209758131439;0.659449395466284;0.687985653115712;0.469071345739158;0.240977863377167;0.70773;0.78089;0.202528118865632;0.111467916485428;68913;4753.52;22273;6389;2776.5;90.4;28662;2866.9;40251;1886.62
1456;2/03/2015;15:00;2015;3;2;15;0.796016262472929;0.599886057962697;0.579889069266032;0.462493964938903;0.253969934830676;0.69145;0.78162;0.12251096915613;0.0861198477598956;67449;4724.12;20548;3026;2850.6;46.61;23574;2897.21;43875;1826.91
1457;2/03/2015;16:00;2015;3;2;16;0.86560826704718;0.689393380315638;0.538584565445905;0.433126632457472;0.266071439543815;0.70588;0.74208;0.0384504681417075;0.0318469943453676;66444;5060.19;18424;682;2668.7;8.4;19106;2677.1;47338;2383.09
1458;2/03/2015;17:00;2015;3;2;17;0.883716451717368;0.71758482697274;0.537880801739627;0.392365696030668;0.272674805073897;0.71083;0.68235;0;0;68173;5197.78;17113;16;2476.8;0.04;17129;2476.84;51044;2720.94
1459;2/03/2015;18:00;2015;3;2;18;0.839584349586091;0.751661947661406;0.565386915789297;0.358601343343183;0.270873402769696;0.71592;0.656;0;0;68080;4944.28;17482;0;2411.9;0.01;17482;2411.91;50598;2532.37
1460;2/03/2015;19:00;2015;3;2;19;0.810999774525877;0.785200790473458;0.620468427384011;0.333050950003993;0.270850580705225;0.71665;0.65563;0;0;64455;4483.75;18920;0;2236.9;0;18920;2236.9;45535;2246.85
1461;2/03/2015;20:00;2015;3;2;20;0.783958378367438;0.823212911219512;0.681502165566806;0.308823732130022;0.269110754102176;0.71609;0.67009;0;0;62350;4147.51;20586;0;2031.7;0;20586;2031.7;41764;2115.81
1462;2/03/2015;21:00;2015;3;2;21;0.771786371161981;0.835553869727403;0.727611664869948;0.286530581822538;0.265649738158967;0.71607;0.69694;0;0;60439;3803.34;21452;0;1985.7;0;21452;1985.7;38987;1817.64
1463;2/03/2015;22:00;2015;3;2;22;0.766619415467444;0.832881802812052;0.762062401491109;0.269527082501398;0.257114223204934;0.7161;0.73115;0;0;56980;3440.54;22076;0;2023.3;0;22076;2023.3;34904;1417.24
1464;2/03/2015;23:00;2015;3;2;23;0.712569061873823;0.845181494289813;0.787228835927661;0.262981291031068;0.244868775747702;0.71543;0.75905;0;0;54695;3229.15;22754;0;1999.7;0;22754;1999.7;31941;1229.45
1465;3/03/2015;0:00;2015;3;3;0;0.651300093509017;0.782195121147776;0.797041173005558;0.271402512179538;0.238779743977656;0.71424;0.76211;0;0;53177;3165.63;23248;0;2114.1;0;23248;2114.1;29929;1051.53
1466;3/03/2015;1:00;2015;3;3;1;0.608434024935738;0.715975611362984;0.792695375547831;0.297798109975242;0.248129546142209;0.71305;0.76106;0;0;51751;3170.63;22548;0;2246.6;0;22548;2246.6;29203;924.03
1467;3/03/2015;2:00;2015;3;3;2;0.553986092051733;0.659948214634146;0.771651511191711;0.337532046561776;0.275132916327243;0.71258;0.76403;0;0;52224;3174.86;22436;0;2271.4;0;22436;2271.4;29788;903.46
1468;3/03/2015;3:00;2015;3;3;3;0.469868054121886;0.607970333773314;0.743769453595957;0.383719646993052;0.309937133713488;0.70859;0.77502;0;0;52875;3195.73;21428;0;2009.7;0.01;21428;2009.71;31447;1186.02
1469;3/03/2015;4:00;2015;3;3;4;0.396759068148238;0.588276321721664;0.717200556042517;0.413211945930836;0.344189492610264;0.70932;0.78677;0;0;55090;3505.74;20576;0;1978.6;0.01;20576;1978.61;34514;1527.13
1470;3/03/2015;5:00;2015;3;3;5;0.356597653368956;0.578006514088953;0.68748873356506;0.422363110374571;0.368716023507506;0.71094;0.78935;0;0;61193;4164.02;19942;2;2009.4;0.03;19944;2009.43;41249;2154.59
1471;3/03/2015;6:00;2015;3;3;6;0.323030599510191;0.597033490961263;0.65417910301748;0.419463332401565;0.376681546607704;0.71111;0.79098;0.00654147281178413;0.00361948238364506;65382;4817.43;19003;938;1945.6;11.46;19941;1957.06;45441;2860.37
1472;3/03/2015;7:00;2015;3;3;7;0.259206777582124;0.555030375093257;0.613278283041996;0.411252871176424;0.365247622483417;0.70948;0.79102;0.108964454593144;0.0923304523705959;67312;4971.17;18409;5110;1888.4;71.91;23519;1960.31;43793;3010.86
1473;3/03/2015;8:00;2015;3;3;8;0.288168562147064;0.575261642926829;0.604503578090105;0.413267407155978;0.35392438263703;0.70929;0.7908;0.279454808979014;0.239382357546759;67755;4881.41;18762;10708;1996.6;163.91;29470;2160.51;38285;2720.9
1474;3/03/2015;9:00;2015;3;3;9;0.420356208027203;0.654849368493544;0.641266886135039;0.422487207092085;0.371433272431049;0.70871;0.79138;0.36238214147486;0.370050274032188;69646;4940.2;19848;14114;2173.5;231.52;33962;2405.02;35684;2535.18
1475;3/03/2015;10:00;2015;3;3;10;0.53741409921671;0.691006783931133;0.636924725068426;0.4261476076192;0.368973327126731;0.70376;0.79168;0.366914815549167;0.390301961722488;70768;4937.32;20520;15492;2353.9;249.19;36012;2603.09;34756;2334.23
1476;3/03/2015;11:00;2015;3;3;11;0.579391063614467;0.695549325566714;0.584685361745;0.418379943694593;0.347773840335157;0.66146;0.78779;0.389732708900509;0.375495084819487;70394;4795.17;19948;15813;2458.1;263.04;35761;2721.14;34633;2074.03
1477;3/03/2015;12:00;2015;3;3;12;0.606296486530249;0.68478404097561;0.508931754537975;0.393226679578308;0.319217284999418;0.59885;0.75514;0.346646551364624;0.335631622444541;69727;4829.47;18898;14442;2321.5;238.26;33340;2559.76;36387;2269.71
1478;3/03/2015;13:00;2015;3;3;13;0.628686113910984;0.65611730697274;0.424138839621849;0.343250084258446;0.285704714302339;0.5402;0.68723;0.307346206833984;0.283365289256198;67148;4690.35;17013;11748;1798;178.34;28761;1976.34;38387;2714.01
1479;3/03/2015;14:00;2015;3;3;14;0.61784204323274;0.633287057446198;0.338181641025641;0.274133196629662;0.251670485278715;0.49914;0.61385;0.228153179683447;0.230537351022184;66311;4542.07;15448;8246;1481.5;142.69;23694;1624.19;42617;2917.88
1480;3/03/2015;15:00;2015;3;3;15;0.55546865950169;0.624951508407461;0.277842740013098;0.194433859915342;0.203117234958687;0.50139;0.53259;0.116639095923505;0.152587764245324;65203;4576.42;15048;3805;1245.8;62.86;18853;1308.66;46350;3267.76
1481;3/03/2015;16:00;2015;3;3;16;0.595159962555913;0.649427886370158;0.286256180511477;0.145023431435189;0.174175668567439;0.55661;0.48727;0.0330936715084355;0.0345752109612875;65402;4937.44;13582;713;939.2;9.19;14295;948.39;51107;3989.05
1482;3/03/2015;17:00;2015;3;3;17;0.658036638937802;0.641055338651363;0.32477191382466;0.123343514495647;0.170395761666473;0.62249;0.49523;0;0;68056;5123.96;13953;15;898.9;0.04;13968;898.94;54088;4225.02
1483;3/03/2015;18:00;2015;3;3;18;0.660183787519987;0.59480001205165;0.368864065555052;0.116064599872215;0.174792668451065;0.65537;0.5208;0;0;68095;4917;14287;0;847.4;0;14287;847.4;53808;4069.6
1484;3/03/2015;19:00;2015;3;3;19;0.649333337988544;0.520843198967001;0.407074350981479;0.114479855842185;0.178690074479227;0.67307;0.54335;0;0;64775;4507.97;14854;0;684.3;0.01;14854;684.31;49921;3823.66
1485;3/03/2015;20:00;2015;3;3;20;0.622239070172243;0.45493774507891;0.433040966265343;0.11786275377366;0.178201288257884;0.67689;0.56391;0;0;61793;4219.13;14899;0;712.7;0;14899;712.7;46894;3506.43
1486;3/03/2015;21:00;2015;3;3;21;0.612954818750379;0.424366237245337;0.462503001695968;0.125865903282485;0.172486456418015;0.67957;0.59566;0;0;59489;3866.99;15476;0;685;0;15476;685;44013;3181.99
1487;3/03/2015;22:00;2015;3;3;22;0.592933100167992;0.405386995121951;0.470521552801706;0.137497330884115;0.1681475759339;0.68437;0.64091;0;0;55668;3529.41;15687;0;774.7;0;15687;774.7;39981;2754.71
1488;3/03/2015;23:00;2015;3;3;23;0.543681826259437;0.379545592654232;0.469216703373466;0.146884028032905;0.16607335040149;0.69254;0.67385;0;0;52923;3284.96;15041;0;969.1;0;15041;969.1;37882;2315.86
1489;4/03/2015;0:00;2015;3;4;0;0.482314941607465;0.338587178421808;0.445861782345138;0.152090020765115;0.165947544512976;0.69828;0.68071;0;0;51429;3196.61;14354;0;1161.2;0;14354;1161.2;37075;2035.41
1490;4/03/2015;1:00;2015;3;4;1;0.417307651344951;0.31893056964132;0.419037880073212;0.157319759603865;0.164089237751658;0.69867;0.66305;0;0;50405;3167.08;13924;0;1234.7;0;13924;1234.7;36481;1932.38
1491;4/03/2015;2:00;2015;3;4;2;0.336301265205335;0.298194804017217;0.392562111933908;0.152409825093842;0.146019257535203;0.69915;0.62859;0;0;50908;3197.8;13924;0;1166.5;0;13924;1166.5;36984;2031.3
1492;4/03/2015;3:00;2015;3;4;3;0.244537106887688;0.298767896814921;0.388738176145618;0.157627754572319;0.130842575352031;0.70075;0.65154;0;0;52257;3252.51;14320;0;1098.1;0;14320;1098.1;37937;2154.41
1493;4/03/2015;4:00;2015;3;4;4;0.173436885259174;0.309339494634146;0.40324267573422;0.169139957271783;0.124626401722332;0.70325;0.67928;0;0;54992;3524.35;14619;0;1211.7;0.01;14619;1211.71;40373;2312.64
1494;4/03/2015;5:00;2015;3;4;5;0.128367105268484;0.329829597934003;0.423918952865515;0.179165559060778;0.121458505760503;0.70397;0.68822;0;0;61662;4203.63;15122;2;1245.6;0.01;15124;1245.61;46538;2958.02
1495;4/03/2015;6:00;2015;3;4;6;0.0947779778169085;0.332201333715925;0.42982189851057;0.183186264276016;0.110567658559292;0.70054;0.67322;0.00648996515184882;0.00611441931274467;65999;4775.17;15083;722;1097.5;9.27;15805;1106.77;50194;3668.4
1496;4/03/2015;7:00;2015;3;4;7;0.0658329819661182;0.305645460200861;0.42127452259332;0.180953332002236;0.0908994693355056;0.69299;0.6501;0.0862753303916411;0.0658483384080035;67822;4982.93;14692;3687;1024.2;48.06;18379;1072.26;49443;3910.67
1497;4/03/2015;8:00;2015;3;4;8;0.0795095877102435;0.339093923443329;0.448619480966534;0.188460975561057;0.0643623856627487;0.68994;0.63513;0.201214673537281;0.173433266637669;68486;4996.67;15111;7522;1255.4;106.59;22633;1361.99;45853;3634.68
1498;4/03/2015;9:00;2015;3;4;9;0.106476787904548;0.422068626456241;0.521561262236999;0.220860375369379;0.0492096345862912;0.69401;0.6264;0.240283233598212;0.207656020008699;70382;5064.88;16400;10026;1370.2;143.16;26426;1513.36;43956;3551.52
1499;4/03/2015;10:00;2015;3;4;10;0.128176627805776;0.48468856;0.578030293284973;0.241458560817826;0.0361996741533807;0.6999;0.58042;0.220375523033216;0.190554090909091;70686;5063.95;17424;10813;1188;127.63;28237;1315.63;42449;3748.32
1500;4/03/2015;11:00;2015;3;4;11;0.143807173275042;0.515630289239598;0.603659328598055;0.239720813832761;0.0235075898987548;0.70184;0.5084;0.206777500810295;0.173110004349717;71176;5032.76;18452;10638;1281.7;108.63;29090;1390.33;42086;3642.43
1501;4/03/2015;12:00;2015;3;4;12;0.159584104883923;0.536633797647059;0.602315513408224;0.201794473684211;0.0137927056906785;0.70097;0.46494;0.137654221177111;0.151627568508047;71103;5083.58;18717;9554;1170;112.52;28271;1282.52;42832;3801.06
1502;4/03/2015;13:00;2015;3;4;13;0.173801185864351;0.529256052223816;0.565548964686917;0.146421717115246;0.0147655300826254;0.69883;0.5016;0.153827626396798;0.167685941713789;69442;4943.33;18046;7778;1089.4;107.33;25824;1196.73;43618;3746.6
1503;4/03/2015;14:00;2015;3;4;14;0.180029686279272;0.495282072883788;0.508123604117341;0.103063714958869;0.0396981729314558;0.69546;0.58098;0.138040528626626;0.164641700739452;68372;4710.39;17617;5760;1178.4;94.04;23377;1272.44;44995;3437.95
1504;4/03/2015;15:00;2015;3;4;15;0.154973185580991;0.454363737159254;0.467394864272161;0.0716695719191758;0.0714314174327941;0.69167;0.62325;0.104225749879096;0.111359752066116;66784;4707.91;16728;3129;1298.6;51.01;19857;1349.61;46927;3358.3
1505;4/03/2015;16:00;2015;3;4;16;0.13712997004473;0.465883083041607;0.448875544607325;0.0748766516252695;0.1008157686489;0.68937;0.63275;0.0447086488238475;0.0330171900826446;66509;5061.79;15514;812;1357.7;12.95;16326;1370.65;50183;3691.14
1506;4/03/2015;17:00;2015;3;4;17;0.170766994757828;0.496016120172166;0.439735458902154;0.0944515450043926;0.10938227859886;0.68645;0.61478;0;0;69668;5136.34;15573;22;1160.6;0.11;15595;1160.71;54073;3975.63
1507;4/03/2015;18:00;2015;3;4;18;0.207187355030664;0.50588496436155;0.426481890887109;0.105738547240636;0.108594698010008;0.68008;0.57835;0;0;70420;4880.81;16807;0;1077.8;0.01;16807;1077.81;53613;3803
1508;4/03/2015;19:00;2015;3;4;19;0.239105022365252;0.503227972797704;0.408009385857975;0.111320995926843;0.135989306412196;0.672;0.55534;0;0;66992;4529.82;17293;0;1063.6;0.01;17293;1063.61;49699;3466.21
1509;4/03/2015;20:00;2015;3;4;20;0.266179236140628;0.490360835925395;0.393937403354995;0.116176995048319;0.163116179448388;0.63499;0.53953;0;0;63752;4210.87;16576;0;1236.9;0.01;16576;1236.91;47176;2973.96
1510;4/03/2015;21:00;2015;3;4;21;0.309820748679337;0.486249955695839;0.386513066646517;0.130886196390065;0.171415043640172;0.58677;0.52073;0;0;61212;3843.85;15802;0;1428.2;0;15802;1428.2;45410;2415.65
1511;4/03/2015;22:00;2015;3;4;22;0.349332570485964;0.477273730502152;0.374421454737797;0.141288086414823;0.18100615035494;0.55407;0.52215;0;0;57268;3488.97;14730;0;1336.6;0;14730;1336.6;42538;2152.37
1512;4/03/2015;23:00;2015;3;4;23;0.37020259032121;0.46304819902439;0.356636013903582;0.148059977637569;0.199550237402537;0.56465;0.5454;0;0;53830;3258.97;12988;0;1249.8;0;12988;1249.8;40842;2009.17
1513;5/03/2015;0:00;2015;3;5;0;0.381518342947356;0.44148598748924;0.342135552633788;0.155599087932274;0.214196179448388;0.58407;0.57707;0;0;51807;3177.18;11835;0;1147.8;0;11835;1147.8;39972;2029.38
1514;5/03/2015;1:00;2015;3;5;1;0.377108434229967;0.396250997073171;0.328178976071734;0.15859352248223;0.220442640521355;0.58195;0.59527;0;0;50749;3121.38;11173;0;1250.7;0;11173;1250.7;39576;1870.68
1515;5/03/2015;2:00;2015;3;5;2;0.370579807314753;0.34766187420373;0.309117490202005;0.161316976679179;0.223903869428605;0.54066;0.58456;0;0;50971;3150.42;10808;0;1382.4;0;10808;1382.4;40163;1768.02
1516;5/03/2015;3:00;2015;3;5;3;0.338669460805149;0.274435558335725;0.273610093261465;0.158785303090807;0.2275457349005;0.47679;0.55099;0;0;51915;3201.67;10540;0;1394.9;0;10540;1394.9;41375;1806.77
1517;5/03/2015;4:00;2015;3;5;4;0.292009108830732;0.209991616987088;0.245623703491008;0.161979293586774;0.218878324217386;0.40915;0.51405;0;0;54522;3457.19;9812;0;1412.9;0.01;9812;1412.91;44710;2044.28
1518;5/03/2015;5:00;2015;3;5;5;0.263977167000627;0.162752380602582;0.217467853072053;0.155183791630061;0.194093272431049;0.35121;0.45992;0;0;60759;4162.6;8901;2;1343.7;0.06;8903;1343.76;51856;2818.84
1519;5/03/2015;6:00;2015;3;5;6;0.234744130588783;0.125818810674318;0.184088329152184;0.140841915581823;0.168070790178052;0.3076;0.39527;0.00620667302220463;0.0140572857764245;65045;4716.8;8130;470;1232.7;12.96;8600;1245.66;56445;3471.14
1520;5/03/2015;7:00;2015;3;5;7;0.184689595603862;0.0984135949497848;0.155796258358101;0.126815802252216;0.135705395089026;0.30082;0.35741;0.0698958945322131;0.117494545454545;67165;4932.6;7161;2496;1139.6;77.59;9657;1217.19;57508;3715.41
1521;5/03/2015;8:00;2015;3;5;8;0.227671960653349;0.101969190014347;0.152360550434067;0.115980297100871;0.107602442685907;0.31295;0.33777;0.156995347482819;0.27252211831231;67510;4912.87;6597;5329;1053.1;157.73;11926;1210.83;55584;3702.04
1522;5/03/2015;9:00;2015;3;5;9;0.228451632966988;0.120895574175036;0.16766496347791;0.109834774778372;0.0866151832887234;0.33071;0.31911;0.196269938183492;0.350882222705524;68268;4956.47;6268;7856;1168.5;211.06;14124;1379.56;54144;3576.91
1523;5/03/2015;10:00;2015;3;5;10;0.223755207764082;0.140796808723099;0.199286733531476;0.114926667199106;0.0773284184801583;0.35886;0.32081;0.232969145887399;0.392678912570683;68542;4926.74;6206;10008;1225.5;264.49;16214;1489.99;52328;3436.75
1524;5/03/2015;11:00;2015;3;5;11;0.227932009431862;0.162454469096126;0.223748946585395;0.118311812554908;0.079788644245316;0.38319;0.33287;0.277935333010923;0.448147094388865;68222;4830.46;6758;11282;1142.5;262.52;18040;1405.02;50182;3425.44
1525;5/03/2015;12:00;2015;3;5;12;0.224726797822171;0.16600259615495;0.226817097442614;0.116155979554349;0.0753851448853718;0.39725;0.33368;0.186200190666139;0.244519308394954;68441;4805.48;6674;11078;985.7;202.25;17752;1187.95;50689;3617.53
1526;5/03/2015;13:00;2015;3;5;13;0.206257097374866;0.15345951276901;0.207733506456434;0.101206860075074;0.0726581996974281;0.4145;0.35967;0.231938992688693;0.23646995215311;67040;4644.25;6383;9241;850.1;152.15;15624;1002.25;51416;3642
1527;5/03/2015;14:00;2015;3;5;14;0.170533875361791;0.126447809469154;0.170420336775645;0.0788675209647792;0.0894247108111253;0.43702;0.39996;0.180766132542964;0.168664106133101;65723;4485.35;6052;6556;789;90.34;12608;879.34;53115;3606.01
1528;5/03/2015;15:00;2015;3;5;15;0.122216831623049;0.0895914693830703;0.123401869863819;0.0591027613609137;0.111910875130921;0.45071;0.43147;0.127507212169855;0.0807934319269248;64443;4470.55;5147;3467;860.9;36.38;8614;897.28;55829;3573.27
1529;5/03/2015;16:00;2015;3;5;16;0.0799623391422268;0.0694234870588235;0.0954359644014575;0.0558468241354524;0.143979198184569;0.46964;0.45465;0.0521257518545318;0.0168547890387125;64416;4784.85;4186;846;824.5;8.05;5032;832.55;59384;3952.3
1530;5/03/2015;17:00;2015;3;5;17;0.070938569838282;0.0636984931994261;0.0907846231088274;0.0695235548278891;0.185105524263936;0.48753;0.47351;0;0;67252;4918.42;3888;23;838.4;0.14;3911;838.54;63341;4079.88
1531;5/03/2015;18:00;2015;3;5;18;0.0570600224664521;0.0545192200860832;0.089628559031451;0.0861427338072039;0.214023140928663;0.5061;0.49804;0;0;67484;4697.47;4026;0;901.9;0.01;4026;901.91;63458;3795.56
1532;5/03/2015;19:00;2015;3;5;19;0.0420061580342866;0.0482696435007174;0.0920274889594143;0.101343002555706;0.235009078319562;0.523;0.52677;0;0;64039;4398.3;4616;0;1167.3;0.01;4616;1167.31;59423;3230.99
1533;5/03/2015;20:00;2015;3;5;20;0.0310317303216143;0.0470873399139168;0.0983810321898141;0.119147031786598;0.247837722564878;0.54269;0.55461;0;0;61188;4105;4864;0;1256.3;0;4864;1256.3;56324;2848.7
1534;5/03/2015;21:00;2015;3;5;21;0.0234219659157609;0.0472329496700143;0.108780431044616;0.140686941538216;0.261356293494705;0.56777;0.58335;0;0;59124;3802.34;4865;0;1356.4;0;4865;1356.4;54259;2445.94
1535;5/03/2015;22:00;2015;3;5;22;0.0171328878498998;0.0480238496413199;0.11998799724615;0.161157985384554;0.276068755964157;0.57893;0.60811;0;0;55777;3430.25;4998;0;1418;0;4998;1418;50779;2012.25
1536;5/03/2015;23:00;2015;3;5;23;0.0118670352379217;0.0483595142611191;0.127045451614528;0.174058860314671;0.27956811474456;0.56845;0.61344;0;0;52605;3174.34;4941;0;1438.5;0;4941;1438.5;47664;1735.84
1537;6/03/2015;0:00;2015;3;6;0;0.00778474001659684;0.0463060755236729;0.125846482561752;0.175577190719591;0.275076479692773;0.54624;0.60519;0;0;50924;3068.92;4741;0;1567.7;0;4741;1567.7;46183;1501.22
1538;6/03/2015;1:00;2015;3;6;1;0.00492607484769365;0.0447646435581062;0.117269748895941;0.175739581902404;0.267943317816828;0.51706;0.60019;0;0;50116;3013.66;4828;0;1778.9;0;4828;1778.9;45288;1234.76
1539;6/03/2015;2:00;2015;3;6;2;0.00308108385451454;0.0471806032711621;0.113739246721408;0.175947799297181;0.267655682532294;0.49514;0.60531;0;0;50291;3036.38;5049;0;1850.9;0;5049;1850.9;45242;1185.48
1540;6/03/2015;3:00;2015;3;6;3;0.00141220414111361;0.0540048692109039;0.119474315013517;0.177663449405;0.283687239613639;0.49222;0.61268;0;0;51337;3094.01;5458;0;1951.8;0;5458;1951.8;45879;1142.21
1541;6/03/2015;4:00;2015;3;6;4;0.00121249721699354;0.0698440860832138;0.135027489228083;0.188078904240875;0.307338140346794;0.50091;0.62386;0;0;53751;3371.01;5699;0;1924.3;0.01;5699;1924.31;48052;1446.7
1542;6/03/2015;5:00;2015;3;6;5;0.00191236626388973;0.0877667435294118;0.158028360519201;0.20047696709528;0.306686836960317;0.51901;0.63771;0;0;60070;4044.39;5879;5;1949.5;0.01;5884;1949.51;54186;2094.88
1543;6/03/2015;6:00;2015;3;6;6;0.0040580472402696;0.0969005955810617;0.17288313925411;0.210163092005431;0.281276198068195;0.54409;0.64695;0.00620667302220463;0.0117302044367116;64251;4633.81;6203;802;1908.1;4.27;7005;1912.37;57246;2721.44
1544;6/03/2015;7:00;2015;3;6;7;0.00444030805351468;0.08420224723099;0.168552834953739;0.220351843303251;0.253188569766089;0.56412;0.65207;0.0694065717628277;0.0384005393649413;66553;4903.98;6074;3354;1802.4;20.98;9428;1823.38;57125;3080.6
1545;6/03/2015;8:00;2015;3;6;8;0.00622465419879774;0.0750532790817791;0.170420191023122;0.22815871455954;0.226631417432794;0.57577;0.64736;0.149835782751811;0.0921840887342323;67317;4937.39;5900;6408;1636.6;51.73;12308;1688.33;55009;3249.06
1546;6/03/2015;9:00;2015;3;6;9;0.0119680699091222;0.103325078220947;0.201381072691552;0.224548944972446;0.211621687419993;0.57607;0.6386;0.196939537762651;0.12513315354502;67867;5031.74;5928;8827;1566.7;76.58;14755;1643.28;53112;3388.46
1547;6/03/2015;10:00;2015;3;6;10;0.0138227672192199;0.117129434031564;0.230906767652343;0.21923944652983;0.209200992668451;0.57729;0.63074;0.211696482334116;0.12990464984776;68402;4927.16;6200;10087;1555.7;89.84;16287;1645.54;52115;3281.62
1548;6/03/2015;11:00;2015;3;6;11;0.010712224988362;0.101734486771879;0.234978393766897;0.222517940659692;0.198236620505062;0.5813;0.62473;0.207395592729518;0.138174541104828;68128;4771.35;6302;10222;1544.9;94.08;16524;1638.98;51604;3132.37
1549;6/03/2015;12:00;2015;3;6;12;0.00722583965834801;0.080401210215208;0.222796566453411;0.215763503314432;0.170542097055743;0.56405;0.61612;0.148831383383073;0.112297755545889;66701;4661.14;6600;9046;1456.2;81.84;15646;1538.04;51055;3123.1
1550;6/03/2015;13:00;2015;3;6;13;0.00516487036249924;0.0633192272022955;0.19784584618743;0.184835473205016;0.140007030140812;0.53763;0.60151;0.172936968232797;0.112425759025663;64926;4481.5;6370;7486;1380;63.91;13856;1443.91;51070;3037.59
1551;6/03/2015;14:00;2015;3;6;14;0.00369086344040318;0.0448224537159254;0.160886096619818;0.159286147671911;0.125825590596998;0.53092;0.59006;0.145483385487278;0.0802128795128317;63745;4361.55;5905;5484;1339.6;47.96;11389;1387.56;52356;2973.99
1552;6/03/2015;15:00;2015;3;6;15;0.00175930192078046;0.0231976819512195;0.114316290732625;0.144504880600591;0.132347010357268;0.51439;0.5586;0.0990492300555975;0.0593595345802523;62521;4418.19;5320;3039;1210.5;22.95;8359;1233.45;54162;3184.74
1553;6/03/2015;16:00;2015;3;6;16;0.000982189770680268;0.0194970542324247;0.0964942320621967;0.130941269866624;0.147237613173513;0.51246;0.55025;0.0439875415847531;0.0262496520226185;62536;4757.7;4909;810;1147.8;4.42;5719;1152.22;56817;3605.48
1554;6/03/2015;17:00;2015;3;6;17;0.000890843200356225;0.0269578706456241;0.102945152989774;0.130962661528632;0.173474867915745;0.52577;0.58085;0;0;64990;4879.57;4774;24;1300.7;0.05;4798;1300.75;60192;3578.82
1555;6/03/2015;18:00;2015;3;6;18;0.000830997631914506;0.0409682274892396;0.119566130337682;0.142439103905439;0.193358721052019;0.53064;0.59519;0;0;64921;4531.92;5144;0;1342;0.01;5144;1342.01;59777;3189.91
1556;6/03/2015;19:00;2015;3;6;19;0.00076511506466695;0.0523775295265423;0.139297923026548;0.155745339030429;0.234564485045968;0.55211;0.62167;0;0;61533;4135.17;5615;0;1524.9;0.01;5615;1524.91;55918;2610.26
1557;6/03/2015;20:00;2015;3;6;20;0.00124013115550428;0.0587244991678623;0.163864614578611;0.171115380560658;0.276169606656581;0.60317;0.65941;0;0;58769;3857.83;5896;0;1823;0;5896;1823;52873;2034.83
1558;6/03/2015;21:00;2015;3;6;21;0.00553758920800696;0.0696617799713056;0.192356253219821;0.192315841386471;0.312922378680321;0.6431;0.68574;0;0;56750;3605.34;5974;0;2090;0;5974;2090;50776;1515.34
1559;6/03/2015;22:00;2015;3;6;22;0.0137157550549517;0.0830554372453372;0.227719577317683;0.215660136570561;0.343634332596299;0.66209;0.70277;0;0;53589;3352.74;6274;0;2164.7;0;6274;2164.7;47315;1188.04
