Timestep;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
43;0.510311608274131;0.75584527517934;0.842491370476718;0.549047651545404;0.561137783079251;0.71613;0.79428;0;0;59408;4725.76;24783;0;4168.2;0.01;24783;4168.21;34625;557.549999999999
44;0.457401485821847;0.731065010846485;0.8404711517136;0.548194336314991;0.561101841033399;0.71613;0.79428;0;0;55695;4319.18;24279;0;4078.9;0.01;24279;4078.91;31416;240.27
45;0.406777772987633;0.721950460946915;0.843527757090323;0.547844176184011;0.561765473059467;0.71613;0.79428;0;0;53446;4131.82;24367;0;4187.8;0;24367;4187.8;29079;-55.9800000000005
46;0.368815936000971;0.710478861176471;0.848004818967978;0.548851525037936;0.562421483765856;0.71613;0.79428;0;0;51544;3823.52;24546;0;4169.5;0;24546;4169.5;26998;-345.98
47;0.344414547938551;0.6708018323099;0.847444182425738;0.549545771104544;0.562601175375305;0.71613;0.79428;0;0;46400;3530.62;24626;0;4062.6;0;24626;4062.6;21774;-531.98
48;0.314839042645779;0.630823959253946;0.839876491897973;0.550824948087213;0.562698277667869;0.71613;0.79428;0;0;41444;3391.71;24076;0;4123;0;24076;4123;17368;-731.29
49;0.288260074483373;0.596310009756098;0.829334905445569;0.551591318984107;0.562633123472594;0.71613;0.79428;0;0;39216;3277.54;23277;0;4099.2;0;23277;4099.2;15939;-821.66
50;0.263116764021292;0.546058395523673;0.811103004886404;0.55124581902404;0.561121914348889;0.71613;0.79428;0;0;37573;3116.86;22117;0;4146.6;0;22117;4146.6;15456;-1029.74
51;0.237404021090129;0.50941862794835;0.787673282924454;0.550018781247504;0.561220984522286;0.71613;0.79428;0;0;36665;3041.39;20918;0;3991.6;0;20918;3991.6;15747;-950.21
52;0.19963440079341;0.486725325222382;0.756798857018118;0.546314847056944;0.557047294309322;0.71613;0.79428;0;0;36918;3015.66;20291;0;3808.8;0;20291;3808.8;16627;-793.14
53;0.178568157346125;0.514922749612626;0.735933404396084;0.540596490296302;0.54853901780519;0.71613;0.79428;0;0;37443;3078.47;20508;0;3723.3;0.01;20508;3723.31;16935;-644.840000000001
54;0.186134190499322;0.529023835638451;0.73528670236596;0.533365743151505;0.5402598650064;0.71613;0.79429;0;0;38926;3322.07;21327;0;3617.3;0.01;21327;3617.31;17599;-295.24
55;0.209439044062582;0.570722304849354;0.750588805836818;0.522970506748662;0.533018788548819;0.71613;0.79428;0;0;41790;3636.03;21946;0;3535.1;0.01;21946;3535.11;19844;100.92
56;0.235118316432894;0.621533463299856;0.768007537218948;0.509920247584059;0.527464148725707;0.71613;0.79425;0.00352827470556861;0;44871;3888.58;22980;74;3476.4;0.06;23054;3476.46;21817;412.12
57;0.240636252555306;0.645359867776184;0.777978257417762;0.492113254532386;0.520376180612126;0.71613;0.79414;0.0176928811877783;0.0316391692040017;48258;4062.27;23419;608;3366.8;9.65;24027;3376.45;24231;685.82
58;0.221093075879936;0.592895590932568;0.779635785535573;0.468483488139925;0.513129592691726;0.71613;0.79414;0.0380899145221604;0.118186006959548;50221;4177.13;23096;1279;3211.8;45.13;24375;3256.93;25846;920.2
59;0.215049951221487;0.526403825308465;0.776245198058872;0.446842074115486;0.506777811008961;0.71613;0.7939;0.049138307578284;0.195972440191388;52668;4136.56;23230;1700;3127.3;86.73;24930;3214.03;27738;922.53
60;0.221345594551379;0.45771310748924;0.759971225127198;0.428819444533184;0.500855686023507;0.71613;0.79352;0.051893967384823;0.219838708133971;53328;4073.81;22829;1618;3117.2;92.07;24447;3209.27;28881;864.54
61;0.234560273443034;0.400953741291248;0.731677373835071;0.410333222586055;0.491000364249971;0.7166;0.79309;0.0536452278226234;0.202842331448456;52906;4048.1;21174;1155;3121.3;69.41;22329;3190.71;30577;857.39
62;0.271610997024713;0.320833677704448;0.693022676439474;0.400376141282645;0.468034414057954;0.71728;0.79301;0.0407425590088287;0.146497712048717;51660;3986.69;19464;586;3076.1;39.38;20050;3115.48;31610;871.21
63;0.342301389479224;0.251183521721664;0.65110485046933;0.394126658413865;0.43211103805423;0.7172;0.79155;0.0227406318614385;0.0340782949108308;51104;3967.88;17468;194;3015.5;9.12;17662;3024.62;33442;943.26
64;0.471966098123748;0.200829239253945;0.604055264453512;0.395640080664484;0.398497380425928;0.71634;0.79088;0.00731408771081376;0;53047;4337.85;16038;22;2909.5;0.07;16060;2909.57;36987;1428.28
65;0.540333835084097;0.159809777446198;0.55828148986617;0.397165532705056;0.376020317700454;0.71539;0.79034;0;0;56014;4825.59;15378;0;2845.9;0.01;15378;2845.91;40636;1979.68
66;0.556251169672314;0.135686668809182;0.528887845851594;0.386483467774139;0.363636007215175;0.71634;0.78741;0;0;55926;4751.57;14448;0;2818.4;0;14448;2818.4;41478;1933.17
67;0.533785191369644;0.140474349153515;0.5200786837271;0.371360148151106;0.348465881531479;0.71725;0.78526;0;0;53865;4325.66;12946;0;2826.9;0.01;12946;2826.91;40919;1498.75
68;0.501197891391908;0.174911741635581;0.530514524473998;0.352457518968134;0.349575164668917;0.71682;0.78479;0;0;49932;4048.36;13871;0;2835.8;0.01;13871;2835.81;36061;1212.55
69;0.453748637642439;0.244615726944046;0.555172365791816;0.338926246705535;0.369618255556849;0.7167;0.78554;0;0;48014;3792.96;15216;0;2823.2;0;15216;2823.2;32798;969.76
70;0.423214085453478;0.32837833251076;0.590726402095612;0.346356676383675;0.411591540789014;0.71629;0.78792;0;0;47602;3570.88;15811;0;2872.6;0;15811;2872.6;31791;698.28
71;0.405115380816483;0.407846102381636;0.620275022114755;0.36658749301174;0.440978206679856;0.71614;0.79078;0;0;45492;3377.74;17337;0;2895.5;0;17337;2895.5;28155;482.24
72;0.356802725119922;0.485153444361549;0.641594799926116;0.390338566009105;0.461540780868149;0.71613;0.79302;0;0;42859;3186.15;17864;0;2867.6;0;17864;2867.6;24995;318.55
73;0.321343784888781;0.544139106800574;0.661618154618575;0.410169962463062;0.476793242173862;0.71613;0.79369;0;0;38999;3058.45;18736;0;2922.7;0;18736;2922.7;20263;135.75
74;0.320227743032364;0.540395487403156;0.666154524843417;0.426048516891622;0.478703789130688;0.71613;0.79423;0;0;37130;2963.9;18898;0;2948.6;0;18898;2948.6;18232;15.3000000000002
75;0.316779680612059;0.533130398967001;0.667358896310849;0.438051213561217;0.463761178866519;0.71632;0.79514;0;0;36367;2949.49;18966;0;3039.8;0;18966;3039.8;17401;-90.3100000000004
76;0.288960455198656;0.520705856298422;0.653211457659564;0.428451416819743;0.440452823228209;0.71701;0.79513;0;0;36486;2961.16;19098;0;3044;0.01;19098;3044.01;17388;-82.8500000000004
77;0.267835681381181;0.521851434146341;0.644404307826642;0.414334602268189;0.430722877923891;0.71764;0.79446;0;0;35879;2977.69;18750;0;2950.6;0;18750;2950.6;17129;27.0900000000001
78;0.254015951383407;0.518104564705882;0.631986149043709;0.407023787237441;0.43703962411265;0.71734;0.79443;0;0;35062;3115.01;18627;0;2873.3;0.01;18627;2873.31;16435;241.7
79;0.24513075879936;0.507546686599713;0.624236689604218;0.403305793067646;0.446081533806587;0.71716;0.79313;0;0;37629;3343.84;17995;0;2798.7;0;17995;2798.7;19634;545.14
80;0.235648917764689;0.508916850502152;0.607066616257787;0.394881528232569;0.444343952053997;0.71635;0.79308;0.00360553619547157;0;40608;3643.23;17961;58;2850.1;0.53;18019;2850.63;22589;792.6
81;0.222727145950979;0.483178489870875;0.586115403925915;0.384691058621516;0.4306117735366;0.71458;0.79377;0.0439875415847531;0.0372303436276642;43522;3897.32;17248;974;2829.3;23.22;18222;2852.52;25300;1044.8
82;0.209103371384622;0.442908240688666;0.553512652360083;0.367354674147432;0.405086246945188;0.71097;0.78318;0.145818185276857;0.180812801217921;46571;4042.52;16822;2771;2882.9;79.39;19593;2962.29;26978;1080.23
83;0.220662915376364;0.431458672482066;0.548440466676742;0.349763757687086;0.374847807517747;0.69843;0.76693;0.172653676103153;0.321074584602001;50262;4104.91;16905;4151;3000.4;138.57;21056;3138.97;29206;965.94
84;0.248072603072439;0.43622987902439;0.558796019377697;0.337631266272662;0.335697183754219;0.66802;0.7414;0.181925054891508;0.372214675946063;50389;4035.38;16848;4579;3011.4;157.03;21427;3168.43;28962;866.95
85;0.278627643653733;0.456648151736011;0.568319241851796;0.321355844980433;0.304330051204469;0.64808;0.73548;0.149372213812394;0.332543227490213;48319;3959.05;16658;3993;2809.1;131.48;20651;2940.58;27668;1018.47
86;0.279969842330034;0.456793922295552;0.566190007153292;0.311815052312116;0.293109379727685;0.63976;0.74615;0.100620213683624;0.204004523705959;47174;3920.59;16118;2422;2411.8;73.53;18540;2485.33;28634;1435.26
87;0.270540796445848;0.433624903758967;0.56363063311672;0.309208858717355;0.293699295938555;0.63431;0.75283;0.0547783963412002;0.057298412353197;47092;3974.44;15084;952;2149.5;13.58;16036;2163.08;31056;1811.36
88;0.283484115408748;0.426015910932568;0.556561368226622;0.302844175784682;0.284181415105318;0.61264;0.74071;0.00746861069061968;0;49110;4452.74;14160;84;1976;0.2;14244;1976.2;34866;2476.54
89;0.303394286639545;0.403711830703013;0.533213714741491;0.283674106301414;0.260467248923542;0.56131;0.71154;0;0;52676;4939.97;13715;0;1992.4;0.01;13715;1992.41;38961;2947.56
90;0.297448114842026;0.367443021635581;0.484084987960304;0.260114489657376;0.229382730129175;0.50692;0.65251;0;0;53326;4815.78;13750;0;2011.7;0.01;13750;2011.71;39576;2804.07
91;0.279648074969134;0.337310491707317;0.428311604956929;0.241294374251258;0.209094530431747;0.49429;0.62596;0;0;51743;4470.47;14250;0;2111.5;0;14250;2111.5;37493;2358.97
92;0.258923575606695;0.325311910588235;0.383748990277568;0.233009353885472;0.194703280577214;0.51292;0.6363;0;0;49435;4139.33;14132;0;2113.8;0;14132;2113.8;35303;2025.53
93;0.238122727143927;0.291948016642755;0.357189527479724;0.229496916380481;0.188995882695217;0.5553;0.67197;0;0;48114;3909.8;13070;0;2223.7;0;13070;2223.7;35044;1686.1
94;0.214700278705447;0.25820482892396;0.356799441539469;0.237532522162767;0.199323771674619;0.59501;0.71286;0;0;48243;3512.29;12458;0;2344.3;0;12458;2344.3;35785;1167.99
95;0.188935062642945;0.243194696929699;0.364873247225161;0.254596092564492;0.225015924589782;0.61592;0.72747;0;0;45460;3348.25;12454;0;2552.5;0;12454;2552.5;33006;795.75
96;0.161914129981582;0.230499653256815;0.375048871660538;0.269635709607859;0.236410911206796;0.62323;0.72882;0;0;41878;3190.45;12321;0;2414.3;0;12321;2414.3;29557;776.15
97;0.14176679721497;0.230220662496413;0.384442466005071;0.273647642360834;0.220956172465961;0.63627;0.72328;0;0;39951;3079.55;12279;0;2363.7;0;12279;2363.7;27672;715.85
98;0.128039614831906;0.24005530938307;0.394372984467617;0.262117803290472;0.19401214360526;0.64879;0.71614;0;0;38841;2973.79;12660;0;2251;0;12660;2251;26181;722.79
99;0.11951784929261;0.261897868235294;0.415336886437291;0.25896153701781;0.173918442918655;0.665;0.71601;0;0;38772;2944.5;12764;0;2011.6;0;12764;2011.6;26008;932.9
100;0.11360409921671;0.293396967001435;0.445702665894245;0.258801428799617;0.147476206214361;0.66532;0.71152;0;0;39928;3001.08;13546;0;1795.7;0.01;13546;1795.71;26382;1205.37
101;0.116089712996134;0.323147191506456;0.478368286299599;0.243687625189681;0.12178873734435;0.64778;0.68717;0;0;43623;3311.06;14853;0;1650.4;0.01;14853;1650.41;28770;1660.65
102;0.12035453862813;0.33936108143472;0.492195633872349;0.219897198706174;0.0999842348423135;0.61132;0.63385;0;0;49624;4047.1;15410;0;1417.7;0.01;15410;1417.71;34214;2629.39
103;0.1253146120995;0.348200045911047;0.482760403909123;0.187067661129303;0.079577475852438;0.56913;0.56121;0;0;55406;4814.13;15314;0;1174.1;0.01;15314;1174.11;40092;3640.02
104;0.126113102596798;0.340953907833572;0.451690967978104;0.146436754652184;0.0603924741068311;0.53432;0.45713;0.00360553619547157;0;59000;5047.54;15190;93;978.5;0.1;15283;978.6;43717;4068.94
105;0.115048139737284;0.325344528550933;0.406422673249039;0.10673927282166;0.0396905120446875;0.49339;0.3474;0.0570447333783538;0.0288518616789909;60326;5088.35;14611;1058;783.9;4.97;15669;788.87;44657;4299.48
106;0.0931427641832129;0.299018211420373;0.354465997884237;0.0724819203737721;0.0199749621785174;0.48319;0.27727;0.141465788012324;0.0435971857329274;61101;5145.24;13642;2986;527.4;21.12;16628;548.52;44473;4596.72
107;0.0825300491833141;0.275723353457676;0.304732321394388;0.0450731271463941;0.0110490154777144;0.47195;0.25489;0.172756691423023;0.0547016572422792;62023;5104.36;12310;4770;404;34.62;17080;438.62;44943;4665.74
108;0.0800244708239723;0.263303490157819;0.262419162628247;0.0297376790991135;0.00739321540789014;0.44401;0.24739;0.203893071853917;0.0590744367116137;62199;5021.55;11118;5870;422.7;38.07;16988;460.77;45211;4560.78
109;0.0758074149412027;0.243280588694405;0.223771900189747;0.0213749173388707;0.00633573140928663;0.39327;0.23656;0.196347199673395;0.0605966463679861;61552;5024.23;9794;5667;329.5;28.57;15461;358.07;46091;4666.16
110;0.0679248400024288;0.215227133658537;0.182553270867966;0.0158377094481271;0.00648891306877691;0.34763;0.21022;0.16884210926794;0.0401096650717703;60713;4985.56;7868;4095;241.1;17.05;11963;258.15;48750;4727.41
111;0.060788699576983;0.18972378169297;0.146754307960976;0.0132655965977158;0.00609546724077738;0.30253;0.17415;0.0979933230269237;0.0149016702914311;60059;4912.72;6205;1788;197.3;2.51;7993;199.81;52066;4712.91
112;0.0608791072115287;0.163683823816356;0.115155410810538;0.0100072023001358;0.00411553590131502;0.25546;0.12957;0.0127223920040211;0;60715;5149.11;5077;197;121;0.03;5274;121.03;55441;5028.08
113;0.0572854755399032;0.135636979167862;0.0859561176095243;0.00625322098873892;0.00209320609798673;0.23587;0.09664;0;0;64298;5524.92;4508;0;83.4;0.01;4508;83.41;59790;5441.51
114;0.0492751697127937;0.105600865767575;0.0625614522526153;0.0034109707691079;0.00274419993017572;0.22534;0.0785;0;0;64003;5257;4236;0;85.7;0.01;4236;85.71;59767;5171.29
115;0.0389629556540571;0.0772624836728838;0.0446788092623378;0.00303023280888108;0.00801314325613872;0.20826;0.07202;0;0;62400;4904.15;3924;0;152.4;0;3924;152.4;58476;4751.75
116;0.0275254965895521;0.0532688017216643;0.0337578512585428;0.00466247584058781;0.0173631537297801;0.18724;0.07379;0;0;58231;4557.88;3186;0;214.2;0.01;3186;214.21;55045;4343.67
117;0.0169032600643633;0.0360026285222382;0.0311828994341175;0.00819030948007348;0.0301909077155824;0.17825;0.08785;0;0;55508;4230.98;2638;0;281.9;0;2638;281.9;52870;3949.08
118;0.00954233509421742;0.025865026456241;0.028913880006045;0.0133243299257248;0.0429451960898406;0.18414;0.11183;0;0;54178;3850.42;2108;0;306.7;0;2108;306.7;52070;3543.72
119;0.00473849859331674;0.0205088865423242;0.029171480395614;0.0191210881718713;0.0539883486558827;0.20065;0.13953;0;0;50028;3486.25;1810;0;358.6;0;1810;358.6;48218;3127.65
120;0.00271970813852288;0.0196431965566714;0.0295005707185196;0.0235059388227777;0.0608042860467823;0.22117;0.16824;0;0;46822;3249.55;1492;0;408.8;0;1492;408.8;45330;2840.75
121;0.00208985892687271;0.0227731957532281;0.0287061212029621;0.0267761939940899;0.0662246677528221;0.24323;0.19381;0;0;44575;3137.68;1172;0;444.3;0;1172;444.3;43403;2693.38
122;0.00212199323982432;0.0278381803156385;0.0280853562373012;0.0309645319862631;0.0768401501221925;0.26676;0.22529;0;0;43518;3102.22;907;0;429.1;0;907;429.1;42611;2673.12
123;0.00247986540368774;0.0332344550932568;0.0293857604150924;0.0358795144157815;0.0932820155940882;0.29776;0.26244;0;0;43582;3088.44;839;0;515;0;839;515;42743;2573.44
124;0.00181677474851742;0.0284754449354376;0.0287743248534919;0.0439550323456593;0.111569955777959;0.32773;0.30344;0;0;44122;3168.03;916;0;642.7;0.01;916;642.71;43206;2525.32
125;0.00141449996963993;0.0240891814060258;0.0307761610330294;0.0558690479993611;0.133923833352729;0.35656;0.35342;0;0;45607;3426.04;1102;0;860.1;0.01;1102;860.11;44505;2565.93
126;0.00196680025097658;0.0219452483213773;0.0361360308296811;0.070012001836914;0.163168307925055;0.38162;0.41281;0;0;49800;4117.36;1433;0;1094.6;0.01;1433;1094.61;48367;3022.75
127;0.00423124435808691;0.0227804654232425;0.046565983040317;0.0873325980353007;0.196802948911905;0.41067;0.46844;0;0;54889;4892.08;1793;0;1336.5;0.01;1793;1336.51;53096;3555.57
128;0.0111212046875949;0.026449264964132;0.0621873914664249;0.107176690360195;0.227258828115908;0.4407;0.51499;0.00388882832511576;0;57149;5165.19;2181;183;1506.7;0.11;2364;1506.81;54785;3658.38
129;0.0170184882708928;0.0321052572740316;0.0757628391180965;0.1277227310119;0.251525872221576;0.46619;0.55516;0.0460993556421008;0.0256736450630709;58348;5122.75;2622;2056;1626.1;2.77;4678;1628.87;53670;3493.88
130;0.0110938682777744;0.0251436502725968;0.0784518680838917;0.148506245906876;0.276248516234144;0.4851;0.5942;0.116922388053149;0.00695534580252284;59850;5174.32;3064;4694;1779;8.66;7758;1787.66;52092;3386.66
131;0.00741961989191815;0.0205292744906743;0.083058345305862;0.169254061975881;0.301545222855813;0.49854;0.62812;0.168172509688781;0.0148363940843845;60874;5187.91;3438;6658;1989.6;13.25;10096;2002.85;50778;3185.06
132;0.0103939883012529;0.0261671342324247;0.0919564178127046;0.178441159651785;0.320001669963924;0.50683;0.64913;0.196295692013459;0.0160573205741627;60612;5127.24;3410;7272;2100.5;14.46;10682;2114.96;49930;3012.28
133;0.0144693041471856;0.0401425402582496;0.102912989471563;0.182153965338232;0.335732399627604;0.51421;0.66621;0.182980961920182;0.0148720269682471;59724;5152.66;3773;6350;2202.5;11.15;10123;2213.65;49601;2939.01
134;0.020222490537778;0.0643292921664275;0.117584509361409;0.197425873332801;0.355929756778773;0.52935;0.68123;0.136469544998599;0.0105917616354937;58414;5083.22;4348;3958;2247.9;5.97;8306;2253.87;50108;2829.35
135;0.0326829740724998;0.113295817044476;0.158356893288331;0.219561859675745;0.377698895612708;0.54367;0.69853;0.0682476494142833;0.00362857329273597;58117;5011.63;5190;1554;2269.5;1.03;6744;2270.53;51373;2741.1
136;0.0605426820086222;0.180013599196557;0.2228923915168;0.250844505630541;0.395009698591877;0.56671;0.72973;0.00965768623787028;0;59393;5223.81;6674;163;2456.3;0.01;6837;2456.31;52556;2767.5
137;0.0948568621855203;0.24087136;0.271158598693601;0.282862631179618;0.408956365646456;0.58562;0.7502;0;0;63384;5567.03;8121;0;2637.6;0.01;8121;2637.61;55263;2929.42
138;0.1210734049831;0.272359933314204;0.296403359192652;0.30296887469052;0.42429688001862;0.58905;0.76526;0;0;63643;5295.01;9376;0;2786.9;0;9376;2786.9;54267;2508.11
