Timestep;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
19;0.23131836642581;0.0796920744906743;0.0116593951941968;0.0421894145834997;0.173924211567555;0.02827;0.1115;0;0;62408;4142.38;4178;0;1530.6;0;4178;1530.6;58230;2611.78
20;0.210579195660534;0.0639033968436155;0.00996253018319816;0.0432765837393179;0.188956229489119;0.01697;0.11056;0;0;57998;3805.71;4237;0;1582;0.01;4237;1582.01;53761;2223.7
21;0.166160643633493;0.0469251718794835;0.0102721186841973;0.0462080321060618;0.19707393925288;0.01198;0.11307;0;0;53427;3387.76;3934;0;1565.4;0;3934;1565.4;49493;1822.36
22;0.14363549132714;0.0386486980774749;0.0127228273302772;0.0550454712083699;0.201437811008961;0.01401;0.12043;0;0;49040;3042.53;3539;0;1496.8;0;3539;1496.8;45501;1545.73
23;0.128207026534702;0.0328017754949785;0.0152788124863567;0.060758811995847;0.197854600256022;0.01682;0.1294;0;0;45979;2807.14;3384;0;1487.3;0;3384;1487.3;42595;1319.84
24;0.114654394114194;0.0277439304447633;0.016856843517539;0.062274959268429;0.187973675084371;0.02232;0.13391;0;0;44141;2688.55;3252;0;1483.2;0;3252;1483.2;40889;1205.35
25;0.105634708846925;0.0251135193113343;0.0173126717041963;0.0595402360035141;0.174405994414058;0.02848;0.13624;0;0;42931;2617.96;3237;0;1534.4;0;3237;1534.4;39694;1083.56
26;0.103008700386585;0.0232171780774749;0.0162637501385321;0.0536687640763517;0.162124843477249;0.03162;0.13621;0;0;43545;2633.57;3245;0;1593.6;0;3245;1593.6;40300;1039.97
27;0.101377904143138;0.0223306650215208;0.0138646764394741;0.0495879570321859;0.15817917490981;0.03273;0.13659;0;0;44945;2692.77;3229;0;1626.5;0;3229;1626.5;41716;1066.27
28;0.097916255186512;0.0177865411764706;0.0121224976743405;0.0456202427921093;0.155557094146398;0.0288;0.13416;0;0;48929;2941.45;3237;0;1700.2;0;3237;1700.2;45692;1241.25
29;0.0955927994008946;0.0151774810903874;0.0105465456987893;0.0440337117642361;0.162906805539393;0.02281;0.13502;0;0;57702;3613.06;3178;0;1783.6;0;3178;1783.6;54524;1829.46
30;0.098070179326816;0.016263338651363;0.00899663849008446;0.0442253210606182;0.176218553473758;0.01885;0.14058;0;0.00206892996955198;62758;4190.25;3135;450;1744.4;2.22;3585;1746.62;59173;2443.63
31;0.0792333667294108;0.017295966025825;0.00719308118818531;0.0424735532305726;0.183574965669731;0.01745;0.14589;0.0671402347256742;0.0392681861678991;64953;4400.47;2926;4580;1623.4;35.14;7506;1658.54;57447;2741.93
32;0.0432667812253324;0.00719325130559541;0.00530457756955989;0.0414385304688124;0.176462199464681;0.02203;0.15738;0.250945319204821;0.175113301435407;65752;4400.09;2155;11218;1496.8;108.56;13373;1605.36;52379;2794.73
33;0.0515472354119862;0.00579311460545194;0.00536094430171444;0.0446761748262918;0.172621969044571;0.02974;0.17402;0.406369683059614;0.348930691605046;66949;4436.49;1452;17135;1430.4;214.53;18587;1644.93;48362;2791.56
34;0.0670978926063108;0.0196379289526542;0.00825806317062113;0.0534971428000958;0.184265292680088;0.04052;0.19892;0.505058359495664;0.501839913005655;67419;4374.55;1242;21259;1366.5;306.05;22501;1672.55;44918;2702
35;0.0599053267755581;0.0230441316499283;0.0104533163064833;0.06051902563693;0.196260065169324;0.04779;0.21521;0.57173502528192;0.603343562418443;66452;4247.24;1513;23568;1441.2;359.16;25081;1800.36;41371;2446.88
36;0.0541090266561418;0.0240084301865136;0.0110790359511695;0.0668968365146554;0.21310813685558;0.0469;0.21822;0.598493254618313;0.634272666376686;54711;4134.39;1824;23802;1588.8;370.12;25626;1958.92;29085;2175.47
37;0.0514755445584634;0.0265421104160689;0.0112539153359193;0.0739867969810718;0.226783947399046;0.04266;0.21253;0.568670319515769;0.606456859504132;53017;3976.45;2010;21442;1708.8;344.52;23452;2053.32;29565;1923.13
38;0.0501540678446374;0.0330836073457676;0.0112757271673971;0.0752046653621915;0.233817545676714;0.03689;0.1972;0.514458507433858;0.525738125271857;58016;3830.27;2257;17494;1643.3;290.7;19751;1934;38265;1896.27
39;0.0497332339547028;0.0457629694117647;0.0121113904589189;0.0686349428959348;0.228097898289305;0.03014;0.17456;0.410850849473985;0.419014876033058;59391;3808.41;2437;12742;1524.7;200.44;15179;1725.14;44212;2083.27
