Timestep;Total_load;LFS;LFW;Load_res
254;11.98606;0.088768889;0.704892117;2262.0024
255;11.94145;0.088053462;0.710622874;2183.20032
256;11.7922075;0.049181619;0.673845307;2245.52664
257;11.6795275;0.009324264;0.668434554;2455.5972
258;12.4013325;0;0.722557384;3270.24264
259;12.4671325;0;0.67878944;3500.15064
260;11.96549;0;0.674362924;3372.87552
261;11.3992975;0;0.651550811;3119.6172
262;10.8312125;0;0.624890995;2872.9176
263;10.9164375;0;0.590144372;2572.21776
264;10.849925;0;0.580768622;2026.3908
265;10.292;0;0.599801878;1566.80664
266;9.8778875;0;0.612484765;1338.4392
267;9.5227725;0;0.616563229;1237.95672
268;9.3423175;0;0.607531707;1147.56768
269;9.3871775;0;0.61677869;1160.4936
270;9.8186675;0;0.610268957;1256.34936
271;10.9041275;0;0.579308841;1695.46608
272;11.874315;0;0.5666948;2270.92152
273;12.2274575;0.000167639;0.558610543;2410.45392
274;12.2765525;0.026347205;0.55702582;2337.63096
275;12.34903;0.076387337;0.544226915;2295.10344
276;12.39903;0.126696706;0.49172833;2437.5372
277;12.1924575;0.159158488;0.402818079;2357.922
278;12.216485;0.104754672;0.404666711;2167.18992
279;12.16552;0.04861859;0.424909863;2089.21608
280;12.339315;0.015074777;0.321162113;2150.79648
281;12.45254;0.001133677;0.320574376;2394.86688
282;13.0124125;3.64E-05;0.423824908;3214.23312
283;12.904995;0;0.548692954;3457.7088
284;12.27612;0;0.476355366;3332.07672
285;11.85041;0;0.369412671;3084.13896
286;11.3028075;0;0.408117915;2826.43536
287;11.490945;0;0.680784687;2550.94224
288;11.483095;0;0.660963532;2026.1472
289;10.9131775;0;0.66981529;1567.4064
290;10.4876825;0;0.670487172;1341.04656
291;10.241025;0;0.677562968;1239.504
292;10.061855;0;0.697903014;1148.58072
293;10.0665525;0;0.689586723;1161.75192
294;10.407;0;0.678083135;1253.79744
295;11.512825;0;0.65179687;1683.44736
296;12.358585;0;0.600517107;2265.12216
297;12.73871;5.50E-05;0.584524532;2430.56688
298;12.8177925;0.013859821;0.594160365;2386.19472
299;12.81394;0.074342653;0.583211366;2337.84432
300;12.80817;0.165845407;0.56951237;2461.78128
301;12.5929925;0.17196591;0.587663381;2392.48296
302;12.537485;0.126143837;0.591143908;2216.22744
303;12.495535;0.061432785;0.588537975;2148.9048
304;12.4982075;0.021107228;0.559184257;2206.85304
305;12.4716875;0.002635652;0.543635353;2423.862
306;12.884875;2.54E-06;0.578373051;3174.9312
307;12.7636775;0;0.634542126;3398.35272
308;12.240905;0;0.692234728;3250.53624
309;11.6959775;0;0.74134203;2999.11416
310;11.1251975;0;0.733190202;2753.54688
311;11.1809225;0;0.710829411;2517.84456
312;11.1964375;0;0.692400467;2064.07824
313;10.7249975;0;0.672788399;1695.86592
314;10.256625;0;0.660575957;1448.38512
315;9.834925;0;0.655870234;1305.20712
316;9.5319725;0;0.625919854;1186.5168
317;9.3977375;0;0.594188413;1161.40752
318;9.462465;0;0.554581801;1169.58576
319;9.728925;0;0.472738423;1318.47408
320;10.07117;0;0.437475458;1722.36792
321;10.820465;0.000175259;0.433756521;2392.47624
322;11.2297475;0.026335352;0.450028303;2763.7176
323;11.6079825;0.079852715;0.447359899;2874.48504
324;11.61804;0.151630836;0.397954266;3065.09112
325;11.528355;0.157003739;0.460793713;3100.29888
326;11.424005;0.139074025;0.474864986;2912.39256
327;11.2874325;0.082077737;0.469359889;2749.40736
328;11.3019075;0.059798732;0.506505908;2714.83632
329;11.29565;0.01437713;0.470479267;2762.85912
330;11.9712925;1.10E-05;0.469226023;3376.3044
331;12.2152525;0;0.411808803;3567.3288
332;11.81459;0;0.417317725;3351.35304
333;11.1731475;0;0.431483342;3093.17064
334;10.751785;0;0.371215405;2775.81528
335;10.8575775;0;0.355735348;2462.73888
336;11.070035;0;0.372018604;2051.75544
337;10.64761;0;0.383485219;1704.90432
338;10.215695;0;0.300605331;1463.37576
339;9.8852375;0;0.336640896;1321.44264
340;9.5699275;0;0.318825188;1194.77568
341;9.3716525;0;0.26278998;1161.21432
342;9.27241;0;0.187182227;1149.13344
343;9.3977525;0;0.16911791;1263.1248
344;9.45063;0;0.137307424;1594.09152
345;9.95961;0.000300564;0.122903397;2282.98896
346;10.458925;0.022383144;0.093612149;2761.43784
347;11.069045;0.045816993;0.082394144;2991.66672
348;11.4249875;0.07801885;0.089909787;3287.29632
349;11.6337975;0.088106801;0.091140083;3317.90088
350;11.37442;0.081921952;0.061199902;3037.02
351;11.0313925;0.058513503;0.054097333;2824.42944
352;11.0511775;0.028485021;0.040010761;2738.84352
353;11.03689;0.006204323;0.051774431;2744.7756
354;11.626755;9.31E-06;0.040904478;3343.97448
355;12.0319225;0;0.040533477;3557.79984
356;11.7989975;0;0.03361067;3437.14056
357;11.4775225;0;0.025652631;3237.61368
358;10.9785875;0;0.021586916;2921.9148
359;11.09389;0;0.01629983;2522.47296
360;11.0517175;0;0.014618213;1965.05232
361;10.5519425;0;0.014395103;1512.81312
362;10.3479425;0;0.014178367;1309.03416
363;9.8674825;0;0.01630238;1215.02808
364;9.70925;0;0.013854537;1136.61408
365;9.7907625;0;0.017869255;1147.30224
366;10.2177525;0;0.022254973;1239.54264
367;11.5456275;0;0.015431611;1677.46992
368;12.530475;0;0.021486198;2259.68568
369;12.898665;0.000154939;0.02800868;2434.8324
370;13.0354675;0.017372612;0.0234024;2425.07328
371;13.1061675;0.05310758;0.01809364;2414.6052
372;13.161675;0.092733797;0.031617973;2567.17104
373;12.9504325;0.103106225;0.039032898;2451.34848
374;12.8941075;0.12099022;0.023818023;2256.15096
375;12.6783825;0.098222692;0.025175811;2176.61808
376;12.605875;0.055573053;0.026708263;2218.37448
377;12.69641;0.012910714;0.03557277;2468.30136
378;13.3398175;5.33E-05;0.047157952;3269.88984
379;13.5057325;0;0.056536251;3562.62984
380;13.054875;0;0.110965062;3417.46944
381;12.5034275;0;0.114687824;3138.15096
382;11.88626;0;0.112044918;2863.392
383;11.98833;0;0.098977006;2548.64568
384;12.055745;0;0.082570083;1998.63384
385;11.5205575;0;0.060461725;1541.00688
386;11.00697;0;0.040458257;1320.12888
387;10.6628975;0;0.039606611;1223.13576
388;10.44761;0;0.035590618;1135.43136
389;10.43346;0;0.034514588;1149.42072
390;10.73455;0;0.032747551;1242.906
391;11.8754;0;0.035294838;1681.49184
392;12.906965;0;0.037596065;2248.70352
393;13.200505;0.000639228;0.044833776;2394.00504
394;13.243365;0.032988404;0.059430316;2348.1108
395;13.265625;0.092832009;0.040441683;2316.32016
396;13.156295;0.193932498;0.032769225;2457.87864
397;12.6845175;0.313334383;0.025444819;2358.22776
398;12.5640625;0.327438888;0.030993264;2162.89584
399;12.4526525;0.249215147;0.032565238;2094.71808
400;12.519745;0.12781091;0.037268411;2158.40688
401;12.551125;0.029583139;0.045662473;2411.31744
402;13.31899;0.000231985;0.065099877;3212.0004
403;13.61091;0;0.09072956;3513.1236
404;13.0650275;0;0.104473178;3384.65064
405;12.4440625;0;0.109343366;3112.21344
406;11.7770125;0;0.103886716;2842.52304
407;12.0778525;0;0.110494618;2550.49704
408;12.1336025;0;0.107715295;2006.01912
409;11.6836775;0;0.108781127;1549.70256
410;11.249965;0;0.109863533;1324.1004
411;10.835425;0;0.109335717;1224.86784
412;10.54004;0;0.107598003;1135.92192
413;10.4382525;0;0.111410009;1149.54
414;10.871275;0;0.111956949;1242.16512
415;11.93993;0;0.110135091;1676.80464
416;12.8626;0;0.108892045;2247.34104
417;13.34472;0.001136218;0.101441423;2416.15584
418;13.380405;0.037074384;0.076376529;2365.97592
419;13.2315325;0.121198498;0.052628627;2338.04256
420;13.1069625;0.249679963;0.058559547;2496.01632
421;12.80448;0.324506059;0.05499105;2451.42744
422;12.7863575;0.270390954;0.069673009;2250.42384
423;12.67803;0.211799558;0.054794712;2170.38192
424;12.6840125;0.108160784;0.053027676;2231.83464
425;12.727705;0.028450308;0.074967745;2440.91064
426;13.3230275;0.000305644;0.090135448;3181.3488
427;13.604145;0;0.115339307;3485.81016
428;13.18076;0;0.137162083;3360.42
429;12.5767325;0;0.143624644;3109.71864
430;11.9932725;0;0.14788797;2863.43904
431;12.104995;0;0.165166938;2563.19112
432;12.2056925;0;0.167381471;2017.96392
433;11.655655;0;0.155908481;1560.29832
434;11.2202925;0;0.151577584;1332.11064
435;10.831215;0;0.160106787;1231.31904
436;10.6180875;0;0.171665196;1141.24416
437;10.49113;0;0.168592643;1154.18016
438;10.863995;0;0.17854338;1250.25936
439;11.9466825;0;0.160579782;1688.73936
440;12.87377;0;0.160966082;2261.93016
441;13.0966925;0.001739039;0.157780062;2400.75528
442;12.9591725;0.050837686;0.137513961;2326.56648
443;12.825175;0.171941357;0.107610752;2283.37872
444;12.8201075;0.31456204;0.091701047;2426.67936
445;12.4540825;0.382475159;0.082771519;2346.20568
446;12.38493;0.37454873;0.052907834;2155.2888
447;12.2558575;0.281654069;0.050973783;2076.08184
448;12.27757;0.144685686;0.06567614;2136.68952
449;12.3751325;0.034577585;0.093460434;2379.62424
450;13.039765;0.000444496;0.144917411;3131.46792
451;13.39619;0;0.198740636;3442.65768
452;12.9227475;0;0.234416674;3319.08024
453;12.3908475;0;0.250712679;3073.7448
454;11.8198175;0;0.279033714;2816.51664
455;12.012825;0;0.284114264;2541.53424
456;12.06881;0;0.266658082;2017.5288
457;11.5749575;0;0.23588028;1560.73008
458;11.0705375;0;0.194009414;1334.55504
459;10.7014675;0;0.147482546;1232.67648
460;10.518275;0;0.131732206;1142.10936
461;10.4276725;0;0.136747734;1155.23856
462;10.826765;0;0.178047437;1247.49912
463;11.9092825;0;0.218235411;1676.28888
464;12.878355;0;0.248535119;2255.4168
465;13.1129025;0.002555219;0.266913066;2420.02992
466;13.075465;0.062789135;0.272789165;2374.3356
467;12.9250475;0.191954701;0.231214079;2325.39216
468;12.8690425;0.331139638;0.197542213;2450.26992
469;12.517115;0.403330082;0.160852614;2380.11984
470;12.2493975;0.392177033;0.154535395;2203.78368
471;11.9979725;0.304308143;0.187156728;2135.21616
472;11.969735;0.167089996;0.216987266;2192.08248
473;11.9961;0.048158007;0.29079866;2407.7844
474;12.6157925;0.001115898;0.375365264;3084.52872
475;12.884585;0;0.399173088;3382.3692
476;12.32769;0;0.431470593;3236.81736
477;11.8745125;0;0.462950875;2988.11184
478;11.3729125;0;0.441274714;2743.03008
479;11.471985;0;0.361067056;2507.89896
480;11.580805;0;0.321896467;2055.12048
481;11.1152925;0;0.317323335;1688.65872
482;10.761795;0;0.294197592;1441.55256
483;10.3555825;0;0.259929063;1298.2368
484;10.0509725;0;0.256899858;1180.07904
485;9.886825;0;0.260354886;1154.94456
486;9.83139;0;0.261684626;1163.64192
487;10.00883;0;0.251090055;1312.54368
488;10.324715;0;0.252382822;1714.61808
489;10.98069;0.003174974;0.233364866;2381.50248
490;11.3696625;0.065782923;0.216036177;2749.33176
491;11.5909275;0.189492614;0.170132745;2859.01728
492;11.6228575;0.322534188;0.116377091;3050.11392
493;11.445525;0.390950223;0.073521987;3084.0516
494;11.2093775;0.378571211;0.045190753;2896.23264
495;10.8507225;0.290661682;0.025899965;2732.50656
496;10.7907275;0.151757835;0.018126788;2697.02496
497;10.966995;0.039233367;0.02082324;2744.07168
498;11.669795;0.000663781;0.029643125;3282.57552
499;12.1133075;0;0.039814423;3549.25704
500;11.8747125;0;0.054889057;3336.29184
501;11.467105;0;0.062595938;3080.86464
502;10.986395;0;0.065106251;2764.36608
503;11.16808;0;0.077012713;2452.1196
504;11.2967425;0;0.087733501;2042.47512
505;10.92522;0;0.077870734;1697.6232
506;10.563015;0;0.06677257;1456.47768
507;10.21876;0;0.069758428;1314.40344
508;9.9213425;0;0.043687625;1188.27408
509;9.74959;0;0.024465682;1154.67912
510;9.7407375;0;0.019947371;1143.12912
511;9.9292275;0;0.025342826;1257.13392
512;10.052135;0;0.030169666;1586.2644
513;10.34622;0.003018342;0.031651121;2271.93456
514;10.7991475;0.06090955;0.034856266;2746.96968
515;11.016675;0.184013879;0.026232718;2976.10992
516;11.2061675;0.306643231;0.026844679;3272.22
517;11.1503875;0.373884103;0.020994079;3301.5528
518;10.8362475;0.352251946;0.015894406;3020.77776
519;10.5405475;0.267891614;0.016426047;2807.45976
520;10.428375;0.147753981;0.021529545;2720.95824
521;10.5330725;0.043000156;0.041288229;2725.89912
522;11.331435;0.000930479;0.071803397;3249.078
523;12.12353;0;0.086727591;3539.57352
524;11.96402;0;0.073453142;3421.94496
525;11.6736075;0;0.045648449;3225.19512
526;11.2078725;0;0.029357543;2910.3648
527;11.2816425;0;0.022587727;2511.75288
528;11.2817075;0;0.01529137;1955.68296
529;10.779455;0;0.019406806;1505.9184
530;10.5240875;0;0.044409229;1302.36288
531;10.0838525;0;0.063986874;1207.99224
532;10.000115;0;0.069848948;1130.08896
533;9.99723;0;0.05163419;1140.52848
534;10.4033275;0;0.040279768;1232.88816
535;11.5966975;0;0.039197363;1669.02792
536;12.554515;0;0.028647414;2247.67536
537;12.9136025;0.000671401;0.024993498;2421.75528
538;12.935915;0.018264144;0.025142664;2410.77984
539;13.04377;0.050789426;0.026622843;2400.04296
540;13.1689625;0.074730424;0.041502415;2553.7596
541;12.8141475;0.092794756;0.056130827;2437.17096
542;12.9148225;0.096281301;0.066808268;2242.28424
543;12.811075;0.075392512;0.057163511;2161.50144
544;12.8097925;0.042696205;0.050957209;2201.78112
545;12.7740475;0.010010058;0.047289269;2449.776
546;13.298835;0.000112606;0.044377355;3172.7472
547;13.52713;0;0.05492093;3543.75504
548;13.075285;0;0.05686773;3401.5884
549;12.4144825;0;0.055353127;3125.2452
550;11.8395425;0;0.047455008;2851.08096
551;11.909215;0;0.035491175;2537.14272
552;11.8291975;0;0.029520733;1988.87976
553;11.3162025;0;0.027182533;1534.00296
554;10.9020925;0;0.025440994;1313.35176
555;10.537655;0;0.023945515;1215.9672
556;10.410275;0;0.021825326;1128.81384
557;10.34949;0;0.020886986;1142.50752
558;10.681765;0;0.019766333;1236.102
559;11.86517;0;0.019748484;1672.67352
560;12.7242375;0;0.019785457;2236.03968
561;13.0858025;0.000275164;0.018736199;2379.678
562;13.21879;0.011701684;0.017730289;2333.09328
563;13.2863575;0.041742866;0.01692709;2301.10104
564;13.26723;0.071672289;0.018604882;2443.87584
565;13.0126675;0.089691748;0.017528852;2343.47232
566;13.008365;0.08289053;0.016890117;2148.56376
567;12.939675;0.061759596;0.015462209;2079.13608
568;12.7993;0.036627348;0.015036386;2141.24568
569;12.7956325;0.009703568;0.016944939;2392.04952
570;13.31558;0.000113452;0.020220204;3105.25488
571;13.4337;0;0.023843522;3493.40712
572;12.99283;0;0.025822195;3368.1312
573;12.425795;0;0.030692382;3098.77344
574;11.8238425;0;0.031681719;2829.67944
575;11.9630475;0;0.030357079;2538.52368
576;11.967825;0;0.036398917;1995.98784
577;11.418595;0;0.034560485;1542.85152
578;11.0008975;0;0.021660862;1317.52152
579;10.59753;0;0.025244657;1217.93952
580;10.2653575;0;0.030462897;1129.5816
581;10.2512675;0;0.030082972;1142.8368
582;10.6268;0;0.025530239;1235.50896
583;11.7248375;0;0.023283833;1667.8872
584;12.64024;0;0.019650316;2234.39328
585;12.9825875;0.000180339;0.01654079;2401.02912
586;13.13964;0.008861988;0.0195037;2350.76184
587;13.2078075;0.029175895;0.020749295;2322.73944
588;13.198465;0.055864304;0.032365075;2481.906
589;12.868845;0.077350835;0.04290865;2436.62664
590;12.869475;0.092296074;0.031946902;2236.13376
591;12.6102675;0.091048097;0.026671291;2154.8772
592;12.650555;0.073452814;0.035367508;2214.6684
593;12.5415775;0.026746829;0.053866573;2421.52176
594;13.0581325;0.00082634;0.056285092;3080.08512
595;13.5404975;0;0.068596978;3465.756
596;12.9412775;0;0.065699089;3343.68216
597;12.475945;0;0.08720186;3096.01488
598;11.889825;0;0.089320775;2850.43248
599;12.0870125;0;0.092923694;2551.10184
600;11.9877875;0;0.119579685;2007.99984
601;11.4765875;0;0.105081315;1553.35992
602;11.1022625;0;0.084121658;1325.4444
603;10.6507625;0;0.08128114;1224.28152
604;10.4133425;0;0.069837474;1134.83328
