;Bid;WeekAheadConfidence10;WeekAheadConfidence90;WeekAheadForecast;DayAheadConfidence10;DayAheadConfidence90;DayAheadForecast;MostRecentConfidence10;MostRecentConfidence90;MostRecentForecast;Realtime;LoadFactor;MonitoredCapacity
2017-06-21 11:45:00+02:00;;11.32;551.41;280.55;16.28;327.85;171.82;1.07;250.11;110.78;109.7;0.11;1044.71
2017-06-21 12:00:00+02:00;;9.48;554.96;281.12;12.14;320.08;165.63;1.04;246.2;110.25;113.41;0.11;1044.71
2017-06-21 12:15:00+02:00;;8.4;558.66;281.89;9.83;312.91;160.48;0.88;241.86;108.31;127.73;0.12;1044.71
2017-06-21 12:30:00+02:00;;7.32;562.37;282.67;7.52;305.74;155.33;0.72;237.51;106.38;136.12;0.13;1044.71
2017-06-21 12:45:00+02:00;;6.23;566.08;283.44;5.21;298.58;150.18;0.56;233.16;104.44;147.66;0.14;1044.71
2017-06-21 13:00:00+02:00;;5.41;569.7;284.44;3.61;293.42;146.18;0.46;226.96;101.64;155.9;0.15;1044.71
2017-06-21 13:15:00+02:00;;4.85;573.25;285.66;2.73;290.29;143.32;0.41;218.91;97.99;165.28;0.16;1044.71
2017-06-21 13:30:00+02:00;;4.28;576.8;286.89;1.84;287.14;140.45;0.36;210.86;94.34;173.93;0.17;1044.71
2017-06-21 13:45:00+02:00;;3.72;580.34;288.11;0.95;284.01;137.59;0.31;202.81;90.68;169.15;0.16;1044.71
2017-06-21 14:00:00+02:00;;3.5;583.53;289.56;0.47;278.16;133.17;0.27;194.24;86.23;167.7;0.16;1044.71
2017-06-21 14:15:00+02:00;;3.62;586.35;291.25;0.41;269.61;127.18;0.24;185.16;80.97;157.22;0.15;1044.71
2017-06-21 14:30:00+02:00;;3.74;589.17;292.93;0.34;261.06;121.21;0.2;176.08;75.71;137.55;0.13;1044.71
2017-06-21 14:45:00+02:00;;3.85;591.99;294.61;0.28;252.51;115.23;0.17;167.0;70.44;128.36;0.12;1044.71
2017-06-21 15:00:00+02:00;;4.31;594.5;296.41;0.24;242.53;108.88;0.16;161.13;66.97;126.86;0.12;1044.71
2017-06-21 15:15:00+02:00;;5.11;596.68;298.32;0.25;231.13;102.16;0.16;158.48;65.29;116.4;0.11;1044.71
2017-06-21 15:30:00+02:00;;5.91;598.87;300.23;0.25;219.74;95.43;0.17;155.83;63.59;98.33;0.09;1044.71
2017-06-21 15:45:00+02:00;;6.71;601.05;302.14;0.25;208.34;88.71;0.17;153.18;61.91;90.49;0.09;1044.71
2017-06-21 16:00:00+02:00;;7.94;602.84;304.0;0.26;198.71;83.48;10.92;180.72;81.92;90.81;0.09;1044.71
2017-06-21 16:15:00+02:00;;9.59;604.23;305.8;0.27;190.87;79.73;9.24;178.26;80.31;98.55;0.09;1044.71
2017-06-21 16:30:00+02:00;;11.23;605.62;307.61;0.28;183.02;75.99;7.56;175.79;78.7;101.48;0.1;1044.71
2017-06-21 16:45:00+02:00;;12.87;607.01;309.41;0.3;175.18;72.25;5.88;173.33;77.09;100.74;0.1;1044.71
2017-06-21 17:00:00+02:00;;14.76;607.97;311.03;0.32;167.35;68.9;4.7;171.49;76.03;92.18;0.09;1044.71
2017-06-21 17:15:00+02:00;;16.89;608.5;312.45;0.36;159.55;65.97;4.01;170.26;75.5;91.22;0.09;1044.71
2017-06-21 17:30:00+02:00;;19.01;609.03;313.88;0.39;151.75;63.04;3.32;169.03;74.98;88.56;0.08;1044.71
2017-06-21 17:45:00+02:00;;21.14;609.56;315.3;0.42;143.95;60.11;2.64;167.8;74.45;88.9;0.09;1044.71
2017-06-21 18:00:00+02:00;;23.19;609.62;316.41;1.44;135.85;58.03;2.15;169.96;75.67;88.76;0.08;1044.71
2017-06-21 18:15:00+02:00;;25.16;609.23;317.19;3.43;127.44;56.81;1.85;175.49;78.63;90.96;0.09;1044.71
2017-06-21 18:30:00+02:00;;27.14;608.82;317.98;5.42;119.04;55.59;1.54;181.02;81.59;97.52;0.09;1044.71
2017-06-21 18:45:00+02:00;;29.11;608.42;318.77;7.42;110.63;54.37;1.24;186.55;84.56;107.65;0.1;1044.71
2017-06-21 19:00:00+02:00;;30.69;607.51;319.1;9.37;105.88;54.31;1.02;194.28;88.35;119.13;0.11;1044.71
2017-06-21 19:15:00+02:00;;31.87;606.11;318.99;11.28;104.78;55.41;0.88;204.21;92.97;138.09;0.13;1044.71
2017-06-21 19:30:00+02:00;;33.05;604.69;318.87;13.2;103.69;56.51;0.73;214.14;97.59;148.48;0.14;1044.71
2017-06-21 19:45:00+02:00;;34.23;603.28;318.76;15.11;102.59;57.61;0.59;224.07;102.21;145.24;0.14;1044.71
2017-06-21 20:00:00+02:00;;34.86;601.33;318.09;17.61;103.56;60.39;0.59;236.15;108.05;143.74;0.14;1044.71
2017-06-21 20:15:00+02:00;;34.94;598.82;316.88;20.69;106.58;64.83;0.74;250.37;115.12;149.06;0.14;1044.71
2017-06-21 20:30:00+02:00;;35.01;596.32;315.67;23.77;109.61;69.28;0.89;264.59;122.19;160.82;0.15;1044.71
2017-06-21 20:45:00+02:00;;35.1;593.82;314.46;26.85;112.64;73.73;1.04;278.82;129.26;169.2;0.16;1044.71
2017-06-21 21:00:00+02:00;;34.78;591.01;312.89;30.11;120.16;81.3;19.48;318.72;159.54;172.95;0.17;1044.71
2017-06-21 21:15:00+02:00;;34.05;587.88;310.97;33.56;132.18;91.98;21.53;332.78;168.57;165.95;0.16;1044.71
2017-06-21 21:30:00+02:00;;33.33;584.76;309.04;37.0;144.2;102.66;23.58;346.84;177.59;171.0;0.16;1044.71
2017-06-21 21:45:00+02:00;;32.6;581.63;307.12;40.45;156.22;113.34;25.63;360.91;186.62;184.09;0.18;1044.71
2017-06-21 22:00:00+02:00;;31.54;578.23;304.89;43.27;168.34;123.3;32.0;368.27;194.73;184.3;0.18;1044.71
2017-06-21 22:15:00+02:00;;30.16;574.55;302.36;45.47;180.55;132.51;42.69;368.94;201.93;199.55;0.19;1044.71
2017-06-21 22:30:00+02:00;;28.77;570.88;299.82;47.67;192.75;141.73;53.38;369.61;209.13;242.7;0.23;1044.71
2017-06-21 22:45:00+02:00;;27.38;567.2;297.29;49.87;204.96;150.94;64.07;370.27;216.33;308.0;0.29;1044.71
2017-06-21 23:00:00+02:00;;25.82;563.37;294.6;52.33;217.78;160.48;69.66;379.4;224.46;341.0;0.33;1044.71
2017-06-21 23:15:00+02:00;;24.09;559.4;291.75;55.03;231.21;170.34;70.15;396.99;233.52;368.98;0.35;1044.71
2017-06-21 23:30:00+02:00;;22.37;555.43;288.9;57.73;244.65;180.21;70.63;414.58;242.58;357.07;0.34;1044.71
2017-06-21 23:45:00+02:00;;20.63;551.46;286.05;60.44;258.08;190.07;71.12;432.17;251.64;319.46;0.31;1044.71
2017-06-22 00:00:00+02:00;;87.13;575.79;331.47;48.51;531.03;289.09;76.49;467.64;272.07;324.75;0.31;1044.71
2017-06-22 00:15:00+02:00;;82.94;570.29;326.62;63.69;570.88;316.67;86.75;521.0;303.88;347.02;0.33;1044.71
2017-06-22 00:30:00+02:00;;78.75;564.78;321.77;78.87;610.74;344.26;97.01;574.35;335.68;352.15;0.34;1044.71
2017-06-22 00:45:00+02:00;;74.57;559.28;316.93;94.05;650.59;371.84;107.27;627.7;367.49;342.18;0.33;1044.71
2017-06-22 01:00:00+02:00;;70.53;554.1;312.32;112.54;686.02;398.89;127.76;675.16;401.46;356.01;0.34;1044.71
2017-06-22 01:15:00+02:00;;66.65;549.23;307.94;134.34;717.01;425.4;158.47;716.73;437.6;383.42;0.37;1044.71
2017-06-22 01:30:00+02:00;;62.76;544.35;303.56;156.15;748.0;451.91;189.19;758.3;473.74;418.26;0.4;1044.71
2017-06-22 01:45:00+02:00;;58.88;539.48;299.18;177.95;778.99;478.42;219.9;799.86;509.88;448.97;0.43;1044.71
2017-06-22 02:00:00+02:00;;55.31;535.24;295.27;194.71;783.83;489.27;232.07;816.95;524.51;446.11;0.43;1044.71
2017-06-22 02:15:00+02:00;;52.07;531.62;291.84;206.44;762.53;484.48;225.68;809.57;517.62;456.06;0.44;1044.71
2017-06-22 02:30:00+02:00;;48.81;528.01;288.41;218.17;741.22;479.69;219.29;802.19;510.74;430.86;0.41;1044.71
2017-06-22 02:45:00+02:00;;45.56;524.39;284.98;229.9;719.91;474.9;212.91;794.81;503.86;426.37;0.41;1044.71
2017-06-22 03:00:00+02:00;;42.59;521.35;281.97;232.18;700.38;466.28;211.22;783.37;497.3;309.48;0.3;1044.71
2017-06-22 03:15:00+02:00;;39.9;518.86;279.38;225.02;682.64;453.83;214.22;767.88;491.05;254.3;0.24;1044.71
2017-06-22 03:30:00+02:00;;37.22;516.39;276.8;217.86;664.88;441.38;217.22;752.39;484.81;257.85;0.25;1044.71
2017-06-22 03:45:00+02:00;;34.53;513.91;274.21;210.7;647.14;428.92;220.22;736.9;478.56;271.22;0.26;1044.71
2017-06-22 04:00:00+02:00;;32.02;511.83;271.92;213.31;641.26;427.29;205.75;713.31;459.53;278.13;0.27;1044.71
2017-06-22 04:15:00+02:00;;29.71;510.15;269.93;225.67;647.26;436.46;173.81;681.62;427.72;299.66;0.29;1044.71
2017-06-22 04:30:00+02:00;;27.4;508.48;267.93;238.02;653.25;445.64;141.87;649.93;395.9;354.21;0.34;1044.71
2017-06-22 04:45:00+02:00;;25.08;506.81;265.94;250.38;659.25;454.81;109.94;618.24;364.09;386.0;0.37;1044.71
2017-06-22 05:00:00+02:00;;23.02;505.37;264.11;252.97;659.51;456.24;102.95;614.56;358.76;387.07;0.37;1044.71
2017-06-22 05:15:00+02:00;;21.22;504.16;262.45;245.78;654.03;449.9;120.91;638.9;379.9;419.03;0.4;1044.71
2017-06-22 05:30:00+02:00;;19.41;502.96;260.78;238.59;648.54;443.57;138.87;663.24;401.05;410.25;0.39;1044.71
2017-06-22 05:45:00+02:00;;17.6;501.75;259.11;231.4;643.06;437.23;156.83;687.57;422.2;360.24;0.34;1044.71
2017-06-22 06:00:00+02:00;;15.98;500.62;257.47;223.58;637.95;430.76;179.56;698.64;431.36;370.37;0.35;1044.71
2017-06-22 06:15:00+02:00;;14.55;499.54;255.86;215.12;633.23;424.17;176.91;683.63;423.95;394.93;0.38;1044.71
2017-06-22 06:30:00+02:00;;13.12;498.46;254.25;206.66;628.5;417.58;174.27;668.62;416.55;419.92;0.4;1044.71
2017-06-22 06:45:00+02:00;;11.69;497.38;252.63;198.2;623.77;410.98;171.63;653.61;409.15;405.36;0.39;1044.71
2017-06-22 07:00:00+02:00;;10.34;496.19;250.9;196.59;627.3;411.94;173.51;643.92;406.33;432.58;0.41;1044.71
2017-06-22 07:15:00+02:00;;9.08;494.88;249.06;201.83;639.07;420.46;179.91;639.55;408.09;441.37;0.42;1044.71
2017-06-22 07:30:00+02:00;;7.81;493.58;247.22;207.08;650.85;428.97;186.32;635.18;409.85;389.95;0.37;1044.71
2017-06-22 07:45:00+02:00;;6.55;492.27;245.38;212.33;662.63;437.48;192.72;630.82;411.61;377.69;0.36;1044.71
2017-06-22 08:00:00+02:00;;5.34;490.76;243.35;212.43;665.58;439.0;204.36;640.2;422.48;360.11;0.34;1044.71
2017-06-22 08:15:00+02:00;;4.19;489.03;241.12;207.37;659.7;433.53;221.23;663.35;442.43;325.5;0.31;1044.71
2017-06-22 08:30:00+02:00;;3.03;487.3;238.9;202.31;653.82;428.07;238.11;686.5;462.39;341.64;0.33;1044.71
2017-06-22 08:45:00+02:00;;1.88;485.57;236.67;197.25;647.94;422.59;254.98;709.65;482.35;379.17;0.36;1044.71
2017-06-22 09:00:00+02:00;;1.2;483.88;234.43;196.94;649.53;423.22;274.07;731.97;503.02;427.37;0.41;1044.71
2017-06-22 09:15:00+02:00;;0.98;482.21;232.18;201.35;658.6;429.95;295.37;753.46;524.41;469.78;0.45;1044.71
2017-06-22 09:30:00+02:00;;0.78;480.54;229.92;205.77;667.67;436.68;316.67;774.94;545.8;479.76;0.46;1044.71
2017-06-22 09:45:00+02:00;;0.56;478.88;227.67;210.19;676.75;443.41;337.96;796.42;567.19;515.93;0.49;1044.71
2017-06-22 10:00:00+02:00;;0.46;477.57;225.66;212.25;684.62;448.36;355.46;810.96;583.2;546.43;0.52;1044.71
2017-06-22 10:15:00+02:00;;0.44;476.61;223.88;211.97;691.29;451.53;369.14;818.56;593.84;578.15;0.55;1044.71
2017-06-22 10:30:00+02:00;;0.43;475.66;222.1;211.69;697.95;454.7;382.82;826.14;604.48;596.58;0.57;1044.71
2017-06-22 10:45:00+02:00;;0.42;474.71;220.32;211.41;704.62;457.87;396.5;833.73;615.12;633.79;0.61;1044.71
2017-06-22 11:00:00+02:00;;0.41;474.44;219.03;213.44;712.22;462.69;350.06;832.7;583.18;669.09;0.64;1044.71
2017-06-22 11:15:00+02:00;;0.4;474.85;218.23;217.79;720.75;469.16;366.02;840.02;596.83;681.21;0.65;1044.71
2017-06-22 11:30:00+02:00;;0.39;475.26;217.43;222.14;729.28;475.63;381.98;847.34;610.47;696.0;0.67;1044.71
2017-06-22 11:45:00+02:00;;0.38;475.68;216.63;226.48;737.8;482.1;397.94;854.66;624.11;686.86;0.66;1044.71
2017-06-22 12:00:00+02:00;;0.39;477.1;216.57;236.47;750.25;493.31;418.97;869.54;643.16;700.09;0.67;1044.71
2017-06-22 12:15:00+02:00;;0.4;479.54;217.26;252.08;766.61;509.27;445.09;892.0;667.63;729.53;0.7;1044.71
2017-06-22 12:30:00+02:00;;0.41;481.99;217.95;267.7;782.97;525.22;471.21;914.45;692.09;680.34;0.65;1044.71
2017-06-22 12:45:00+02:00;;0.43;484.43;218.64;283.31;799.33;541.18;497.33;936.91;716.55;630.7;0.6;1044.71
2017-06-22 13:00:00+02:00;;0.44;488.22;220.34;298.32;818.56;559.25;521.5;950.1;735.38;735.2;0.7;1044.71
2017-06-22 13:15:00+02:00;;0.45;493.35;223.05;312.73;840.66;579.41;543.73;954.03;748.58;827.91;0.79;1044.71
2017-06-22 13:30:00+02:00;;0.45;498.49;225.75;327.13;862.77;599.58;565.95;957.95;761.77;850.01;0.81;1044.71
2017-06-22 13:45:00+02:00;;0.46;503.63;228.45;341.54;884.87;619.74;588.18;961.88;774.97;843.86;0.81;1044.71
2017-06-22 14:00:00+02:00;;0.46;510.3;232.33;352.04;902.68;634.77;612.43;965.42;788.93;837.96;0.8;1044.71
2017-06-22 14:15:00+02:00;;0.45;518.49;237.37;358.64;916.21;644.67;638.72;968.56;803.64;817.96;0.78;1044.71
2017-06-22 14:30:00+02:00;;0.44;526.69;242.42;365.23;929.73;654.57;665.0;971.71;818.36;766.45;0.73;1044.71
2017-06-22 14:45:00+02:00;;0.43;534.89;247.46;371.82;943.26;664.46;691.29;974.86;833.08;815.24;0.78;1044.71
2017-06-22 15:00:00+02:00;;0.42;544.27;253.41;384.77;952.11;674.46;712.14;974.07;843.13;838.41;0.8;1044.71
2017-06-22 15:15:00+02:00;;0.4;554.84;260.26;404.08;956.28;684.54;727.57;969.33;848.52;843.68;0.81;1044.71
2017-06-22 15:30:00+02:00;;0.38;565.41;267.12;423.39;960.45;694.63;742.99;964.58;853.9;865.88;0.83;1044.71
2017-06-22 15:45:00+02:00;;0.36;575.97;273.98;442.7;964.62;704.72;758.41;959.84;859.29;886.51;0.85;1044.71
2017-06-22 16:00:00+02:00;;0.63;587.17;281.34;468.01;964.2;716.44;712.43;989.73;813.35;876.43;0.84;1044.71
2017-06-22 16:15:00+02:00;;1.18;599.01;289.21;499.32;959.18;729.79;724.5;987.19;821.99;850.92;0.81;1044.71
2017-06-22 16:30:00+02:00;;1.73;610.84;297.08;530.62;954.17;743.15;736.57;984.64;830.63;868.87;0.83;1044.71
2017-06-22 16:45:00+02:00;;2.28;622.68;304.95;561.94;949.16;756.5;748.64;982.1;839.27;863.39;0.83;1044.71
2017-06-22 17:00:00+02:00;;3.22;634.6;312.93;578.86;943.45;762.02;752.32;983.89;845.72;859.77;0.82;1044.71
2017-06-22 17:15:00+02:00;;4.54;646.62;321.03;581.39;937.03;759.7;747.61;990.02;849.97;864.97;0.83;1044.71
2017-06-22 17:30:00+02:00;;5.87;658.64;329.13;583.93;930.61;757.37;742.92;996.14;854.22;862.17;0.83;1044.71
2017-06-22 17:45:00+02:00;;7.2;670.65;337.22;586.46;924.19;755.05;738.21;1002.27;858.47;864.22;0.83;1044.71
