data_interpolated_PV_LF;corr_data_interpolated_PV_LF_data_interpolated_Wind_LF;corr_data_interpolated_PV_LF_data_interpolated_load;corr_data_interpolated_Wind_LF_data_interpolated_load;data_interpolated_Wind_LF;data_interpolated_load
0.0;0.9760015677030836;0.2528912982195225;0.18836909526114193;0.09;8013.0
0.0;1.1617296374675516;0.2664835036221356;0.2362656848257285;0.04;7910.0
1.9;0.9593148843025714;0.22081536248394612;0.23708467947408413;0.04;7903.0
8.01;0.3182522913344845;0.06233306331865209;0.2148424875836233;0.03;8150.0
16.03;-0.5460116747612039;-0.07841993941765954;0.14793126203880355;0.04;8665.0
28.07;-1.945624043529197;-0.0617724314766335;0.037017972363087605;0.02;9632.0
40.86;-3.4973681342828384;0.17893831536011748;-0.06329328516081434;0.01;10423.0
47.57;-4.280781919337094;0.4062625782128345;-0.11740304440609241;0.01;10845.0
43.79;-3.9514739873403295;0.4248685527932685;-0.140886768978513;0.0;10997.0
34.14;-2.7919344651211526;0.32774864282473404;-0.1538191585848826;0.0;11095.0
45.48;-4.154543603148662;0.45758155028875713;-0.14431781111897854;0.0;11023.0
44.17;-3.8838211340637008;0.3891198573993925;-0.12394237549971593;0.01;10896.0
43.54;-3.921434103345014;0.33040921042058785;-0.11040327919206985;0.0;10766.0
26.44;-1.8667060380654366;0.14957556708993225;-0.10499278966287413;0.0;10725.0
18.13;-0.8681802940611506;0.0542644029985015;-0.08189923679435691;0.0;10550.0
16.4;-0.6415855437571928;0.040606401958164166;-0.07829528002265669;0.01;10540.0
8.55;0.28294806063933736;-0.01614648864810148;-0.07477322619492842;0.0;10496.0
2.04;1.065186639877352;-0.030855012933462014;-0.03795550476454932;0.0;10217.0
0.0;1.3103120932791261;-8.207806018051856e-5;-8.207806018051856e-5;0.0;9930.0
0.0;1.3103120932791261;0.04188220658089688;0.04188220658089688;0.0;9612.0
0.0;1.2731664793262325;0.04346576449188093;0.04223356758530864;0.01;9600.0
0.0;1.2731664793262325;0.047688585587838485;0.046336677291111794;0.01;9568.0
0.0;0.9388559537501899;0.13729157071768644;0.09837122715203177;0.1;8889.0
0.0;1.1617296374675516;0.19693891869808583;0.17460708772810013;0.04;8437.0
0.0;1.2731664793262325;0.24734884553107822;0.2403368330686136;0.01;8055.0
0.0;1.2731664793262325;0.25645430351923654;0.24918416337175145;0.01;7986.0
0.85;1.1739262830078843;0.24486003111534554;0.2580314936748893;0.01;7917.0
7.8;0.3624917366402131;0.07034919856700454;0.24008038871200094;0.01;8057.0
21.4;-1.225351404453359;-0.19005070390822817;0.1918688496688147;0.01;8433.0
38.46;-3.2171605211486787;-0.2208747920632322;0.08493155296132196;0.01;9267.0
44.42;-3.913009427098509;0.045677418325554046;-0.014440635226096423;0.01;10042.0
47.66;-4.416491391587812;0.2551415121815048;-0.07569696830966915;0.0;10503.0
50.44;-4.750534901615721;0.39548263179082127;-0.10908364759958297;0.0;10756.0
55.05;-5.304470362489337;0.5425653716139955;-0.13402468469758194;0.0;10945.0
61.74;-6.10833765820398;0.6346314297903384;-0.13613609524556083;0.0;10961.0
60.13;-5.914880805274148;0.5251778004309811;-0.11634162135826018;0.0;10811.0
58.92;-5.769487766736822;0.422786410777058;-0.09601929483396467;0.0;10657.0
47.05;-4.343194074639243;0.25221933824758475;-0.0760928577874153;0.0;10506.0
34.51;-2.7559854911987074;0.1081559096426595;-0.04854773465558452;0.01;10308.0
18.08;-0.8377308729511047;0.03148662781754088;-0.04649617980268307;0.01;10292.0
9.37;0.17918925638161695;-0.006177751235965684;-0.042649514453492444;0.01;10262.0
2.76;0.9509277242219488;-0.0036095811027050118;-0.004695749674814216;0.01;9966.0
0.0;1.2731664793262325;0.032248895955743845;0.03133468242926919;0.01;9685.0
0.0;1.3103120932791261;0.08226293331099047;0.08226293331099047;0.0;9306.0
0.0;1.2731664793262325;0.08331863858497993;0.08095666543382544;0.01;9298.0
0.0;1.2731664793262325;0.07883189117052494;0.07659711137140951;0.01;9332.0
0.0;1.1617296374675516;0.24866847712356496;0.22047078803601347;0.04;8045.0
0.0;1.2360208653733389;0.28944509333140445;0.27303432256527177;0.02;7736.0
0.0;1.2731664793262325;0.3265267410802811;0.3172701400524214;0.01;7455.0
0.0;1.1988752514204453;0.34579336233058705;0.3163850095942695;0.03;7309.0
0.06;1.1183963605083909;0.3478278574567858;0.3001771887395026;0.05;7279.0
3.78;0.4920656678195721;0.22127261537090823;0.19465578261285452;0.15;7363.0
8.21;0.13103559986634625;0.08238653215350994;0.13491505258713896;0.21;7403.0
24.46;-0.19739474250565706;-0.35159433128902773;0.034278508954518054;0.31;7786.0
42.64;0.07837212880148668;-0.6898832203849523;-0.004872055052995729;0.36;8133.0
54.77;1.6025372566359288;-0.7067372672622609;-0.05341750123692594;0.46;8598.0
61.17;0.2953547810731168;-0.5695804631360945;-0.006042574371030505;0.37;8993.0
68.43;-1.2296009049621002;-0.555084146002323;0.01871821938042599;0.29;9132.0
54.23;-1.9591466045777568;-0.37978896411171553;0.03597375606171034;0.22;9205.0
34.77;-1.8108174339416307;-0.2686960402038209;0.07752877931250643;0.13;8999.0
29.05;-1.5622298703961666;-0.26929174225771757;0.11595815021955984;0.1;8703.0
30.86;-1.9219877676178576;-0.3239247435308789;0.14188599431009902;0.07;8588.0
15.84;-0.5425813887495444;-0.08632270658319538;0.1745152552987768;0.03;8484.0
4.86;0.6233833200070198;0.09607396559990232;0.1487509024234725;0.05;8616.0
3.07;0.8613580869430547;0.10954348336650825;0.13950059253648484;0.03;8774.0
0.03;1.2326204611244227;0.15533788564092857;0.14693486963551824;0.02;8749.0
0.0;1.2360208653733389;0.17081021316684883;0.16112572613501674;0.02;8635.0
0.0;1.0131471816559772;0.19126450285039293;0.14788773835458136;0.08;8480.0
0.0;1.0874384095617644;0.171997881600087;0.14274240753370512;0.06;8626.0
0.0;1.124584023514658;0.16843487630037277;0.14456034700560177;0.05;8653.0
0.0;-2.1070843903870866;0.2528912982195225;-0.40666899868836787;0.92;8013.0
0.0;-2.1070843903870866;0.2974948460455734;-0.47839499424485943;0.92;7675.0
0.0;-2.0699387764341926;0.3336527516797093;-0.5270811222061101;0.91;7401.0
0.0;-1.9956475485284053;0.3479047728785658;-0.5298701818273923;0.89;7293.0
0.0;-1.9585019345755121;0.340646799119889;-0.5091591678846994;0.88;7348.0
0.0;-1.9213563206226183;0.29987018291204937;-0.4397101074313233;0.87;7657.0
6.01;-0.8457563025262217;0.080698620165308;-0.25852649092373914;0.86;8567.0
18.83;1.396378926499844;-0.03916610997671064;-0.0790220388158639;0.87;9521.0
26.65;2.827850913849262;0.04813448598294124;0.049827957972917114;0.88;10182.0
36.42;4.756375938482391;0.2339312548947965;0.15510425438473768;0.9;10687.0
37.6;4.976343526047936;0.29773006223884524;0.18867917497667427;0.9;10851.0
41.54;5.815166312710069;0.4076624919824317;0.22923391218646996;0.91;11029.0
39.74;5.571714365281382;0.3802204510233713;0.23122550617202806;0.92;11019.0
28.12;3.2677876344164716;0.20095840781259483;0.20109098780857576;0.91;10894.0
15.71;0.8957583634972723;0.05173159725443826;0.18212797095873526;0.9;10819.0
12.39;0.28698497505660553;0.015935600242951698;0.18814746742064384;0.92;10816.0
9.24;-0.31033510391719976;-0.015182523844131757;0.15428535388249506;0.9;10683.0
5.22;-1.098444996713473;-0.053082782292822095;0.16374365236444108;0.92;10701.0
0.0;-2.1070843903870866;-0.11225076342155134;0.18050801227261518;0.92;10780.0
0.0;-1.3270264973763204;-0.08480242629782758;0.08588417012728218;0.71;10572.0
0.0;-1.9213563206226183;-0.056166420740865926;0.08235878158397153;0.87;10355.0
0.0;-1.9585019345755121;-0.03241305207610514;0.04844725582718547;0.88;10175.0
0.0;-2.0327931624812994;0.0033489640802850137;-0.005195518929205703;0.9;9904.0
0.0;-2.0327931624812994;0.0540228172317747;-0.08380996714447247;0.9;9520.0
0.0;0.3445261305038921;0.27730448268052665;0.07291288913484333;0.26;7828.0
0.0;0.3816717444567858;0.3215121410288315;0.09365104722754765;0.25;7493.0
0.0;0.3445261305038921;0.3488285149933065;0.09171901800837737;0.26;7286.0
0.0;0.3445261305038921;0.3650599835808932;0.09598682954240817;0.26;7163.0
0.0;0.45596297236257294;0.3492244044710526;0.12152326022244093;0.23;7283.0
0.0;0.5673998142212537;0.3095034935372025;0.1340232038112071;0.2;7584.0
2.35;0.5908272998612637;0.14197167833152155;0.10401689070187031;0.15;8558.0
11.87;-0.07652650059462565;0.00018247486136774687;-0.0013602272265521049;0.12;9945.0
23.98;-0.9921066968251633;0.039813843746112285;-0.020967761759655146;0.13;10181.0
38.62;-2.291759452428458;0.19104752798139824;-0.051728721106316475;0.11;10499.0
53.77;-3.8365350279364794;0.3240101515394664;-0.06139679921969849;0.09;10554.0
59.12;-4.80808797560606;0.5780007469130821;-0.10849021809258379;0.06;10920.0
55.83;-4.480004724469353;0.45103137706604474;-0.09085793704383385;0.06;10759.0
43.54;-2.6985919583256806;0.3011842052916032;-0.06925550830075394;0.11;10692.0
31.77;-1.5121124505286054;0.18624868852929455;-0.058706909802010626;0.14;10667.0
24.99;-1.2126805262986033;0.11106976839035054;-0.06161304075257884;0.1;10581.0
10.73;0.017428292632624288;-0.0013020180177658765;-0.06742124049456379;0.06;10545.0
0.48;1.004061600847081;-0.07905116934686063;-0.06628174962981513;0.07;10556.0
0.0;0.9760015677030836;-0.09773481590419744;-0.07279894158875697;0.09;10670.0
0.0;1.0131471816559772;-0.09351199480823988;-0.07230446431575026;0.08;10638.0
0.0;0.9388559537501899;-0.08638598420881165;-0.06189670080205519;0.1;10584.0
0.0;0.9017103397972964;-0.03505231526107839;-0.02412176096585559;0.11;10195.0
0.0;1.0131471816559772;0.02261558533059082;0.017486609989111487;0.08;9758.0
0.0;1.0874384095617644;0.0571899330537428;0.047462379506298176;0.06;9496.0
0.0;-1.9956475485284053;0.1064121914534974;-0.162069197175966;0.89;9123.0
0.0;-1.9585019345755121;0.17714444481078503;-0.26477488809020855;0.88;8587.0
0.0;-1.9585019345755121;0.24299406127587206;-0.36319922676450306;0.88;8088.0
0.0;-1.9585019345755121;0.2641081667556596;-0.3947581329526537;0.88;7928.0
0.0;-1.8099194787639377;0.24748080869032693;-0.34184248055585725;0.84;8054.0
0.0;-1.8099194787639377;0.20300922402352475;-0.2804143767073196;0.84;8391.0
0.03;-1.8049402279614635;0.09427543146293521;-0.13058084150406116;0.84;9213.0
7.7;-0.4009124243642909;-0.018833515140637882;0.06671837412664797;0.72;10415.0
26.49;1.7373355522616376;0.1640136230435011;0.10646220509546153;0.68;10799.0
39.78;2.3335785932417004;0.3950745680361596;0.10034803287294293;0.59;11060.0
43.19;2.3892104361546846;0.4843165951102347;0.10074749257105918;0.57;11169.0
37.24;1.9488913782192034;0.42533545546742063;0.10846840424512581;0.57;11264.0
36.03;1.0034907498178622;0.3665704063709667;0.05288213052031982;0.47;11135.0
35.84;-0.1932362934907574;0.3324161909463198;-0.009375671270433383;0.33;11031.0
30.69;0.38583932073169125;0.21826901518950145;0.019524262021261247;0.41;10841.0
17.48;0.21781657458612969;0.06903633000965605;0.03156494053381184;0.45;10797.0
3.41;-0.1972181942347528;-0.05701433492202202;0.01816655988718707;0.43;10558.0
0.0;-0.4726773764597673;-0.10604849493686358;0.03825556111507663;0.48;10733.0
0.0;-0.5469686043655545;-0.1382475057935395;0.05770918675693171;0.5;10977.0
0.0;-0.8069879020358096;-0.14906848485193044;0.09180748958003422;0.57;11059.0
0.0;-0.8812791299415967;-0.1539511217441313;0.10354320266148934;0.59;11096.0
0.0;-0.8441335159887035;-0.07490518935417713;0.04825566457003746;0.58;10497.0
0.0;-1.067007199706065;-0.01763317824025381;0.014358967022097975;0.64;10063.0
0.0;-0.7698422880829165;-0.006680236022614156;0.003924811662016529;0.56;9980.0
0.0;-0.8069879020358096;0.09994599665031223;-0.06155419809327222;0.57;9172.0
0.0;-1.3641721113292136;0.18347867645472138;-0.19102051696458558;0.72;8539.0
0.0;-1.73562825085815;0.25104381399004116;-0.3325305001756372;0.82;8027.0
0.0;-1.8099194787639377;0.2642401299149083;-0.36499194402400076;0.84;7927.0
0.0;-1.8842107066697245;0.2796798195470027;-0.4021757206797459;0.86;7810.0
0.0;-1.9585019345755121;0.2724218457883259;-0.407184452264238;0.88;7865.0
0.0;-2.0699387764341926;0.2309854137842431;-0.3648944913468415;0.91;8179.0
1.45;-1.8269067810333048;0.1547338269124037;-0.2869842013692516;0.92;8577.0
7.13;-0.7165252163571926;0.0416318044111689;-0.1899914279908947;0.91;9018.0
8.06;-0.5303026914827451;0.013714460128188048;-0.08155799076330605;0.9;9531.0
19.46;1.5365234474262184;-0.006975673653828569;-0.013289854403383912;0.88;9862.0
20.67;1.7205761041262562;0.009881869382985596;0.016181035089075143;0.87;10013.0
32.49;3.876717729414016;0.03882182200280614;0.029314668950619197;0.88;10078.0
32.91;4.102065572079794;-0.026996404615255414;-0.020754628471810456;0.9;9828.0
21.95;2.096600865037076;-0.06367408050289881;-0.09930867166212619;0.91;9453.0
10.43;-0.09012062333417722;0.003437914132575124;-0.12474153665548203;0.91;9331.0
1.33;-1.7848635934455577;0.07964530627937545;-0.14072355205031678;0.9;9242.0
0.0;-2.0327931624812994;0.07355336480057793;-0.11410928572743975;0.9;9372.0
0.0;-1.8842107066697245;0.013774053660930069;-0.019806899070295862;0.86;9825.0
0.0;-1.9213563206226183;-0.016577472966264613;0.024308126763886977;0.87;10055.0
0.0;-1.9585019345755121;-0.00404097283764065;0.006039975636857986;0.88;9960.0
0.0;-2.0327931624812994;0.06893465422687449;-0.10694390633281915;0.9;9407.0
0.0;-1.9956475485284053;0.1099751967532114;-0.16749576908065897;0.89;9096.0
0.0;-2.1070843903870866;0.11406605468992023;-0.183427142695974;0.92;9065.0
