"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|BE","01.01.2018 00:00 - 01.01.2018 01:00 (CET)","330","n/e","n/e","1499","0","0","n/e","n/e","n/e","165","","16","n/e","n/e","4950","510","n/e","0","193","811","1084"
"BZN|BE","01.01.2018 01:00 - 01.01.2018 02:00 (CET)","283","n/e","n/e","1500","0","0","n/e","n/e","n/e","1","","16","n/e","n/e","4950","515","n/e","0","192","818","1101"
"BZN|BE","01.01.2018 02:00 - 01.01.2018 03:00 (CET)","204","n/e","n/e","1566","0","0","n/e","n/e","n/e","0","","16","n/e","n/e","4800","513","n/e","0","194","812","1109"
"BZN|BE","01.01.2018 03:00 - 01.01.2018 04:00 (CET)","184","n/e","n/e","1552","0","0","n/e","n/e","n/e","0","","16","n/e","n/e","4577","540","n/e","0","194","810","1026"
"BZN|BE","01.01.2018 04:00 - 01.01.2018 05:00 (CET)","182","n/e","n/e","1515","0","0","n/e","n/e","n/e","0","","16","n/e","n/e","4522","525","n/e","0","195","809","995"
"BZN|BE","01.01.2018 05:00 - 01.01.2018 06:00 (CET)","181","n/e","n/e","1530","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4529","492","n/e","0","196","796","930"
"BZN|BE","01.01.2018 06:00 - 01.01.2018 07:00 (CET)","181","n/e","n/e","1523","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4527","538","n/e","0","197","772","868"
"BZN|BE","01.01.2018 07:00 - 01.01.2018 08:00 (CET)","187","n/e","n/e","1499","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4530","549","n/e","0","200","796","799"
"BZN|BE","01.01.2018 08:00 - 01.01.2018 09:00 (CET)","206","n/e","n/e","1463","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4530","534","n/e","0","202","800","786"
"BZN|BE","01.01.2018 09:00 - 01.01.2018 10:00 (CET)","208","n/e","n/e","1446","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4531","551","n/e","90","200","732","829"
"BZN|BE","01.01.2018 10:00 - 01.01.2018 11:00 (CET)","212","n/e","n/e","1400","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4530","561","n/e","293","200","764","730"
"BZN|BE","01.01.2018 11:00 - 01.01.2018 12:00 (CET)","208","n/e","n/e","1451","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4636","545","n/e","436","199","790","680"
"BZN|BE","01.01.2018 12:00 - 01.01.2018 13:00 (CET)","210","n/e","n/e","1436","0","0","n/e","n/e","n/e","100","","15","n/e","n/e","4862","547","n/e","242","200","768","622"
"BZN|BE","01.01.2018 13:00 - 01.01.2018 14:00 (CET)","208","n/e","n/e","1568","0","0","n/e","n/e","n/e","34","","15","n/e","n/e","4949","598","n/e","139","200","649","540"
"BZN|BE","01.01.2018 14:00 - 01.01.2018 15:00 (CET)","210","n/e","n/e","1493","0","0","n/e","n/e","n/e","31","","14","n/e","n/e","4946","666","n/e","63","199","447","417"
"BZN|BE","01.01.2018 15:00 - 01.01.2018 16:00 (CET)","217","n/e","n/e","1563","0","0","n/e","n/e","n/e","115","","13","n/e","n/e","4948","673","n/e","26","198","245","378"
"BZN|BE","01.01.2018 16:00 - 01.01.2018 17:00 (CET)","216","n/e","n/e","1713","0","0","n/e","n/e","n/e","374","","15","n/e","n/e","4949","693","n/e","2","201","59","264"
"BZN|BE","01.01.2018 17:00 - 01.01.2018 18:00 (CET)","214","n/e","n/e","1807","0","0","n/e","n/e","n/e","1081","","16","n/e","n/e","4950","705","n/e","0","198","188","184"
"BZN|BE","01.01.2018 18:00 - 01.01.2018 19:00 (CET)","213","n/e","n/e","1603","0","0","n/e","n/e","n/e","815","","16","n/e","n/e","4950","689","n/e","0","200","176","263"
"BZN|BE","01.01.2018 19:00 - 01.01.2018 20:00 (CET)","209","n/e","n/e","1504","0","0","n/e","n/e","n/e","355","","16","n/e","n/e","4946","602","n/e","0","197","196","549"
"BZN|BE","01.01.2018 20:00 - 01.01.2018 21:00 (CET)","203","n/e","n/e","1371","0","0","n/e","n/e","n/e","119","","16","n/e","n/e","4943","463","n/e","0","202","753","611"
"BZN|BE","01.01.2018 21:00 - 01.01.2018 22:00 (CET)","179","n/e","n/e","1450","0","0","n/e","n/e","n/e","184","","16","n/e","n/e","4945","430","n/e","0","200","675","643"
"BZN|BE","01.01.2018 22:00 - 01.01.2018 23:00 (CET)","188","n/e","n/e","1423","0","0","n/e","n/e","n/e","348","","15","n/e","n/e","4944","454","n/e","0","203","795","618"
"BZN|BE","01.01.2018 23:00 - 02.01.2018 00:00 (CET)","185","n/e","n/e","1437","0","0","n/e","n/e","n/e","134","","15","n/e","n/e","4945","523","n/e","0","203","808","689"
"BZN|BE","02.01.2018 00:00 - 02.01.2018 01:00 (CET)","182","n/e","n/e","1393","0","0","n/e","n/e","n/e","17","","15","n/e","n/e","4946","591","n/e","0","205","813","693"
"BZN|BE","02.01.2018 01:00 - 02.01.2018 02:00 (CET)","185","n/e","n/e","1405","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4947","584","n/e","0","201","813","699"
"BZN|BE","02.01.2018 02:00 - 02.01.2018 03:00 (CET)","183","n/e","n/e","1369","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4908","572","n/e","0","204","813","766"
"BZN|BE","02.01.2018 03:00 - 02.01.2018 04:00 (CET)","203","n/e","n/e","1345","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4849","563","n/e","0","203","812","791"
"BZN|BE","02.01.2018 04:00 - 02.01.2018 05:00 (CET)","209","n/e","n/e","1393","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4844","523","n/e","0","202","807","755"
"BZN|BE","02.01.2018 05:00 - 02.01.2018 06:00 (CET)","223","n/e","n/e","1497","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4901","529","n/e","0","200","792","688"
"BZN|BE","02.01.2018 06:00 - 02.01.2018 07:00 (CET)","261","n/e","n/e","1510","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4952","576","n/e","0","185","745","567"
"BZN|BE","02.01.2018 07:00 - 02.01.2018 08:00 (CET)","299","n/e","n/e","1724","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4952","681","n/e","0","183","759","462"
"BZN|BE","02.01.2018 08:00 - 02.01.2018 09:00 (CET)","319","n/e","n/e","1769","0","0","n/e","n/e","n/e","0","","16","n/e","n/e","4948","708","n/e","0","182","744","374"
"BZN|BE","02.01.2018 09:00 - 02.01.2018 10:00 (CET)","342","n/e","n/e","2113","0","0","n/e","n/e","n/e","672","","16","n/e","n/e","4962","715","n/e","59","190","525","310"
"BZN|BE","02.01.2018 10:00 - 02.01.2018 11:00 (CET)","418","n/e","n/e","2311","0","0","n/e","n/e","n/e","939","","16","n/e","n/e","4952","737","n/e","246","198","414","259"
"BZN|BE","02.01.2018 11:00 - 02.01.2018 12:00 (CET)","433","n/e","n/e","2355","0","0","n/e","n/e","n/e","1049","","16","n/e","n/e","4948","769","n/e","325","196","189","168"
"BZN|BE","02.01.2018 12:00 - 02.01.2018 13:00 (CET)","434","n/e","n/e","2391","0","0","n/e","n/e","n/e","633","","16","n/e","n/e","4950","791","n/e","266","194","217","187"
"BZN|BE","02.01.2018 13:00 - 02.01.2018 14:00 (CET)","434","n/e","n/e","2293","0","0","n/e","n/e","n/e","108","","16","n/e","n/e","4950","790","n/e","208","193","318","224"
"BZN|BE","02.01.2018 14:00 - 02.01.2018 15:00 (CET)","431","n/e","n/e","2157","0","0","n/e","n/e","n/e","0","","16","n/e","n/e","4952","754","n/e","129","185","578","243"
"BZN|BE","02.01.2018 15:00 - 02.01.2018 16:00 (CET)","436","n/e","n/e","2337","0","0","n/e","n/e","n/e","21","","16","n/e","n/e","4953","735","n/e","59","186","728","457"
"BZN|BE","02.01.2018 16:00 - 02.01.2018 17:00 (CET)","439","n/e","n/e","2206","0","0","n/e","n/e","n/e","33","","16","n/e","n/e","4947","775","n/e","4","195","756","496"
"BZN|BE","02.01.2018 17:00 - 02.01.2018 18:00 (CET)","435","n/e","n/e","2258","0","0","n/e","n/e","n/e","393","","15","n/e","n/e","4948","771","n/e","0","196","807","624"
"BZN|BE","02.01.2018 18:00 - 02.01.2018 19:00 (CET)","438","n/e","n/e","2062","0","0","n/e","n/e","n/e","495","","15","n/e","n/e","4954","684","n/e","0","199","809","888"
"BZN|BE","02.01.2018 19:00 - 02.01.2018 20:00 (CET)","437","n/e","n/e","1817","0","0","n/e","n/e","n/e","224","","15","n/e","n/e","4944","633","n/e","0","199","806","1003"
"BZN|BE","02.01.2018 20:00 - 02.01.2018 21:00 (CET)","415","n/e","n/e","1712","0","0","n/e","n/e","n/e","2","","15","n/e","n/e","4941","574","n/e","0","199","805","987"
"BZN|BE","02.01.2018 21:00 - 02.01.2018 22:00 (CET)","327","n/e","n/e","1685","0","0","n/e","n/e","n/e","52","","15","n/e","n/e","4943","548","n/e","0","199","791","864"
"BZN|BE","02.01.2018 22:00 - 02.01.2018 23:00 (CET)","300","n/e","n/e","1702","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4940","532","n/e","0","197","806","903"
"BZN|BE","02.01.2018 23:00 - 03.01.2018 00:00 (CET)","301","n/e","n/e","1668","0","0","n/e","n/e","n/e","15","","14","n/e","n/e","4938","546","n/e","0","191","804","981"
"BZN|BE","03.01.2018 00:00 - 03.01.2018 01:00 (CET)","307","n/e","n/e","1671","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4938","476","n/e","0","194","807","1071"
"BZN|BE","03.01.2018 01:00 - 03.01.2018 02:00 (CET)","337","n/e","n/e","1613","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4937","482","n/e","0","195","808","1165"
"BZN|BE","03.01.2018 02:00 - 03.01.2018 03:00 (CET)","371","n/e","n/e","1628","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4931","505","n/e","0","199","477","1233"
"BZN|BE","03.01.2018 03:00 - 03.01.2018 04:00 (CET)","416","n/e","n/e","1635","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4929","550","n/e","0","198","538","1173"
"BZN|BE","03.01.2018 04:00 - 03.01.2018 05:00 (CET)","419","n/e","n/e","1650","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4924","494","n/e","0","197","803","1125"
"BZN|BE","03.01.2018 05:00 - 03.01.2018 06:00 (CET)","416","n/e","n/e","1674","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4931","526","n/e","0","198","627","897"
"BZN|BE","03.01.2018 06:00 - 03.01.2018 07:00 (CET)","411","n/e","n/e","1658","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4934","547","n/e","0","198","585","915"
"BZN|BE","03.01.2018 07:00 - 03.01.2018 08:00 (CET)","416","n/e","n/e","1674","0","0","n/e","n/e","n/e","62","","13","n/e","n/e","4933","588","n/e","0","196","729","934"
"BZN|BE","03.01.2018 08:00 - 03.01.2018 09:00 (CET)","412","n/e","n/e","1610","0","0","n/e","n/e","n/e","112","","15","n/e","n/e","4933","598","n/e","0","199","649","982"
"BZN|BE","03.01.2018 09:00 - 03.01.2018 10:00 (CET)","415","n/e","n/e","1612","0","0","n/e","n/e","n/e","297","","13","n/e","n/e","4934","603","n/e","65","197","346","955"
"BZN|BE","03.01.2018 10:00 - 03.01.2018 11:00 (CET)","414","n/e","n/e","1743","0","0","n/e","n/e","n/e","429","","11","n/e","n/e","4941","609","n/e","221","192","265","1060"
"BZN|BE","03.01.2018 11:00 - 03.01.2018 12:00 (CET)","414","n/e","n/e","1867","0","0","n/e","n/e","n/e","565","","12","n/e","n/e","4935","628","n/e","202","193","268","1059"
"BZN|BE","03.01.2018 12:00 - 03.01.2018 13:00 (CET)","413","n/e","n/e","1843","0","0","n/e","n/e","n/e","595","","14","n/e","n/e","4936","650","n/e","217","200","334","1035"
"BZN|BE","03.01.2018 13:00 - 03.01.2018 14:00 (CET)","410","n/e","n/e","1871","0","0","n/e","n/e","n/e","185","","14","n/e","n/e","4935","657","n/e","157","199","704","1082"
"BZN|BE","03.01.2018 14:00 - 03.01.2018 15:00 (CET)","407","n/e","n/e","1946","0","0","n/e","n/e","n/e","31","","14","n/e","n/e","4935","664","n/e","100","197","746","1124"
"BZN|BE","03.01.2018 15:00 - 03.01.2018 16:00 (CET)","415","n/e","n/e","1917","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4938","671","n/e","45","198","806","1165"
"BZN|BE","03.01.2018 16:00 - 03.01.2018 17:00 (CET)","419","n/e","n/e","1798","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4939","657","n/e","4","201","806","1145"
"BZN|BE","03.01.2018 17:00 - 03.01.2018 18:00 (CET)","419","n/e","n/e","1746","0","0","n/e","n/e","n/e","654","","13","n/e","n/e","4938","638","n/e","0","194","808","1159"
"BZN|BE","03.01.2018 18:00 - 03.01.2018 19:00 (CET)","419","n/e","n/e","1668","0","0","n/e","n/e","n/e","680","","14","n/e","n/e","4938","605","n/e","0","197","805","1169"
"BZN|BE","03.01.2018 19:00 - 03.01.2018 20:00 (CET)","401","n/e","n/e","1601","0","0","n/e","n/e","n/e","337","","14","n/e","n/e","4937","577","n/e","0","198","808","1148"
"BZN|BE","03.01.2018 20:00 - 03.01.2018 21:00 (CET)","317","n/e","n/e","1615","0","0","n/e","n/e","n/e","203","","14","n/e","n/e","4939","562","n/e","0","200","807","1118"
"BZN|BE","03.01.2018 21:00 - 03.01.2018 22:00 (CET)","304","n/e","n/e","1642","0","0","n/e","n/e","n/e","63","","13","n/e","n/e","4940","554","n/e","0","203","809","1121"
"BZN|BE","03.01.2018 22:00 - 03.01.2018 23:00 (CET)","298","n/e","n/e","1624","0","0","n/e","n/e","n/e","167","","13","n/e","n/e","4941","488","n/e","0","203","808","995"
"BZN|BE","03.01.2018 23:00 - 04.01.2018 00:00 (CET)","302","n/e","n/e","1614","0","0","n/e","n/e","n/e","112","","11","n/e","n/e","4942","579","n/e","0","198","809","976"
"BZN|BE","04.01.2018 00:00 - 04.01.2018 01:00 (CET)","300","n/e","n/e","1700","0","0","n/e","n/e","n/e","0","","11","n/e","n/e","4939","658","n/e","0","202","809","967"
"BZN|BE","04.01.2018 01:00 - 04.01.2018 02:00 (CET)","301","n/e","n/e","1716","0","0","n/e","n/e","n/e","0","","11","n/e","n/e","4941","670","n/e","0","202","809","888"
"BZN|BE","04.01.2018 02:00 - 04.01.2018 03:00 (CET)","303","n/e","n/e","1714","0","0","n/e","n/e","n/e","0","","10","n/e","n/e","4941","670","n/e","0","203","807","810"
"BZN|BE","04.01.2018 03:00 - 04.01.2018 04:00 (CET)","332","n/e","n/e","1627","0","0","n/e","n/e","n/e","0","","10","n/e","n/e","4942","681","n/e","0","202","792","658"
"BZN|BE","04.01.2018 04:00 - 04.01.2018 05:00 (CET)","338","n/e","n/e","1594","0","0","n/e","n/e","n/e","0","","10","n/e","n/e","4943","657","n/e","0","203","779","589"
"BZN|BE","04.01.2018 05:00 - 04.01.2018 06:00 (CET)","344","n/e","n/e","1547","0","0","n/e","n/e","n/e","0","","10","n/e","n/e","4944","601","n/e","0","201","638","465"
"BZN|BE","04.01.2018 06:00 - 04.01.2018 07:00 (CET)","376","n/e","n/e","1687","0","0","n/e","n/e","n/e","6","","10","n/e","n/e","4945","628","n/e","0","201","409","337"
"BZN|BE","04.01.2018 07:00 - 04.01.2018 08:00 (CET)","424","n/e","n/e","1694","0","0","n/e","n/e","n/e","37","","10","n/e","n/e","4945","717","n/e","0","199","395","219"
"BZN|BE","04.01.2018 08:00 - 04.01.2018 09:00 (CET)","429","n/e","n/e","2026","0","0","n/e","n/e","n/e","12","","9","n/e","n/e","4940","756","n/e","0","202","337","188"
"BZN|BE","04.01.2018 09:00 - 04.01.2018 10:00 (CET)","432","n/e","n/e","2243","0","0","n/e","n/e","n/e","63","","8","n/e","n/e","4945","790","n/e","9","200","99","229"
"BZN|BE","04.01.2018 10:00 - 04.01.2018 11:00 (CET)","427","n/e","n/e","2231","0","0","n/e","n/e","n/e","108","","10","n/e","n/e","4939","772","n/e","46","201","111","268"
"BZN|BE","04.01.2018 11:00 - 04.01.2018 12:00 (CET)","428","n/e","n/e","2276","0","0","n/e","n/e","n/e","263","","9","n/e","n/e","4935","762","n/e","74","200","193","340"
"BZN|BE","04.01.2018 12:00 - 04.01.2018 13:00 (CET)","428","n/e","n/e","2327","0","0","n/e","n/e","n/e","146","","9","n/e","n/e","4935","770","n/e","92","200","435","643"
"BZN|BE","04.01.2018 13:00 - 04.01.2018 14:00 (CET)","423","n/e","n/e","2298","0","0","n/e","n/e","n/e","253","","11","n/e","n/e","4931","766","n/e","124","198","774","924"
"BZN|BE","04.01.2018 14:00 - 04.01.2018 15:00 (CET)","427","n/e","n/e","2373","0","0","n/e","n/e","n/e","380","","14","n/e","n/e","4918","783","n/e","128","198","811","1074"
"BZN|BE","04.01.2018 15:00 - 04.01.2018 16:00 (CET)","426","n/e","n/e","2393","0","0","n/e","n/e","n/e","310","","14","n/e","n/e","4921","795","n/e","79","196","819","1161"
"BZN|BE","04.01.2018 16:00 - 04.01.2018 17:00 (CET)","432","n/e","n/e","2320","0","0","n/e","n/e","n/e","455","","14","n/e","n/e","4932","796","n/e","12","197","819","1214"
"BZN|BE","04.01.2018 17:00 - 04.01.2018 18:00 (CET)","433","n/e","n/e","2389","0","0","n/e","n/e","n/e","774","","14","n/e","n/e","4931","722","n/e","0","198","818","1212"
"BZN|BE","04.01.2018 18:00 - 04.01.2018 19:00 (CET)","437","n/e","n/e","2054","0","0","n/e","n/e","n/e","644","","14","n/e","n/e","4938","750","n/e","0","202","816","1189"
"BZN|BE","04.01.2018 19:00 - 04.01.2018 20:00 (CET)","437","n/e","n/e","1754","0","0","n/e","n/e","n/e","663","","14","n/e","n/e","4940","753","n/e","0","197","767","1141"
"BZN|BE","04.01.2018 20:00 - 04.01.2018 21:00 (CET)","430","n/e","n/e","1730","0","0","n/e","n/e","n/e","191","","12","n/e","n/e","4942","740","n/e","0","200","811","1159"
"BZN|BE","04.01.2018 21:00 - 04.01.2018 22:00 (CET)","426","n/e","n/e","1724","0","0","n/e","n/e","n/e","45","","9","n/e","n/e","4945","710","n/e","0","199","817","1111"
"BZN|BE","04.01.2018 22:00 - 04.01.2018 23:00 (CET)","428","n/e","n/e","1711","0","0","n/e","n/e","n/e","61","","9","n/e","n/e","4947","704","n/e","0","198","817","995"
"BZN|BE","04.01.2018 23:00 - 05.01.2018 00:00 (CET)","425","n/e","n/e","1651","0","0","n/e","n/e","n/e","32","","9","n/e","n/e","4949","714","n/e","0","196","817","914"
"BZN|BE","05.01.2018 00:00 - 05.01.2018 01:00 (CET)","355","n/e","n/e","1558","0","0","n/e","n/e","n/e","0","","9","n/e","n/e","4948","661","n/e","0","199","810","849"
"BZN|BE","05.01.2018 01:00 - 05.01.2018 02:00 (CET)","334","n/e","n/e","1589","0","0","n/e","n/e","n/e","0","","9","n/e","n/e","4947","656","n/e","0","200","562","763"
"BZN|BE","05.01.2018 02:00 - 05.01.2018 03:00 (CET)","347","n/e","n/e","1642","0","0","n/e","n/e","n/e","0","","9","n/e","n/e","4946","654","n/e","0","202","298","814"
"BZN|BE","05.01.2018 03:00 - 05.01.2018 04:00 (CET)","420","n/e","n/e","1646","0","0","n/e","n/e","n/e","0","","9","n/e","n/e","4946","657","n/e","0","200","29","879"
"BZN|BE","05.01.2018 04:00 - 05.01.2018 05:00 (CET)","418","n/e","n/e","1648","0","0","n/e","n/e","n/e","0","","9","n/e","n/e","4944","661","n/e","0","201","135","1034"
"BZN|BE","05.01.2018 05:00 - 05.01.2018 06:00 (CET)","348","n/e","n/e","1497","0","0","n/e","n/e","n/e","0","","9","n/e","n/e","4946","636","n/e","0","200","435","988"
"BZN|BE","05.01.2018 06:00 - 05.01.2018 07:00 (CET)","377","n/e","n/e","1702","0","0","n/e","n/e","n/e","68","","9","n/e","n/e","4946","648","n/e","0","203","522","781"
"BZN|BE","05.01.2018 07:00 - 05.01.2018 08:00 (CET)","424","n/e","n/e","1732","0","0","n/e","n/e","n/e","315","","9","n/e","n/e","4946","739","n/e","0","201","357","645"
"BZN|BE","05.01.2018 08:00 - 05.01.2018 09:00 (CET)","428","n/e","n/e","1842","0","0","n/e","n/e","n/e","306","","9","n/e","n/e","4943","795","n/e","0","201","537","614"
"BZN|BE","05.01.2018 09:00 - 05.01.2018 10:00 (CET)","413","n/e","n/e","1833","0","0","n/e","n/e","n/e","115","","9","n/e","n/e","4947","810","n/e","65","195","565","492"
"BZN|BE","05.01.2018 10:00 - 05.01.2018 11:00 (CET)","399","n/e","n/e","1931","0","0","n/e","n/e","n/e","512","","11","n/e","n/e","4946","807","n/e","164","197","372","381"
"BZN|BE","05.01.2018 11:00 - 05.01.2018 12:00 (CET)","408","n/e","n/e","1883","0","0","n/e","n/e","n/e","365","","10","n/e","n/e","4947","811","n/e","251","195","296","293"
"BZN|BE","05.01.2018 12:00 - 05.01.2018 13:00 (CET)","427","n/e","n/e","1915","0","0","n/e","n/e","n/e","639","","7","n/e","n/e","4946","811","n/e","286","198","299","293"
"BZN|BE","05.01.2018 13:00 - 05.01.2018 14:00 (CET)","428","n/e","n/e","1834","0","0","n/e","n/e","n/e","249","","8","n/e","n/e","4945","808","n/e","286","193","451","293"
"BZN|BE","05.01.2018 14:00 - 05.01.2018 15:00 (CET)","425","n/e","n/e","2150","0","0","n/e","n/e","n/e","158","","14","n/e","n/e","4944","800","n/e","205","197","360","420"
"BZN|BE","05.01.2018 15:00 - 05.01.2018 16:00 (CET)","431","n/e","n/e","2286","0","0","n/e","n/e","n/e","47","","14","n/e","n/e","4944","819","n/e","100","196","416","484"
"BZN|BE","05.01.2018 16:00 - 05.01.2018 17:00 (CET)","429","n/e","n/e","2298","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4947","814","n/e","18","194","667","508"
"BZN|BE","05.01.2018 17:00 - 05.01.2018 18:00 (CET)","431","n/e","n/e","2414","0","0","n/e","n/e","n/e","471","","13","n/e","n/e","4947","801","n/e","0","192","751","458"
"BZN|BE","05.01.2018 18:00 - 05.01.2018 19:00 (CET)","431","n/e","n/e","2380","0","0","n/e","n/e","n/e","453","","13","n/e","n/e","4947","757","n/e","0","198","768","505"
"BZN|BE","05.01.2018 19:00 - 05.01.2018 20:00 (CET)","426","n/e","n/e","2359","0","0","n/e","n/e","n/e","314","","13","n/e","n/e","4949","641","n/e","0","196","758","583"
"BZN|BE","05.01.2018 20:00 - 05.01.2018 21:00 (CET)","414","n/e","n/e","1810","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4951","579","n/e","0","199","778","628"
"BZN|BE","05.01.2018 21:00 - 05.01.2018 22:00 (CET)","414","n/e","n/e","1595","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4952","551","n/e","0","199","726","561"
"BZN|BE","05.01.2018 22:00 - 05.01.2018 23:00 (CET)","414","n/e","n/e","1684","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4951","567","n/e","0","201","542","534"
"BZN|BE","05.01.2018 23:00 - 06.01.2018 00:00 (CET)","414","n/e","n/e","1717","0","0","n/e","n/e","n/e","50","","13","n/e","n/e","4950","672","n/e","0","199","341","492"
"BZN|BE","06.01.2018 00:00 - 06.01.2018 01:00 (CET)","412","n/e","n/e","1615","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4949","661","n/e","0","200","261","391"
"BZN|BE","06.01.2018 01:00 - 06.01.2018 02:00 (CET)","416","n/e","n/e","1604","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4950","655","n/e","0","196","193","389"
"BZN|BE","06.01.2018 02:00 - 06.01.2018 03:00 (CET)","420","n/e","n/e","1656","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4950","621","n/e","0","199","144","416"
"BZN|BE","06.01.2018 03:00 - 06.01.2018 04:00 (CET)","421","n/e","n/e","1702","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4949","633","n/e","0","200","58","288"
"BZN|BE","06.01.2018 04:00 - 06.01.2018 05:00 (CET)","423","n/e","n/e","1626","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4953","647","n/e","0","199","14","257"
"BZN|BE","06.01.2018 05:00 - 06.01.2018 06:00 (CET)","421","n/e","n/e","1656","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4956","605","n/e","0","198","7","274"
"BZN|BE","06.01.2018 06:00 - 06.01.2018 07:00 (CET)","416","n/e","n/e","1651","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4959","624","n/e","0","198","3","198"
"BZN|BE","06.01.2018 07:00 - 06.01.2018 08:00 (CET)","419","n/e","n/e","1623","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4955","657","n/e","0","193","7","131"
"BZN|BE","06.01.2018 08:00 - 06.01.2018 09:00 (CET)","418","n/e","n/e","1561","0","0","n/e","n/e","n/e","0","","13","n/e","n/e","4955","715","n/e","0","193","23","91"
"BZN|BE","06.01.2018 09:00 - 06.01.2018 10:00 (CET)","417","n/e","n/e","1750","0","0","n/e","n/e","n/e","86","","13","n/e","n/e","4958","766","n/e","29","193","18","72"
"BZN|BE","06.01.2018 10:00 - 06.01.2018 11:00 (CET)","417","n/e","n/e","1756","0","0","n/e","n/e","n/e","226","","13","n/e","n/e","4955","777","n/e","104","196","29","43"
"BZN|BE","06.01.2018 11:00 - 06.01.2018 12:00 (CET)","414","n/e","n/e","1743","0","0","n/e","n/e","n/e","234","","12","n/e","n/e","4953","807","n/e","165","192","36","36"
"BZN|BE","06.01.2018 12:00 - 06.01.2018 13:00 (CET)","410","n/e","n/e","1794","0","0","n/e","n/e","n/e","269","","14","n/e","n/e","4953","814","n/e","179","190","18","23"
"BZN|BE","06.01.2018 13:00 - 06.01.2018 14:00 (CET)","413","n/e","n/e","1733","0","0","n/e","n/e","n/e","167","","15","n/e","n/e","4950","822","n/e","170","185","22","22"
"BZN|BE","06.01.2018 14:00 - 06.01.2018 15:00 (CET)","415","n/e","n/e","1699","0","0","n/e","n/e","n/e","43","","14","n/e","n/e","4950","766","n/e","125","200","99","25"
"BZN|BE","06.01.2018 15:00 - 06.01.2018 16:00 (CET)","423","n/e","n/e","1732","0","0","n/e","n/e","n/e","0","","14","n/e","n/e","4950","734","n/e","67","199","216","26"
"BZN|BE","06.01.2018 16:00 - 06.01.2018 17:00 (CET)","425","n/e","n/e","1745","0","0","n/e","n/e","n/e","215","","14","n/e","n/e","4951","748","n/e","9","199","351","46"
"BZN|BE","06.01.2018 17:00 - 06.01.2018 18:00 (CET)","425","n/e","n/e","1744","0","0","n/e","n/e","n/e","500","","14","n/e","n/e","4950","743","n/e","0","198","607","108"
"BZN|BE","06.01.2018 18:00 - 06.01.2018 19:00 (CET)","423","n/e","n/e","1639","0","0","n/e","n/e","n/e","441","","14","n/e","n/e","4950","655","n/e","0","200","769","152"
