"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|BE","04.02.2018 15:00 - 04.02.2018 16:00 (CET)","384","n/e","n/e","1822","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4973","769","n/e","367","203","815","541"
"BZN|BE","04.02.2018 16:00 - 04.02.2018 17:00 (CET)","384","n/e","n/e","1995","0","0","n/e","n/e","n/e","6","","17","n/e","n/e","4971","765","n/e","158","203","741","515"
"BZN|BE","04.02.2018 17:00 - 04.02.2018 18:00 (CET)","387","n/e","n/e","1992","0","0","n/e","n/e","n/e","48","","17","n/e","n/e","4972","796","n/e","16","201","718","446"
"BZN|BE","04.02.2018 18:00 - 04.02.2018 19:00 (CET)","389","n/e","n/e","2173","0","0","n/e","n/e","n/e","868","","17","n/e","n/e","4971","815","n/e","0","201","765","380"
"BZN|BE","04.02.2018 19:00 - 04.02.2018 20:00 (CET)","404","n/e","n/e","2197","0","0","n/e","n/e","n/e","953","","18","n/e","n/e","4970","819","n/e","0","199","657","355"
"BZN|BE","04.02.2018 20:00 - 04.02.2018 21:00 (CET)","394","n/e","n/e","2034","0","0","n/e","n/e","n/e","120","","19","n/e","n/e","4970","784","n/e","0","202","778","357"
"BZN|BE","04.02.2018 21:00 - 04.02.2018 22:00 (CET)","389","n/e","n/e","1994","0","0","n/e","n/e","n/e","0","","17","n/e","n/e","4970","764","n/e","0","201","815","342"
"BZN|BE","04.02.2018 22:00 - 04.02.2018 23:00 (CET)","390","n/e","n/e","1952","0","0","n/e","n/e","n/e","67","","13","n/e","n/e","4970","713","n/e","0","201","789","331"
"BZN|BE","04.02.2018 23:00 - 05.02.2018 00:00 (CET)","389","n/e","n/e","1959","0","0","n/e","n/e","n/e","289","","19","n/e","n/e","4969","721","n/e","0","199","736","299"
"BZN|BE","05.02.2018 00:00 - 05.02.2018 01:00 (CET)","388","n/e","n/e","1887","0","0","n/e","n/e","n/e","0","","16","n/e","n/e","4969","724","n/e","0","200","756","300"
"BZN|BE","05.02.2018 01:00 - 05.02.2018 02:00 (CET)","394","n/e","n/e","1945","0","0","n/e","n/e","n/e","0","","9","n/e","n/e","4969","765","n/e","0","197","736","257"
"BZN|BE","05.02.2018 02:00 - 05.02.2018 03:00 (CET)","389","n/e","n/e","1901","0","0","n/e","n/e","n/e","0","","11","n/e","n/e","4969","772","n/e","0","200","630","204"
"BZN|BE","05.02.2018 03:00 - 05.02.2018 04:00 (CET)","388","n/e","n/e","1875","0","0","n/e","n/e","n/e","0","","16","n/e","n/e","4970","770","n/e","0","198","630","195"
"BZN|BE","05.02.2018 04:00 - 05.02.2018 05:00 (CET)","360","n/e","n/e","1883","0","0","n/e","n/e","n/e","0","","17","n/e","n/e","4971","695","n/e","0","198","598","200"
"BZN|BE","05.02.2018 05:00 - 05.02.2018 06:00 (CET)","366","n/e","n/e","1980","0","0","n/e","n/e","n/e","0","","17","n/e","n/e","4972","730","n/e","0","184","606","196"
"BZN|BE","05.02.2018 06:00 - 05.02.2018 07:00 (CET)","394","n/e","n/e","2562","0","0","n/e","n/e","n/e","0","","17","n/e","n/e","4973","798","n/e","0","182","660","212"
"BZN|BE","05.02.2018 07:00 - 05.02.2018 08:00 (CET)","400","n/e","n/e","3233","0","0","n/e","n/e","n/e","133","","18","n/e","n/e","4971","815","n/e","0","180","715","234"
"BZN|BE","05.02.2018 08:00 - 05.02.2018 09:00 (CET)","413","n/e","n/e","3639","0","0","n/e","n/e","n/e","113","","19","n/e","n/e","4972","804","n/e","19","176","795","257"
"BZN|BE","05.02.2018 09:00 - 05.02.2018 10:00 (CET)","418","n/e","n/e","3726","0","0","n/e","n/e","n/e","313","","18","n/e","n/e","4973","779","n/e","201","175","798","303"
"BZN|BE","05.02.2018 10:00 - 05.02.2018 11:00 (CET)","416","n/e","n/e","3701","0","0","n/e","n/e","n/e","303","","19","n/e","n/e","4971","771","n/e","652","175","786","294"
"BZN|BE","05.02.2018 11:00 - 05.02.2018 12:00 (CET)","417","n/e","n/e","3557","0","0","n/e","n/e","n/e","86","","20","n/e","n/e","4969","766","n/e","1133","179","754","297"
"BZN|BE","05.02.2018 12:00 - 05.02.2018 13:00 (CET)","418","n/e","n/e","3437","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4968","763","n/e","1343","178","714","334"
"BZN|BE","05.02.2018 13:00 - 05.02.2018 14:00 (CET)","419","n/e","n/e","3480","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4971","742","n/e","1347","180","646","366"
"BZN|BE","05.02.2018 14:00 - 05.02.2018 15:00 (CET)","414","n/e","n/e","3486","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4969","749","n/e","1143","185","577","409"
"BZN|BE","05.02.2018 15:00 - 05.02.2018 16:00 (CET)","407","n/e","n/e","3624","0","0","n/e","n/e","n/e","13","","18","n/e","n/e","4968","752","n/e","715","185","535","465"
"BZN|BE","05.02.2018 16:00 - 05.02.2018 17:00 (CET)","401","n/e","n/e","3450","0","0","n/e","n/e","n/e","40","","18","n/e","n/e","4970","761","n/e","253","186","560","524"
"BZN|BE","05.02.2018 17:00 - 05.02.2018 18:00 (CET)","402","n/e","n/e","3737","0","0","n/e","n/e","n/e","429","","18","n/e","n/e","4969","772","n/e","23","184","528","571"
"BZN|BE","05.02.2018 18:00 - 05.02.2018 19:00 (CET)","403","n/e","n/e","3770","0","0","n/e","n/e","n/e","765","","18","n/e","n/e","4969","768","n/e","0","185","557","610"
"BZN|BE","05.02.2018 19:00 - 05.02.2018 20:00 (CET)","403","n/e","n/e","3677","0","0","n/e","n/e","n/e","437","","18","n/e","n/e","4969","748","n/e","0","202","669","666"
"BZN|BE","05.02.2018 20:00 - 05.02.2018 21:00 (CET)","388","n/e","n/e","3581","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4968","741","n/e","0","205","674","589"
"BZN|BE","05.02.2018 21:00 - 05.02.2018 22:00 (CET)","388","n/e","n/e","2994","0","0","n/e","n/e","n/e","97","","18","n/e","n/e","4971","772","n/e","0","207","643","540"
"BZN|BE","05.02.2018 22:00 - 05.02.2018 23:00 (CET)","390","n/e","n/e","2490","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4970","773","n/e","0","207","561","483"
"BZN|BE","05.02.2018 23:00 - 06.02.2018 00:00 (CET)","389","n/e","n/e","2298","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4971","769","n/e","0","207","452","489"
"BZN|BE","06.02.2018 00:00 - 06.02.2018 01:00 (CET)","391","n/e","n/e","2073","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4970","713","n/e","0","206","377","448"
"BZN|BE","06.02.2018 01:00 - 06.02.2018 02:00 (CET)","389","n/e","n/e","2154","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4969","714","n/e","0","206","325","350"
"BZN|BE","06.02.2018 02:00 - 06.02.2018 03:00 (CET)","394","n/e","n/e","2207","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4970","726","n/e","0","206","253","244"
"BZN|BE","06.02.2018 03:00 - 06.02.2018 04:00 (CET)","396","n/e","n/e","2213","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4972","750","n/e","0","205","210","182"
"BZN|BE","06.02.2018 04:00 - 06.02.2018 05:00 (CET)","398","n/e","n/e","2264","0","0","n/e","n/e","n/e","0","","17","n/e","n/e","4971","763","n/e","0","208","156","184"
"BZN|BE","06.02.2018 05:00 - 06.02.2018 06:00 (CET)","401","n/e","n/e","2595","0","0","n/e","n/e","n/e","0","","17","n/e","n/e","4972","738","n/e","0","203","178","195"
"BZN|BE","06.02.2018 06:00 - 06.02.2018 07:00 (CET)","401","n/e","n/e","3391","0","0","n/e","n/e","n/e","197","","17","n/e","n/e","4971","740","n/e","0","206","207","168"
"BZN|BE","06.02.2018 07:00 - 06.02.2018 08:00 (CET)","386","n/e","n/e","3485","0","0","n/e","n/e","n/e","510","","16","n/e","n/e","4972","748","n/e","0","204","291","144"
"BZN|BE","06.02.2018 08:00 - 06.02.2018 09:00 (CET)","388","n/e","n/e","3403","0","0","n/e","n/e","n/e","65","","19","n/e","n/e","4971","742","n/e","27","203","388","133"
"BZN|BE","06.02.2018 09:00 - 06.02.2018 10:00 (CET)","387","n/e","n/e","3801","0","0","n/e","n/e","n/e","116","","19","n/e","n/e","4974","739","n/e","189","200","337","138"
"BZN|BE","06.02.2018 10:00 - 06.02.2018 11:00 (CET)","407","n/e","n/e","3861","0","0","n/e","n/e","n/e","859","","19","n/e","n/e","4975","744","n/e","401","199","303","126"
"BZN|BE","06.02.2018 11:00 - 06.02.2018 12:00 (CET)","415","n/e","n/e","3811","0","0","n/e","n/e","n/e","165","","19","n/e","n/e","4972","757","n/e","577","203","230","112"
"BZN|BE","06.02.2018 12:00 - 06.02.2018 13:00 (CET)","412","n/e","n/e","3830","0","0","n/e","n/e","n/e","136","","19","n/e","n/e","4970","757","n/e","621","203","163","90"
"BZN|BE","06.02.2018 13:00 - 06.02.2018 14:00 (CET)","416","n/e","n/e","3869","0","0","n/e","n/e","n/e","70","","15","n/e","n/e","4970","764","n/e","583","199","133","88"
"BZN|BE","06.02.2018 14:00 - 06.02.2018 15:00 (CET)","408","n/e","n/e","3674","0","0","n/e","n/e","n/e","22","","9","n/e","n/e","4972","760","n/e","643","204","148","97"
"BZN|BE","06.02.2018 15:00 - 06.02.2018 16:00 (CET)","407","n/e","n/e","3541","0","0","n/e","n/e","n/e","0","","15","n/e","n/e","4970","724","n/e","465","207","294","125"
"BZN|BE","06.02.2018 16:00 - 06.02.2018 17:00 (CET)","404","n/e","n/e","3747","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4970","733","n/e","182","206","399","140"
"BZN|BE","06.02.2018 17:00 - 06.02.2018 18:00 (CET)","406","n/e","n/e","3892","0","0","n/e","n/e","n/e","412","","20","n/e","n/e","4970","737","n/e","17","202","284","162"
"BZN|BE","06.02.2018 18:00 - 06.02.2018 19:00 (CET)","413","n/e","n/e","3939","0","0","n/e","n/e","n/e","1081","","20","n/e","n/e","4971","770","n/e","0","205","273","166"
"BZN|BE","06.02.2018 19:00 - 06.02.2018 20:00 (CET)","409","n/e","n/e","3874","0","0","n/e","n/e","n/e","619","","19","n/e","n/e","4972","770","n/e","0","204","305","186"
"BZN|BE","06.02.2018 20:00 - 06.02.2018 21:00 (CET)","409","n/e","n/e","3797","0","0","n/e","n/e","n/e","65","","19","n/e","n/e","4971","733","n/e","0","203","333","188"
"BZN|BE","06.02.2018 21:00 - 06.02.2018 22:00 (CET)","407","n/e","n/e","3743","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4970","708","n/e","0","203","340","178"
"BZN|BE","06.02.2018 22:00 - 06.02.2018 23:00 (CET)","409","n/e","n/e","3707","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4971","693","n/e","0","206","326","214"
"BZN|BE","06.02.2018 23:00 - 07.02.2018 00:00 (CET)","409","n/e","n/e","3665","0","0","n/e","n/e","n/e","88","","19","n/e","n/e","4971","713","n/e","0","204","243","238"
"BZN|BE","07.02.2018 00:00 - 07.02.2018 01:00 (CET)","406","n/e","n/e","3097","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4971","714","n/e","0","198","164","216"
"BZN|BE","07.02.2018 01:00 - 07.02.2018 02:00 (CET)","409","n/e","n/e","2910","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4970","718","n/e","0","195","140","185"
"BZN|BE","07.02.2018 02:00 - 07.02.2018 03:00 (CET)","412","n/e","n/e","2869","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4969","723","n/e","0","194","133","169"
"BZN|BE","07.02.2018 03:00 - 07.02.2018 04:00 (CET)","418","n/e","n/e","2588","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4970","700","n/e","0","193","137","148"
"BZN|BE","07.02.2018 04:00 - 07.02.2018 05:00 (CET)","414","n/e","n/e","2568","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4970","683","n/e","0","188","131","137"
"BZN|BE","07.02.2018 05:00 - 07.02.2018 06:00 (CET)","416","n/e","n/e","3139","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4969","704","n/e","0","186","148","98"
"BZN|BE","07.02.2018 06:00 - 07.02.2018 07:00 (CET)","412","n/e","n/e","3745","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4970","709","n/e","0","188","140","83"
"BZN|BE","07.02.2018 07:00 - 07.02.2018 08:00 (CET)","415","n/e","n/e","3931","0","0","n/e","n/e","n/e","10","","19","n/e","n/e","4970","744","n/e","0","184","141","76"
"BZN|BE","07.02.2018 08:00 - 07.02.2018 09:00 (CET)","414","n/e","n/e","3960","0","0","n/e","n/e","n/e","263","","20","n/e","n/e","4970","765","n/e","34","187","135","71"
"BZN|BE","07.02.2018 09:00 - 07.02.2018 10:00 (CET)","418","n/e","n/e","3964","0","0","n/e","n/e","n/e","252","","20","n/e","n/e","4965","765","n/e","312","183","107","69"
"BZN|BE","07.02.2018 10:00 - 07.02.2018 11:00 (CET)","414","n/e","n/e","3969","0","0","n/e","n/e","n/e","253","","20","n/e","n/e","4965","765","n/e","750","184","77","67"
"BZN|BE","07.02.2018 11:00 - 07.02.2018 12:00 (CET)","420","n/e","n/e","3917","0","0","n/e","n/e","n/e","253","","20","n/e","n/e","4966","772","n/e","1100","179","52","44"
"BZN|BE","07.02.2018 12:00 - 07.02.2018 13:00 (CET)","418","n/e","n/e","3758","0","0","n/e","n/e","n/e","35","","22","n/e","n/e","4964","769","n/e","1290","178","21","30"
"BZN|BE","07.02.2018 13:00 - 07.02.2018 14:00 (CET)","414","n/e","n/e","3726","0","0","n/e","n/e","n/e","77","","21","n/e","n/e","4963","766","n/e","1235","176","8","38"
"BZN|BE","07.02.2018 14:00 - 07.02.2018 15:00 (CET)","414","n/e","n/e","3867","0","0","n/e","n/e","n/e","34","","20","n/e","n/e","4962","770","n/e","971","170","6","41"
"BZN|BE","07.02.2018 15:00 - 07.02.2018 16:00 (CET)","414","n/e","n/e","3961","0","0","n/e","n/e","n/e","5","","21","n/e","n/e","4959","770","n/e","601","179","2","71"
"BZN|BE","07.02.2018 16:00 - 07.02.2018 17:00 (CET)","412","n/e","n/e","3954","0","0","n/e","n/e","n/e","7","","20","n/e","n/e","4959","769","n/e","190","184","","84"
"BZN|BE","07.02.2018 17:00 - 07.02.2018 18:00 (CET)","409","n/e","n/e","3895","0","0","n/e","n/e","n/e","93","","19","n/e","n/e","4962","769","n/e","16","184","","71"
"BZN|BE","07.02.2018 18:00 - 07.02.2018 19:00 (CET)","417","n/e","n/e","3984","0","0","n/e","n/e","n/e","988","","18","n/e","n/e","4959","761","n/e","0","185","","58"
"BZN|BE","07.02.2018 19:00 - 07.02.2018 20:00 (CET)","415","n/e","n/e","3930","0","0","n/e","n/e","n/e","939","","19","n/e","n/e","4958","764","n/e","0","185","","88"
"BZN|BE","07.02.2018 20:00 - 07.02.2018 21:00 (CET)","411","n/e","n/e","3894","0","0","n/e","n/e","n/e","172","","19","n/e","n/e","4957","759","n/e","0","187","8","130"
"BZN|BE","07.02.2018 21:00 - 07.02.2018 22:00 (CET)","410","n/e","n/e","3886","0","0","n/e","n/e","n/e","124","","20","n/e","n/e","4959","770","n/e","0","186","4","139"
"BZN|BE","07.02.2018 22:00 - 07.02.2018 23:00 (CET)","408","n/e","n/e","3868","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4960","758","n/e","0","187","0","133"
"BZN|BE","07.02.2018 23:00 - 08.02.2018 00:00 (CET)","401","n/e","n/e","3839","0","0","n/e","n/e","n/e","0","","21","n/e","n/e","4959","763","n/e","0","188","8","119"
"BZN|BE","08.02.2018 00:00 - 08.02.2018 01:00 (CET)","405","n/e","n/e","3643","0","0","n/e","n/e","n/e","0","","21","n/e","n/e","4960","619","n/e","0","188","23","73"
"BZN|BE","08.02.2018 01:00 - 08.02.2018 02:00 (CET)","403","n/e","n/e","3564","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4961","626","n/e","0","183","17","46"
"BZN|BE","08.02.2018 02:00 - 08.02.2018 03:00 (CET)","409","n/e","n/e","3645","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4959","627","n/e","0","184","1","34"
"BZN|BE","08.02.2018 03:00 - 08.02.2018 04:00 (CET)","412","n/e","n/e","3393","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4956","618","n/e","0","184","6","32"
"BZN|BE","08.02.2018 04:00 - 08.02.2018 05:00 (CET)","410","n/e","n/e","3420","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4957","614","n/e","0","184","16","37"
"BZN|BE","08.02.2018 05:00 - 08.02.2018 06:00 (CET)","407","n/e","n/e","3673","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4959","622","n/e","0","185","21","49"
"BZN|BE","08.02.2018 06:00 - 08.02.2018 07:00 (CET)","413","n/e","n/e","3816","0","0","n/e","n/e","n/e","63","","19","n/e","n/e","4960","617","n/e","0","184","20","53"
"BZN|BE","08.02.2018 07:00 - 08.02.2018 08:00 (CET)","412","n/e","n/e","3972","0","0","n/e","n/e","n/e","83","","18","n/e","n/e","4960","622","n/e","0","180","25","59"
"BZN|BE","08.02.2018 08:00 - 08.02.2018 09:00 (CET)","414","n/e","n/e","4020","0","0","n/e","n/e","n/e","645","","19","n/e","n/e","4962","616","n/e","34","178","20","73"
"BZN|BE","08.02.2018 09:00 - 08.02.2018 10:00 (CET)","411","n/e","n/e","4047","0","0","n/e","n/e","n/e","502","","20","n/e","n/e","4962","616","n/e","205","173","34","79"
"BZN|BE","08.02.2018 10:00 - 08.02.2018 11:00 (CET)","409","n/e","n/e","4061","0","0","n/e","n/e","n/e","292","","19","n/e","n/e","4963","617","n/e","474","172","64","57"
"BZN|BE","08.02.2018 11:00 - 08.02.2018 12:00 (CET)","411","n/e","n/e","4155","0","4","n/e","n/e","n/e","393","","19","n/e","n/e","4962","617","n/e","789","174","94","40"
"BZN|BE","08.02.2018 12:00 - 08.02.2018 13:00 (CET)","402","n/e","n/e","4106","0","0","n/e","n/e","n/e","24","","21","n/e","n/e","4961","611","n/e","1001","177","109","33"
"BZN|BE","08.02.2018 13:00 - 08.02.2018 14:00 (CET)","403","n/e","n/e","4012","0","0","n/e","n/e","n/e","0","","21","n/e","n/e","4961","591","n/e","1030","174","152","30"
"BZN|BE","08.02.2018 14:00 - 08.02.2018 15:00 (CET)","400","n/e","n/e","3776","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4959","582","n/e","901","175","215","35"
"BZN|BE","08.02.2018 15:00 - 08.02.2018 16:00 (CET)","403","n/e","n/e","4000","0","0","n/e","n/e","n/e","0","","16","n/e","n/e","4958","576","n/e","626","175","246","49"
"BZN|BE","08.02.2018 16:00 - 08.02.2018 17:00 (CET)","407","n/e","n/e","3911","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4959","585","n/e","254","181","276","67"
"BZN|BE","08.02.2018 17:00 - 08.02.2018 18:00 (CET)","404","n/e","n/e","4068","0","0","n/e","n/e","n/e","6","","20","n/e","n/e","4959","580","n/e","28","181","367","98"
"BZN|BE","08.02.2018 18:00 - 08.02.2018 19:00 (CET)","405","n/e","n/e","4317","0","0","n/e","n/e","n/e","522","","20","n/e","n/e","4958","610","n/e","0","184","498","146"
"BZN|BE","08.02.2018 19:00 - 08.02.2018 20:00 (CET)","404","n/e","n/e","4256","0","0","n/e","n/e","n/e","241","","19","n/e","n/e","4959","591","n/e","0","181","538","247"
"BZN|BE","08.02.2018 20:00 - 08.02.2018 21:00 (CET)","403","n/e","n/e","3707","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4960","569","n/e","0","183","628","371"
"BZN|BE","08.02.2018 21:00 - 08.02.2018 22:00 (CET)","406","n/e","n/e","3512","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4960","571","n/e","0","189","724","430"
"BZN|BE","08.02.2018 22:00 - 08.02.2018 23:00 (CET)","403","n/e","n/e","3481","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4963","564","n/e","0","191","722","491"
"BZN|BE","08.02.2018 23:00 - 09.02.2018 00:00 (CET)","406","n/e","n/e","3494","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4963","573","n/e","0","189","739","475"
"BZN|BE","09.02.2018 00:00 - 09.02.2018 01:00 (CET)","397","n/e","n/e","3319","0","0","n/e","n/e","n/e","104","","19","n/e","n/e","4963","721","n/e","0","189","755","504"
"BZN|BE","09.02.2018 01:00 - 09.02.2018 02:00 (CET)","394","n/e","n/e","3266","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4962","703","n/e","0","190","723","549"
"BZN|BE","09.02.2018 02:00 - 09.02.2018 03:00 (CET)","392","n/e","n/e","3355","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4963","692","n/e","0","190","710","580"
"BZN|BE","09.02.2018 03:00 - 09.02.2018 04:00 (CET)","397","n/e","n/e","3088","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4962","717","n/e","0","190","699","587"
"BZN|BE","09.02.2018 04:00 - 09.02.2018 05:00 (CET)","398","n/e","n/e","3018","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4962","722","n/e","0","190","740","672"
"BZN|BE","09.02.2018 05:00 - 09.02.2018 06:00 (CET)","401","n/e","n/e","3278","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4961","705","n/e","0","188","792","693"
"BZN|BE","09.02.2018 06:00 - 09.02.2018 07:00 (CET)","399","n/e","n/e","3723","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4962","725","n/e","0","186","815","816"
"BZN|BE","09.02.2018 07:00 - 09.02.2018 08:00 (CET)","389","n/e","n/e","4205","0","0","n/e","n/e","n/e","152","","18","n/e","n/e","4962","777","n/e","0","185","819","838"
"BZN|BE","09.02.2018 08:00 - 09.02.2018 09:00 (CET)","382","n/e","n/e","4046","0","0","n/e","n/e","n/e","338","","19","n/e","n/e","4962","774","n/e","52","181","821","844"
"BZN|BE","09.02.2018 09:00 - 09.02.2018 10:00 (CET)","374","n/e","n/e","3999","0","0","n/e","n/e","n/e","142","","19","n/e","n/e","4963","739","n/e","243","182","829","821"
"BZN|BE","09.02.2018 10:00 - 09.02.2018 11:00 (CET)","390","n/e","n/e","3873","0","0","n/e","n/e","n/e","120","","18","n/e","n/e","4961","735","n/e","484","181","823","777"
"BZN|BE","09.02.2018 11:00 - 09.02.2018 12:00 (CET)","420","n/e","n/e","3901","0","0","n/e","n/e","n/e","15","","17","n/e","n/e","4959","764","n/e","575","178","828","792"
"BZN|BE","09.02.2018 12:00 - 09.02.2018 13:00 (CET)","429","n/e","n/e","3650","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4959","783","n/e","582","184","836","818"
"BZN|BE","09.02.2018 13:00 - 09.02.2018 14:00 (CET)","427","n/e","n/e","3556","0","0","n/e","n/e","n/e","0","","21","n/e","n/e","4958","785","n/e","481","184","825","795"
"BZN|BE","09.02.2018 14:00 - 09.02.2018 15:00 (CET)","420","n/e","n/e","3956","0","0","n/e","n/e","n/e","42","","21","n/e","n/e","4959","787","n/e","280","180","717","741"
"BZN|BE","09.02.2018 15:00 - 09.02.2018 16:00 (CET)","393","n/e","n/e","4007","0","0","n/e","n/e","n/e","451","","20","n/e","n/e","4960","788","n/e","144","185","314","659"
"BZN|BE","09.02.2018 16:00 - 09.02.2018 17:00 (CET)","386","n/e","n/e","3938","0","0","n/e","n/e","n/e","501","","20","n/e","n/e","4960","790","n/e","61","186","274","520"
"BZN|BE","09.02.2018 17:00 - 09.02.2018 18:00 (CET)","382","n/e","n/e","4106","0","0","n/e","n/e","n/e","433","","20","n/e","n/e","4960","788","n/e","7","183","250","487"
"BZN|BE","09.02.2018 18:00 - 09.02.2018 19:00 (CET)","409","n/e","n/e","4011","0","0","n/e","n/e","n/e","341","","20","n/e","n/e","4958","776","n/e","0","187","231","422"
"BZN|BE","09.02.2018 19:00 - 09.02.2018 20:00 (CET)","408","n/e","n/e","4012","0","0","n/e","n/e","n/e","436","","20","n/e","n/e","4958","773","n/e","0","187","306","345"
"BZN|BE","09.02.2018 20:00 - 09.02.2018 21:00 (CET)","402","n/e","n/e","3906","0","0","n/e","n/e","n/e","3","","20","n/e","n/e","4960","763","n/e","0","189","517","302"
"BZN|BE","09.02.2018 21:00 - 09.02.2018 22:00 (CET)","393","n/e","n/e","3695","0","0","n/e","n/e","n/e","0","","21","n/e","n/e","4961","774","n/e","0","187","516","326"
"BZN|BE","09.02.2018 22:00 - 09.02.2018 23:00 (CET)","391","n/e","n/e","3481","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4960","717","n/e","0","190","793","300"
"BZN|BE","09.02.2018 23:00 - 10.02.2018 00:00 (CET)","391","n/e","n/e","3009","0","0","n/e","n/e","n/e","0","","20","n/e","n/e","4960","723","n/e","0","186","833","270"
"BZN|BE","10.02.2018 00:00 - 10.02.2018 01:00 (CET)","388","n/e","n/e","2397","0","0","n/e","n/e","n/e","53","","20","n/e","n/e","4960","748","n/e","0","188","836","244"
"BZN|BE","10.02.2018 01:00 - 10.02.2018 02:00 (CET)","384","n/e","n/e","2330","0","0","n/e","n/e","n/e","105","","20","n/e","n/e","4958","759","n/e","0","185","834","256"
"BZN|BE","10.02.2018 02:00 - 10.02.2018 03:00 (CET)","384","n/e","n/e","2274","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4959","748","n/e","0","186","832","254"
"BZN|BE","10.02.2018 03:00 - 10.02.2018 04:00 (CET)","376","n/e","n/e","2306","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4959","740","n/e","0","188","803","276"
"BZN|BE","10.02.2018 04:00 - 10.02.2018 05:00 (CET)","386","n/e","n/e","2374","0","0","n/e","n/e","n/e","0","","18","n/e","n/e","4958","746","n/e","0","187","704","284"
"BZN|BE","10.02.2018 05:00 - 10.02.2018 06:00 (CET)","388","n/e","n/e","2440","0","0","n/e","n/e","n/e","0","","19","n/e","n/e","4958","752","n/e","0","191","460","279"
"BZN|BE","10.02.2018 06:00 - 10.02.2018 07:00 (CET)","387","n/e","n/e","2445","0","0","n/e","n/e","n/e","127","","18","n/e","n/e","4959","768","n/e","0","192","265","232"
"BZN|BE","10.02.2018 07:00 - 10.02.2018 08:00 (CET)","389","n/e","n/e","2265","0","0","n/e","n/e","n/e","133","","18","n/e","n/e","4960","790","n/e","0","193","167","250"
"BZN|BE","10.02.2018 08:00 - 10.02.2018 09:00 (CET)","383","n/e","n/e","2687","0","0","n/e","n/e","n/e","34","","18","n/e","n/e","4963","796","n/e","20","204","150","251"
"BZN|BE","10.02.2018 09:00 - 10.02.2018 10:00 (CET)","388","n/e","n/e","2657","0","0","n/e","n/e","n/e","34","","18","n/e","n/e","4963","797","n/e","176","203","199","266"
