Timestep;Load;LFS;LFW
1929;11.271455;0.245193513;0.461176337
1930;11.4039375;0.432290926;0.378802141
1931;11.2227625;0.568405875;0.367291425
1932;11.18461;0.619171594;0.389995165
1933;10.976465;0.571417444;0.366811143
1934;10.9729975;0.525279567;0.314243294
1935;10.9448625;0.433952919;0.243063192
1936;10.9745075;0.330773881;0.2308604
1937;10.938495;0.192216318;0.208698982
1938;11.0143375;0.090504542;0.171629578
1939;11.2439725;0.01342887;0.156486264
1940;11.65238;0;0.204985089
1941;11.216575;0;0.252807883
1942;10.69875;0;0.262943004
1943;10.6638825;0;0.252969403
1944;10.4541925;0;0.230354446
1945;9.727465;0;0.206325385
1946;9.26559;0;0.188726109
1947;8.9212825;0;0.180898266
1948;8.9882625;0;0.173334631
1949;9.0887725;0;0.180582714
1950;9.54715;0;0.199046283
1951;10.562895;0.002092096;0.196055486
1952;11.2422075;0.071168526;0.216475481
1953;11.512325;0.21808516;0.212792608
1954;11.58252;0.397229052;0.181669498
1955;11.42234;0.532478715;0.208829482
1956;11.436655;0.640054457;0.247468092
1957;11.15382;0.653376648;0.284263661
1958;11.274685;0.558552449;0.362680079
1959;11.05511;0.468654116;0.394300586
1960;10.832385;0.456749233;0.423433041
1961;10.6632275;0.305028651;0.452787987
1962;10.741285;0.130960485;0.450302075
1963;11.00071;0.019090484;0.455222555
1964;11.4867225;5.08E-06;0.541376965
1965;11.207915;0;0.606281315
1966;10.57599;0;0.609914983
1967;10.4854775;0;0.582689749
1968;10.4103875;0;0.528653243
1969;9.7163375;0;0.469833174
1970;9.2697825;0;0.535280917
1971;8.8563075;0;0.516682569
1972;8.669175;0;0.520721642
1973;8.8983375;0;0.52850135
1974;9.49965;0;0.560085488
1975;10.5218925;0.001420695;0.489032676
1976;11.2014675;0.03753158;0.411492318
1977;11.65449;0.090936338;0.372662237
1978;11.6814425;0.235544978;0.334292114
1979;11.6761475;0.413319821;0.336689244
1980;11.6719325;0.428981333;0.320252699
1981;11.3268025;0.514402529;0.292335388
1982;11.045645;0.605338021;0.326505988
1983;10.89521;0.590916865;0.339766684
1984;10.68281;0.472245646;0.340306867
1985;10.501845;0.30594135;0.442678539
1986;10.510175;0.135383435;0.494859167
1987;10.6554475;0.023556615;0.497883123
1988;11.1359075;1.86E-05;0.581447862
1989;10.9710925;0;0.572347112
1990;10.27418;0;0.543018908
1991;10.1222675;0;0.51098016
1992;10.0166275;0;0.500318762
1993;9.3015825;0;0.474587856
1994;8.8410475;0;0.43451161
1995;8.52309;0;0.408134624
1996;8.40854;0;0.408464083
1997;8.4671025;0;0.416194586
1998;8.658625;0;0.432007514
1999;8.8072825;0.002844777;0.425738179
2000;9.0877025;0.077199284;0.375666939
2001;9.644025;0.249784102;0.319041833
2002;9.94089;0.434901178;0.33589448
2003;9.7286625;0.578233055;0.412436836
2004;9.6683625;0.65772848;0.564616609
2005;9.5073125;0.690517072;0.648588892
2006;9.237215;0.667694512;0.684498774
2007;8.9475675;0.585471149;0.72127188
2008;8.8435975;0.486687122;0.655191963
2009;8.7903275;0.328675012;0.665286436
2010;9.13932;0.149594619;0.670289282
2011;9.4928875;0.027086339;0.6205475
2012;10.0994675;4.66E-05;0.654119084
2013;9.899615;0;0.643989312
2014;9.471315;0;0.651341152
2015;9.3220875;0;0.648733297
2016;9.20985;0;0.592410907
2017;8.66578;0;0.550737644
2018;6.21904;0;0.362725005
2019;6.21904;0;0.332968933
2020;8.021355;0;0.330176025
2021;7.83452;0;0.37935623
2022;7.91525;0;0.429602896
2023;8.1565325;0.002737251;0.421571815
2024;8.31216;0.075538137;0.386305874
2025;8.63261;0.242501135;0.278730259
2026;9.10075;0.414246913;0.235983048
2027;9.3469025;0.544130447;0.21945879
2028;9.5282625;0.623177988;0.201860584
2029;9.508795;0.650485306;0.175096377
2030;9.19659;0.638968193;0.204494111
2031;8.9270025;0.599969351;0.195837273
2032;8.69643;0.48979521;0.168878387
2033;8.6530875;0.321308225;0.226078976
2034;8.820355;0.14256565;0.324013658
2035;9.104165;0.025066209;0.368723713
2036;9.5682575;2.62E-05;0.352018681
2037;10.03205;0;0.357417304
2038;9.710935;0;0.345142844
2039;9.5873875;0;0.263108802
2040;9.3958725;0;0.21550743
2041;8.8234225;0;0.196635247
2042;8.395675;0;0.161140396
2043;8.16971;0;0.139514883
2044;8.16509;0;0.132449715
2045;8.3696275;0;0.130031192
2046;9.01063;0;0.153351062
2047;10.2063175;0.004774314;0.159989432
2048;11.01365;0.090454588;0.156217776
2049;11.239365;0.268005913;0.14678222
2050;11.41724;0.451150272;0.102425155
2051;11.37933;0.58700191;0.118005965
2052;11.21597;0.672954809;0.076346607
2053;10.825835;0.705711228;0.048861443
2054;10.7043175;0.687811994;0.047806749
2055;10.65916;0.620069054;0.05583676
2056;10.610195;0.503043742;0.057854157
2057;10.47703;0.339842454;0.052360333
2058;10.509495;0.155826882;0.052930467
2059;10.6129975;0.028278436;0.054844106
2060;10.4851575;0.000120226;0.060429922
2061;10.8408125;0;0.082832015
2062;10.615955;0;0.065255202
2063;10.3848525;0;0.050430649
2064;10.1931325;0;0.051574126
2065;9.4460225;0;0.048197178
2066;8.91457;0;0.056559857
2067;8.6763125;0;0.066076708
2068;8.676455;0;0.070996119
2069;8.61907;0;0.070265535
2070;9.1986575;0;0.067177399
2071;10.3906575;0.005053712;0.069953191
2072;11.20373;0.08947839;0.071582298
2073;11.35549;0.260780519;0.055677379
2074;11.408565;0.430643326;0.033702084
2075;11.28031;0.55634944;0.030392526
2076;11.272955;0.628671964;0.063339423
2077;10.9170775;0.658054444;0.13269146
2078;10.9455675;0.629212133;0.232039176
2079;10.816375;0.535419164;0.354276754
2080;10.642395;0.413986989;0.457473141
2081;10.6199525;0.250552869;0.520691691
2082;10.617695;0.112468589;0.499446981
2083;10.715735;0.021334979;0.491731453
2084;10.50736;4.91E-05;0.467473483
2085;10.726695;0;0.414057386
2086;10.4208475;0;0.365579954
2087;10.233725;0;0.336664642
2088;9.9504725;0;0.317344267
2089;9.197175;0;0.343363983
2090;8.66081;0;0.34415233
2091;8.268635;0;0.342651583
2092;8.1036975;0;0.391846764
2093;8.1728375;0;0.472365083
2094;8.720925;0;0.492622488
2095;9.896285;0.003327373;0.524585289
2096;10.8244575;0.046728845;0.50557298
2097;11.077555;0.095936711;0.471298622
2098;11.31732;0.152107506;0.454867425
2099;11.323605;0.219335677;0.453242597
2100;11.43997;0.28920712;0.453116376
2101;11.21696;0.375530009;0.413598497
2102;11.10481;0.364949302;0.385849125
2103;10.86509;0.313155738;0.417978795
2104;10.777095;0.259821253;0.381116906
2105;10.7136375;0.171347849;0.374210049
2106;10.684265;0.079039075;0.401493045
2107;10.668775;0.022328958;0.354209365
2108;10.4834875;6.52E-05;0.344585546
2109;10.75815;0;0.274249413
2110;10.5000425;0;0.216032637
2111;10.3436275;0;0.2053691
2112;9.976865;0;0.302004133
2113;9.224025;0;0.381568307
2114;8.6480575;0;0.430818041
2115;8.3239275;0;0.45271525
2116;8.1644775;0;0.436200619
2117;8.34506;0;0.441586406
2118;8.8016075;0;0.45890008
2119;9.943465;0.004462744;0.457525555
2120;10.771675;0.045791593;0.426693394
2121;11.1142;0.124866228;0.347572064
2122;11.3112825;0.291541361;0.275882798
2123;11.2822;0.503831982;0.238466821
2124;11.30415;0.630570175;0.216214482
2125;10.88038;0.669315019;0.211691918
2126;10.8744375;0.646671103;0.182097366
2127;10.771805;0.571353098;0.13758413
2128;10.679225;0.445782449;0.096466025
2129;10.52345;0.291100252;0.105442693
2130;10.55259;0.149006191;0.111968749
2131;10.579965;0.037048138;0.123852779
2132;10.4870125;0.000181185;0.185803771
2133;10.819175;0;0.276597338
2134;10.5101725;0;0.366162924
2135;10.1502625;0;0.480920301
2136;9.7635625;0;0.528061716
2137;9.05192;0;0.569142382
2138;8.5702625;0;0.574827676
2139;8.2377175;0;0.535791149
2140;8.18567;0;0.475056371
2141;8.2091075;0;0.515598993
2142;8.8174825;0;0.496624123
2143;9.7624025;0.007831603;0.538980904
2144;10.723045;0.087310941;0.520783683
2145;10.972585;0.216363901;0.455041781
2146;11.15698;0.339707835;0.381956597
2147;11.1242575;0.474842352;0.386262018
2148;10.94031;0.513118146;0.334165893
2149;10.8198425;0.449488279;0.436303307
2150;10.9058875;0.382173748;0.491257589
2151;10.6538275;0.30851943;0.501819509
2152;10.478135;0.205153279;0.440370191
2153;10.3709375;0.139305163;0.355920836
2154;10.4146425;0.074162315;0.339608373
2155;10.30758;0.021829428;0.277630639
2156;10.11845;0.00043603;0.259337147
2157;10.3228975;0;0.209188891
2158;10.1093575;0;0.135496134
2159;9.990745;0;0.091395791
2160;9.6735175;0;0.085739377
2161;9.1019575;0;0.130385252
2162;8.5765625;0;0.175446159
2163;8.11161;0;0.193396287
2164;7.9681;0;0.199797191
2165;7.9378775;0;0.143349649
2166;8.066655;0;0.111086271
2167;8.46953;0.001800845;0.11021556
2168;8.7243625;0.026398851;0.124649683
2169;9.292815;0.071312458;0.098735864
2170;9.9030275;0.149575146;0.085900897
2171;10.109405;0.249681656;0.097244745
2172;10.3295075;0.329763816;0.088372904
2173;10.16929;0.314969283;0.079773829
2174;9.9367875;0.248967922;0.069455795
2175;9.71283;0.179315764;0.065446673
2176;9.51333;0.129009781;0.069744606
2177;9.4978375;0.089667195;0.077653744
2178;9.6802375;0.073771158;0.099968124
2179;9.73114;0.027268371;0.112086412
2180;9.535375;0.00081364;0.12767364
2181;9.64308;0;0.138921217
2182;9.4843175;0;0.165969955
2183;9.3269625;0;0.171954757
2184;9.1390775;0;0.153245164
2185;8.58034;0;0.129881438
2186;8.1024925;0;0.114675013
2187;7.841425;0;0.098086575
2188;7.7722675;0;0.07611235
2189;7.7834275;0;0.057638084
2190;7.9333175;0;0.046645088
2191;8.1507025;0.011663585;0.033017496
2192;8.227985;0.059604;0.032735103
2193;8.5055075;0.171690746;0.023502783
2194;8.7486075;0.428668915;0.021691833
2195;9.170955;0.561004376;0.02613524
2196;9.28394;0.639522755;0.025590779
2197;9.25144;0.634296324;0.02791945
2198;9.0419575;0.57355526;0.03135309
2199;8.7341375;0.480043383;0.038715626
2200;8.6338225;0.418296487;0.055724445
2201;8.516875;0.311127141;0.062579958
2202;8.6416325;0.160857734;0.059951779
2203;8.8847175;0.036729794;0.06451713
2204;9.05492;0.000870366;0.072346043
2205;9.44089;0;0.085120039
2206;9.5134375;0;0.08239452
2207;9.4255475;0;0.074161272
2208;9.091795;0;0.062125348
2209;8.6120625;0;0.04864644
2210;8.2317525;0;0.040339385
2211;7.9818575;0;0.036124886
2212;7.9739875;0;0.028745235
2213;8.159595;0;0.023101657
2214;8.72372;0;0.024814199
2215;9.84286;0.004061427;0.021716435
2216;10.573965;0.041282283;0.01849245
2217;11.0245025;0.0972067;0.016974589
2218;11.364655;0.156322178;0.017363949
2219;11.361965;0.218089394;0.021839447
2220;11.473435;0.305329215;0.02134419
2221;11.133865;0.422343521;0.021283219
2222;10.9290725;0.555225076;0.022423487
2223;10.71728;0.600844797;0.02157096
2224;10.6630275;0.507675818;0.029431963
2225;10.4809725;0.349450349;0.031768121
2226;10.4468525;0.171861771;0.036958159
2227;10.51196;0.041704767;0.038035316
2228;10.3642225;0.000750987;0.03896165
2229;10.5458975;0;0.046985243
2230;10.4710875;0;0.05039428
2231;10.3498775;0;0.054223698
2232;9.985105;0;0.054432284
2233;9.2922675;0;0.057319322
2234;8.7398925;0;0.053434282
2235;8.4340475;0;0.050791128
2236;8.38594;0;0.043797627
2237;8.56899;0;0.042187774
2238;9.1633175;0;0.057471215
2239;10.04265;0.01383696;0.056790905
2240;10.568165;0.116569809;0.043863947
2241;10.9983875;0.260135364;0.042998584
2242;11.1806325;0.407061312;0.035551544
2243;11.2446775;0.521009015;0.035072331
2244;11.34294;0.538510319;0.029711147
2245;11.0335125;0.508319279;0.033323421
2246;10.9507975;0.479436328;0.037360355
2247;10.752725;0.446309918;0.048656067
2248;10.7037725;0.377749951;0.064719297
2249;10.5072225;0.250186265;0.073655318
2250;10.50481;0.139664994;0.071322368
2251;10.592355;0.040797147;0.074354882
2252;10.4431925;0.001185324;0.121367937
2253;10.47123;0;0.155326741
2254;10.3245475;0;0.178633775
2255;10.2444325;0;0.172571957
2256;9.873735;0;0.16488531
2257;9.2649375;0;0.187836144
2258;8.7908;0;0.191255878
2259;8.4661875;0;0.147281755
2260;8.45894;0;0.149067034
2261;8.6554775;0;0.179661728
2262;9.083015;0;0.18664881
2263;10.0903825;0.005143458;0.169590787
2264;10.66777;0.037673819;0.161605703
2265;11.2416;0.11760612;0.137924285
2266;11.48872;0.187163453;0.118621025
2267;11.53604;0.333264754;0.103759033
2268;11.66555;0.428389518;0.101330883
2269;11.3682125;0.482782327;0.12336394
2270;11.1715925;0.475123443;0.16226355
2271;10.9881525;0.422105609;0.205652563
2272;10.763925;0.313348777;0.259921187
2273;10.5383925;0.207863437;0.336528794
2274;10.608465;0.10217236;0.386793644
2275;10.6626875;0.029005717;0.343821802
2276;10.4793175;0.000623988;0.26221028
2277;10.6291875;0;0.215159787
2278;10.492625;0;0.172881091
2279;10.34419;0;0.145976758
2280;10.089445;0;0.121705952
2281;9.413435;0;0.111686356
2282;8.95857;0;0.115065443
2283;8.7298975;0;0.115835605
2284;8.6201025;0;0.125961099
2285;8.694495;0;0.158789263
2286;9.220515;0;0.190330614
2287;10.1245675;0.010236963;0.203538895
2288;10.6936325;0.072263257;0.193720397
2289;11.144155;0.133347219;0.176031269
2290;11.422845;0.186166934;0.152206515
2291;11.6446825;0.214443677;0.11523445
2292;11.8537175;0.250540169;0.097534625
2293;11.4779325;0.289509377;0.098487701
2294;11.48218;0.314237769;0.0779586
2295;11.27659;0.301593753;0.058354762
2296;11.113655;0.27736743;0.045939106
2297;10.9271625;0.227422971;0.031114553
2298;10.9463375;0.132718151;0.027801786
2299;10.9072975;0.040770054;0.026810202
2300;10.708725;0.001759359;0.030207473
2301;10.7781325;0;0.031275003
2302;10.68953;0;0.032540423
2303;10.6373575;0;0.040178934
2304;10.363115;0;0.04527698
2305;9.720935;0;0.053605429
2306;9.26768;0;0.056589808
2307;8.9078525;0;0.067004112
2308;8.8407375;0;0.079774899
2309;8.8032025;0;0.083740164
2310;9.3882975;0;0.086567301
2311;10.2468425;0.0113808;0.086348019
2312;10.6897675;0.078403234;0.08029048
2313;11.213945;0.207330042;0.062272963
2314;11.4873;0.380591341;0.04119726
2315;11.4618175;0.484625505;0.042229491
2316;11.408375;0.474701806;0.046440781
2317;11.0898425;0.421515487;0.055442052
2318;10.9429825;0.403293676;0.05696847
2319;10.792255;0.368342714;0.055353269
2320;10.6448675;0.310570039;0.055616408
2321;10.4304275;0.219289957;0.049050775
2322;10.50431;0.118314775;0.045708057
2323;10.422685;0.037489247;0.04411211
2324;10.31629;0.001518061;0.051413676
2325;10.40736;0;0.055876338
2326;10.3701675;0;0.046333814
2327;10.2959975;0;0.040892404
2328;10.0608875;0;0.03740849
2329;9.40469;0;0.035293753
2330;8.86043;0;0.033997313
2331;8.54546;0;0.025163981
2332;8.3955125;0;0.024742531
2333;8.3329;0;0.023052453
2334;8.522035;0;0.027545066
2335;8.892945;0.011661045;0.024853776
2336;9.01889;0.082357981;0.02283424
2337;9.508945;0.210775947;0.021599841
2338;9.9467675;0.359684772;0.020350466
2339;10.069495;0.474545174;0.024294339
2340;10.0062825;0.565682171;0.023055662
2341;9.7922525;0.649382108;0.021676857
2342;9.4925225;0.677313413;0.020639277
2343;9.18164;0.621138385;0.019700108
2344;9.06292;0.510637433;0.024645191
2345;9.02532;0.355532752;0.024603474
2346;9.1948075;0.183586315;0.025228161
2347;9.302545;0.052419246;0.030569021
2348;9.2714825;0.00243838;0.041410124
2349;9.500325;0;0.051123795
2350;9.5782225;0;0.059135622
2351;9.3513525;0;0.064302126
2352;9.177295;0;0.063165067
2353;8.6078975;0;0.066517412
2354;8.1837975;0;0.067256554
2355;7.82436;0;0.065600705
2356;7.7192425;0;0.070121129
2357;7.7377825;0;0.065075497
2358;7.99602;0;0.05593517
2359;8.209725;0.024545513;0.054133846
2360;8.267435;0.148470255;0.052495112
2361;8.65683;0.330154126;0.045242751
2362;9.0590775;0.497661526;0.02338405
2363;9.1680425;0.616156639;0.022500503
2364;9.161775;0.685277942;0.022045893
2365;9.09144;0.709963153;0.028033904
2366;8.75051;0.690519612;0.028827599
2367;8.4958275;0.627387581;0.031396946
2368;8.4114475;0.517761228;0.038820454
2369;8.3069075;0.365070375;0.033107348
2370;8.4521975;0.19036552;0.038802269
2371;8.74383;0.053537683;0.053378659
2372;8.8861925;0.00239266;0.099488912
2373;9.20041;0;0.167820484
2374;9.3857575;0;0.213496451
2375;9.202;0;0.311662181
2376;8.8034575;0;0.393609579
2377;8.086495;0;0.421033772
2378;7.7334825;0;0.329340613
2379;7.5031675;0;0.235290972
2380;7.47684;0;0.216063658
2381;7.8224675;0;0.245807965
2382;8.33822;0;0.24025103
2383;9.372325;0.014457562;0.261543876
2384;9.9525775;0.057764209;0.271490735
2385;10.5887275;0.118079403;0.226462987
2386;11.0284825;0.167034117;0.204089775
2387;11.1864225;0.191102114;0.182163685
2388;11.402815;0.275972981;0.14273352
2389;11.314915;0.429889799;0.130726477
2390;11.1904625;0.457338508;0.117463642
2391;10.7915725;0.441814155;0.122707163
2392;10.6216125;0.38236594;0.137425819
2393;10.42543;0.280816722;0.154007839
2394;10.504005;0.164218127;0.157136623
2395;10.4762475;0.056489139;0.151558295
2396;10.2186525;0.003502631;0.143714407
2397;10.2839675;0;0.132023986
2398;10.27459;0;0.106270618
2399;10.2732025;0;0.089256451
2400;10.0471675;0;0.078293406
2401;9.3795475;0;0.054969258
2402;8.8536625;0;0.052449116
2403;8.624985;0;0.046739219
2404;8.54755;0;0.059640505
2405;8.6552675;0;0.073597556
2406;9.1605925;0;0.081313084
2407;10.05028;0.014620968;0.099810883
2408;10.5888025;0.066423845;0.079968509
2409;11.0232925;0.151516537;0.055225979
2410;11.2531725;0.333035309;0.038788364
2411;11.307415;0.537116717;0.043861807
2412;11.42553;0.591973496;0.046080302
2413;11.0824175;0.506321162;0.048280613
2414;10.9503675;0.440372293;0.052702628
2415;10.7860925;0.350609426;0.071034627
2416;10.6749225;0.340976978;0.086080602
2417;10.6212675;0.264236584;0.093356495
2418;10.6569625;0.160840801;0.102024029
2419;10.6016925;0.058085093;0.13531643
2420;10.43129;0.004140166;0.15996269
2421;10.430255;0;0.221514695
2422;10.465355;0;0.239333254
2423;10.42794;0;0.248133426
2424;10.1221725;0;0.258741989
2425;9.2822;0;0.304750292
2426;8.695145;0;0.335003397
2427;8.32616;0;0.319485522
2428;8.2680625;0;0.337156196
2429;8.5252625;0;0.359524844
2430;8.9561875;0;0.326410131
2431;9.8184425;0.020795657;0.288310543
2432;10.321145;0.13027977;0.261912648
2433;10.81165;0.284866296;0.237354283
2434;10.9642125;0.352201146;0.292268065
2435;10.8836625;0.374708749;0.363194412
2436;10.94933;0.411019446;0.385586266
2437;10.7701075;0.410250679;0.486964015
2438;10.6440975;0.36231619;0.484422004
2439;10.3960025;0.319296561;0.478358092
2440;10.3339;0.267179573;0.475904682
2441;10.2757425;0.187120273;0.499228958
2442;10.384645;0.096698704;0.493018433
2443;10.52204;0.029122556;0.417416261
2444;10.4557875;0.000977045;0.352968353
2445;10.4600475;0;0.263657248
2446;10.3232675;0;0.219222672
2447;10.1743;0;0.247333525
2448;9.918565;0;0.350820827
2449;9.17595;0;0.30135813
2450;8.6313125;0;0.347430775
2451;8.38;0;0.342620993
2452;8.3635;0;0.29444407
2453;8.4892375;0;0.264797462
2454;8.935995;0;0.246729138
2455;9.7817275;0.032323776;0.217012915
2456;10.2393;0.139603187;0.17637237
2457;10.7650775;0.234789758;0.144279735
2458;11.0416025;0.289739669;0.125978306
2459;11.0952375;0.373491253;0.100529709
2460;11.15875;0.445006909;0.094342389
2461;11.001555;0.494076769;0.092913166
2462;10.7991025;0.498191535;0.113357903
2463;10.60296;0.476812529;0.12180139
2464;10.524415;0.437589323;0.11244552
2465;10.39237;0.32764886;0.098572044
2466;10.35455;0.183033447;0.091989182
2467;10.3303525;0.057674463;0.107619918
2468;10.33151;0.003831135;0.107768641
2469;10.3156825;0;0.088171946
2470;10.4107425;0;0.086729011
2471;10.3391825;0;0.084336777
2472;10.13844;0;0.075053688
2473;9.374795;0;0.068852656
2474;8.933275;0;0.060035778
2475;8.60347;0;0.058450449
2476;8.5368075;0;0.055692208
2477;8.6557;0;0.054582583
2478;9.11089;0;0.050853947
2479;9.89444;0.02742331;0.053171291
2480;10.2746025;0.10869164;0.049628297
2481;10.76349;0.182146147;0.045685541
2482;11.0353425;0.246690407;0.039267225
2483;11.17081;0.256216176;0.04994262
2484;11.2393025;0.216044711;0.055339912
2485;11.1358425;0.180814352;0.05981322
2486;11.017045;0.207843117;0.073703574
2487;10.827775;0.235104715;0.101213204
2488;10.5554625;0.247344028;0.106945915
2489;10.42244;0.214204072;0.116513795
2490;10.4039075;0.129191812;0.149745588
2491;10.28863;0.04733082;0.248144648
2492;10.08859;0.002910816;0.31944966
2493;10.100405;0;0.35446719
2494;10.1380525;0;0.398029466
2495;10.19626;0;0.38344296
2496;9.9127425;0;0.429887941
2497;9.2173475;0;0.433887654
2498;8.66279;0;0.396395617
2499;8.1604;0;0.377132231
2500;7.9415375;0;0.413855335
2501;7.9799675;0;0.390753617
2502;8.1424425;0;0.323429332
2503;8.3919275;0.004092753;0.242591249
2504;8.60595;0.023557461;0.224153753
2505;9.1548825;0.059202684;0.244979263
2506;9.75109;0.12333462;0.264349182
2507;10.053545;0.166037598;0.271875013
2508;10.266525;0.235605938;0.25167393
2509;10.1625725;0.262340066;0.265874389
2510;9.720985;0.283680972;0.220332297
2511;9.4983375;0.260396982;0.192877515
2512;9.376135;0.264354269;0.203467473
2513;9.297205;0.263570262;0.20385774
2514;9.31226;0.179972772;0.194991287
2515;9.3114725;0.063598541;0.160408325
2516;9.2894275;0.004811568;0.134325808
2517;9.37035;0;0.141349566
2518;9.3756775;0;0.162892324
2519;9.2897125;0;0.200610083
2520;9.0711925;0;0.232565597
2521;8.40491;0;0.275270339
2522;7.95011;0;0.323204665
2523;7.6152425;0;0.349991773
2524;7.51858;0;0.343289722
2525;7.4536775;0;0.324349097
2526;7.6093575;1.19E-05;0.320605695
2527;7.8113025;0.026400545;0.267492416
2528;7.94106;0.09970096;0.233622483
2529;8.4689325;0.211012165;0.219591844
2530;8.8626825;0.283332995;0.283566158
2531;8.9391125;0.360219014;0.357586165
2532;9.18419;0.41545171;0.356051465
2533;9.0774425;0.445990727;0.295280508
2534;8.7332025;0.464176132;0.247214335
2535;8.435335;0.432788762;0.224808769
2536;8.285285;0.322252251;0.214875937
2537;8.2609275;0.23528844;0.239821405
2538;8.4710725;0.131673372;0.181001785
2539;8.7423325;0.036163378;0.081290583
2540;8.9074875;0.00200743;0.043958872
2541;9.0764075;0;0.03383829
2542;9.1967575;0;0.065093432
2543;9.1953575;0;0.084763962
2544;8.969965;0;0.1705384
2545;8.3839125;0;0.329670445
2546;7.941835;0;0.332585848
2547;7.57951;0;0.333130113
2548;7.3725725;0;0.374290663
2549;7.3648275;0;0.347391748
2550;7.5206025;2.54E-06;0.331386567
2551;7.736275;0.006364341;0.337770076
2552;7.8771625;0.043119535;0.346353848
2553;8.4527425;0.123730857;0.368587485
2554;9.144405;0.220642073;0.370435454
2555;9.41919;0.268152386;0.331284254
2556;9.580515;0.31042526;0.242031162
2557;9.64833;0.489273668;0.209819338
2558;9.17817;0.553892434;0.174004396
2559;8.69487;0.53718953;0.205357633
2560;8.51158;0.457216589;0.251165528
2561;8.40116;0.338886575;0.296729771
2562;8.5433525;0.199074262;0.327016628
2563;8.8223175;0.072050745;0.341396398
2564;8.9141475;0.006659826;0.307815474
2565;9.0232775;0;0.312020868
2566;9.3627175;0;0.30728703
2567;9.5496375;0;0.256963636
2568;9.4514475;0;0.201637435
2569;8.6603675;0;0.157964408
2570;8.2502775;0;0.122446913
2571;8.061245;0;0.130006498
2572;7.99684;0;0.213012147
2573;8.2407925;0;0.310897531
2574;8.81289;0.00087968;0.324927115
2575;10.127675;0.026721428;0.378579384
2576;10.86811;0.109798224;0.301800082
2577;11.3621225;0.277176085;0.279889206
2578;11.6253875;0.390667439;0.290581478
2579;11.589875;0.472139814;0.268124228
2580;11.59613;0.50005588;0.217522372
2581;11.342615;0.529713524;0.205074952
2582;11.1249125;0.519577314;0.165820384
2583;10.98927;0.455703608;0.211691566
2584;10.825585;0.391712217;0.176753144
2585;10.7290325;0.313408043;0.155842197
2586;10.90332;0.202986677;0.165589388
2587;10.87198;0.076000413;0.214847458
2588;10.6694;0.008014481;0.283612568
2589;10.48466;0;0.355280423
2590;10.5382675;0;0.342705376
2591;10.4715775;0;0.336732175
2592;10.2559425;0;0.334979136
2593;9.4573475;0;0.289615302
2594;8.908005;0;0.325780429
2595;8.64483;0;0.364126835
2596;8.5467925;0;0.257639747
2597;8.6970975;0;0.169643949
2598;9.285645;0.000948259;0.142693351
2599;10.3081825;0.054483402;0.136430087
2600;11.0118525;0.210510096;0.143221794
2601;11.43738;0.409993295;0.10921263
2602;11.39272;0.582286862;0.169253682
2603;11.257675;0.671636559;0.190711004
2604;11.2613875;0.635890585;0.17958522
2605;11.018705;0.612870753;0.153938325
2606;10.983345;0.587778297;0.138980537
2607;10.90077;0.529644098;0.142634284
2608;10.80541;0.441605877;0.138092415
2609;10.6537575;0.330320918;0.134687596
2610;10.7592425;0.196973699;0.133374399
2611;10.785415;0.073337668;0.120838379
2612;10.633685;0.007655497;0.104268892
2613;10.52571;0;0.109288574
2614;10.6804675;0;0.099194362
2615;10.6770325;0;0.09336883
2616;10.42332;0;0.092140015
2617;9.7818575;0;0.080260066
2618;9.28854;0;0.063319298
2619;9.032625;0;0.044818515
2620;8.970735;0;0.029011632
2621;9.0511225;0;0.017971285
2622;9.5932275;0.001781372;0.023104883
2623;10.60966;0.060454893;0.024835771
2624;11.269715;0.200388278;0.02703709
2625;11.4992675;0.375634148;0.036526916
2626;11.5955175;0.53302989;0.043773231
2627;11.502675;0.646945421;0.059536869
2628;11.5092725;0.713238033;0.061394331
2629;11.1275;0.742441022;0.057911458
2630;11.019495;0.727364552;0.055037192
2631;10.8525725;0.66628313;0.048226499
2632;10.7985825;0.560031563;0.048301388
2633;10.6920125;0.406568556;0.050239013
2634;10.7506925;0.22628506;0.04684896
2635;10.743825;0.077553187;0.048870967
2636;10.536445;0.008405638;0.069985486
2637;10.4339075;0;0.085787096
2638;10.603925;0;0.082026816
2639;10.63573;0;0.082659683
2640;10.4516525;0;0.097371708
2641;9.6985225;0;0.114970656
2642;9.165945;0;0.115509647
2643;8.838715;0;0.102590743
2644;8.6540375;0;0.089074835
2645;8.7274275;0;0.080831755
2646;9.270275;0.000286171;0.07695967
2647;10.2235125;0.017382772;0.082274689
2648;10.9502825;0.071854321;0.088446187
2649;11.40357;0.155533091;0.112016227
2650;11.67621;0.263874213;0.114049836
2651;11.6276525;0.372341489;0.130453723
2652;11.5639375;0.390735171;0.138480573
2653;11.29926;0.333086955;0.17897134
2654;11.24786;0.279948896;0.173092015
2655;11.14155;0.206064285;0.166697958
2656;10.9741075;0.170186231;0.152961602
2657;10.8428575;0.112068965;0.196354059
2658;10.9229275;0.051942576;0.195803466
2659;10.8603975;0.014327177;0.168291726
2660;10.6494125;0.000801787;0.135286709
2661;10.4776025;0;0.127107971
2662;10.31914;0;0.133640203
2663;10.29941;0;0.124198897
2664;10.058215;0;0.144730125
2665;9.380785;0;0.175904049
2666;8.7550675;0;0.188691107
2667;8.218675;0;0.167442631
2668;8.0950675;0;0.193450259
2669;8.06049;0;0.179375319
