Timestep;Load;LFS;LFW
312;11.1964375;0;0.692400467
313;10.7249975;0;0.672788399
314;10.256625;0;0.660575957
315;9.834925;0;0.655870234
316;9.5319725;0;0.625919854
317;9.3977375;0;0.594188413
318;9.462465;0;0.554581801
319;9.728925;0;0.472738423
320;10.07117;0;0.437475458
321;10.820465;0.000175259;0.433756521
322;11.2297475;0.026335352;0.450028303
323;11.6079825;0.079852715;0.447359899
324;11.61804;0.151630836;0.397954266
325;11.528355;0.157003739;0.460793713
326;11.424005;0.139074025;0.474864986
327;11.2874325;0.082077737;0.469359889
328;11.3019075;0.059798732;0.506505908
329;11.29565;0.01437713;0.470479267
330;11.9712925;1.10E-05;0.469226023
331;12.2152525;0;0.411808803
332;11.81459;0;0.417317725
333;11.1731475;0;0.431483342
334;10.751785;0;0.371215405
335;10.8575775;0;0.355735348
336;11.070035;0;0.372018604
337;10.64761;0;0.383485219
338;10.215695;0;0.300605331
339;9.8852375;0;0.336640896
340;9.5699275;0;0.318825188
341;9.3716525;0;0.26278998
342;9.27241;0;0.187182227
343;9.3977525;0;0.16911791
344;9.45063;0;0.137307424
345;9.95961;0.000300564;0.122903397
346;10.458925;0.022383144;0.093612149
347;11.069045;0.045816993;0.082394144
348;11.4249875;0.07801885;0.089909787
349;11.6337975;0.088106801;0.091140083
350;11.37442;0.081921952;0.061199902
351;11.0313925;0.058513503;0.054097333
352;11.0511775;0.028485021;0.040010761
353;11.03689;0.006204323;0.051774431
354;11.626755;9.31E-06;0.040904478
355;12.0319225;0;0.040533477
356;11.7989975;0;0.03361067
357;11.4775225;0;0.025652631
358;10.9785875;0;0.021586916
359;11.09389;0;0.01629983
360;11.0517175;0;0.014618213
361;10.5519425;0;0.014395103
362;10.3479425;0;0.014178367
363;9.8674825;0;0.01630238
364;9.70925;0;0.013854537
365;9.7907625;0;0.017869255
366;10.2177525;0;0.022254973
367;11.5456275;0;0.015431611
368;12.530475;0;0.021486198
369;12.898665;0.000154939;0.02800868
370;13.0354675;0.017372612;0.0234024
371;13.1061675;0.05310758;0.01809364
372;13.161675;0.092733797;0.031617973
373;12.9504325;0.103106225;0.039032898
374;12.8941075;0.12099022;0.023818023
375;12.6783825;0.098222692;0.025175811
376;12.605875;0.055573053;0.026708263
377;12.69641;0.012910714;0.03557277
378;13.3398175;5.33E-05;0.047157952
379;13.5057325;0;0.056536251
380;13.054875;0;0.110965062
381;12.5034275;0;0.114687824
382;11.88626;0;0.112044918
383;11.98833;0;0.098977006
384;12.055745;0;0.082570083
385;11.5205575;0;0.060461725
386;11.00697;0;0.040458257
387;10.6628975;0;0.039606611
388;10.44761;0;0.035590618
389;10.43346;0;0.034514588
390;10.73455;0;0.032747551
391;11.8754;0;0.035294838
392;12.906965;0;0.037596065
393;13.200505;0.000639228;0.044833776
394;13.243365;0.032988404;0.059430316
395;13.265625;0.092832009;0.040441683
396;13.156295;0.193932498;0.032769225
397;12.6845175;0.313334383;0.025444819
398;12.5640625;0.327438888;0.030993264
399;12.4526525;0.249215147;0.032565238
400;12.519745;0.12781091;0.037268411
401;12.551125;0.029583139;0.045662473
402;13.31899;0.000231985;0.065099877
403;13.61091;0;0.09072956
404;13.0650275;0;0.104473178
405;12.4440625;0;0.109343366
406;11.7770125;0;0.103886716
407;12.0778525;0;0.110494618
408;12.1336025;0;0.107715295
409;11.6836775;0;0.108781127
410;11.249965;0;0.109863533
411;10.835425;0;0.109335717
412;10.54004;0;0.107598003
413;10.4382525;0;0.111410009
414;10.871275;0;0.111956949
415;11.93993;0;0.110135091
416;12.8626;0;0.108892045
417;13.34472;0.001136218;0.101441423
418;13.380405;0.037074384;0.076376529
419;13.2315325;0.121198498;0.052628627
420;13.1069625;0.249679963;0.058559547
421;12.80448;0.324506059;0.05499105
422;12.7863575;0.270390954;0.069673009
423;12.67803;0.211799558;0.054794712
424;12.6840125;0.108160784;0.053027676
425;12.727705;0.028450308;0.074967745
426;13.3230275;0.000305644;0.090135448
427;13.604145;0;0.115339307
428;13.18076;0;0.137162083
429;12.5767325;0;0.143624644
430;11.9932725;0;0.14788797
431;12.104995;0;0.165166938
432;12.2056925;0;0.167381471
433;11.655655;0;0.155908481
434;11.2202925;0;0.151577584
435;10.831215;0;0.160106787
436;10.6180875;0;0.171665196
437;10.49113;0;0.168592643
438;10.863995;0;0.17854338
439;11.9466825;0;0.160579782
440;12.87377;0;0.160966082
441;13.0966925;0.001739039;0.157780062
442;12.9591725;0.050837686;0.137513961
443;12.825175;0.171941357;0.107610752
444;12.8201075;0.31456204;0.091701047
445;12.4540825;0.382475159;0.082771519
446;12.38493;0.37454873;0.052907834
447;12.2558575;0.281654069;0.050973783
448;12.27757;0.144685686;0.06567614
449;12.3751325;0.034577585;0.093460434
450;13.039765;0.000444496;0.144917411
451;13.39619;0;0.198740636
452;12.9227475;0;0.234416674
453;12.3908475;0;0.250712679
454;11.8198175;0;0.279033714
455;12.012825;0;0.284114264
456;12.06881;0;0.266658082
457;11.5749575;0;0.23588028
458;11.0705375;0;0.194009414
459;10.7014675;0;0.147482546
460;10.518275;0;0.131732206
461;10.4276725;0;0.136747734
462;10.826765;0;0.178047437
463;11.9092825;0;0.218235411
464;12.878355;0;0.248535119
465;13.1129025;0.002555219;0.266913066
466;13.075465;0.062789135;0.272789165
467;12.9250475;0.191954701;0.231214079
468;12.8690425;0.331139638;0.197542213
469;12.517115;0.403330082;0.160852614
470;12.2493975;0.392177033;0.154535395
471;11.9979725;0.304308143;0.187156728
472;11.969735;0.167089996;0.216987266
473;11.9961;0.048158007;0.29079866
474;12.6157925;0.001115898;0.375365264
475;12.884585;0;0.399173088
476;12.32769;0;0.431470593
477;11.8745125;0;0.462950875
478;11.3729125;0;0.441274714
479;11.471985;0;0.361067056
480;11.580805;0;0.321896467
481;11.1152925;0;0.317323335
482;10.761795;0;0.294197592
483;10.3555825;0;0.259929063
484;10.0509725;0;0.256899858
485;9.886825;0;0.260354886
486;9.83139;0;0.261684626
487;10.00883;0;0.251090055
488;10.324715;0;0.252382822
489;10.98069;0.003174974;0.233364866
490;11.3696625;0.065782923;0.216036177
491;11.5909275;0.189492614;0.170132745
492;11.6228575;0.322534188;0.116377091
493;11.445525;0.390950223;0.073521987
494;11.2093775;0.378571211;0.045190753
495;10.8507225;0.290661682;0.025899965
496;10.7907275;0.151757835;0.018126788
497;10.966995;0.039233367;0.02082324
498;11.669795;0.000663781;0.029643125
499;12.1133075;0;0.039814423
500;11.8747125;0;0.054889057
501;11.467105;0;0.062595938
502;10.986395;0;0.065106251
503;11.16808;0;0.077012713
504;11.2967425;0;0.087733501
505;10.92522;0;0.077870734
506;10.563015;0;0.06677257
507;10.21876;0;0.069758428
508;9.9213425;0;0.043687625
509;9.74959;0;0.024465682
510;9.7407375;0;0.019947371
511;9.9292275;0;0.025342826
512;10.052135;0;0.030169666
513;10.34622;0.003018342;0.031651121
514;10.7991475;0.06090955;0.034856266
515;11.016675;0.184013879;0.026232718
516;11.2061675;0.306643231;0.026844679
517;11.1503875;0.373884103;0.020994079
518;10.8362475;0.352251946;0.015894406
519;10.5405475;0.267891614;0.016426047
520;10.428375;0.147753981;0.021529545
521;10.5330725;0.043000156;0.041288229
522;11.331435;0.000930479;0.071803397
523;12.12353;0;0.086727591
524;11.96402;0;0.073453142
525;11.6736075;0;0.045648449
526;11.2078725;0;0.029357543
527;11.2816425;0;0.022587727
528;11.2817075;0;0.01529137
529;10.779455;0;0.019406806
530;10.5240875;0;0.044409229
531;10.0838525;0;0.063986874
532;10.000115;0;0.069848948
533;9.99723;0;0.05163419
534;10.4033275;0;0.040279768
535;11.5966975;0;0.039197363
536;12.554515;0;0.028647414
537;12.9136025;0.000671401;0.024993498
538;12.935915;0.018264144;0.025142664
539;13.04377;0.050789426;0.026622843
540;13.1689625;0.074730424;0.041502415
541;12.8141475;0.092794756;0.056130827
542;12.9148225;0.096281301;0.066808268
543;12.811075;0.075392512;0.057163511
544;12.8097925;0.042696205;0.050957209
545;12.7740475;0.010010058;0.047289269
546;13.298835;0.000112606;0.044377355
547;13.52713;0;0.05492093
548;13.075285;0;0.05686773
549;12.4144825;0;0.055353127
550;11.8395425;0;0.047455008
551;11.909215;0;0.035491175
552;11.8291975;0;0.029520733
553;11.3162025;0;0.027182533
554;10.9020925;0;0.025440994
555;10.537655;0;0.023945515
556;10.410275;0;0.021825326
557;10.34949;0;0.020886986
558;10.681765;0;0.019766333
559;11.86517;0;0.019748484
560;12.7242375;0;0.019785457
561;13.0858025;0.000275164;0.018736199
562;13.21879;0.011701684;0.017730289
563;13.2863575;0.041742866;0.01692709
564;13.26723;0.071672289;0.018604882
565;13.0126675;0.089691748;0.017528852
566;13.008365;0.08289053;0.016890117
567;12.939675;0.061759596;0.015462209
568;12.7993;0.036627348;0.015036386
569;12.7956325;0.009703568;0.016944939
570;13.31558;0.000113452;0.020220204
571;13.4337;0;0.023843522
572;12.99283;0;0.025822195
573;12.425795;0;0.030692382
574;11.8238425;0;0.031681719
575;11.9630475;0;0.030357079
576;11.967825;0;0.036398917
577;11.418595;0;0.034560485
578;11.0008975;0;0.021660862
579;10.59753;0;0.025244657
580;10.2653575;0;0.030462897
581;10.2512675;0;0.030082972
582;10.6268;0;0.025530239
583;11.7248375;0;0.023283833
584;12.64024;0;0.019650316
585;12.9825875;0.000180339;0.01654079
586;13.13964;0.008861988;0.0195037
587;13.2078075;0.029175895;0.020749295
588;13.198465;0.055864304;0.032365075
589;12.868845;0.077350835;0.04290865
590;12.869475;0.092296074;0.031946902
591;12.6102675;0.091048097;0.026671291
592;12.650555;0.073452814;0.035367508
593;12.5415775;0.026746829;0.053866573
594;13.0581325;0.00082634;0.056285092
595;13.5404975;0;0.068596978
596;12.9412775;0;0.065699089
597;12.475945;0;0.08720186
598;11.889825;0;0.089320775
599;12.0870125;0;0.092923694
600;11.9877875;0;0.119579685
601;11.4765875;0;0.105081315
602;11.1022625;0;0.084121658
603;10.6507625;0;0.08128114
604;10.4133425;0;0.069837474
605;10.299985;0;0.082135335
606;10.716055;0;0.108865272
607;11.8076875;0;0.118191299
608;12.7042175;0;0.116982677
609;13.03627;0.001804232;0.121492062
610;13.1354425;0.039564411;0.118122454
611;13.00949;0.136617865;0.125617698
612;12.9225475;0.275649558;0.111588497
613;12.4906175;0.374829822;0.106770581
614;12.4659675;0.384176945;0.089473765
615;12.3556725;0.307695629;0.074381282
616;12.301285;0.169072027;0.080094191
617;12.4103375;0.050438908;0.082019318
618;12.9957325;0.001941391;0.102503429
619;13.4050825;0;0.137239853
620;12.994645;0;0.173532952
621;12.4385975;0;0.19086419
622;11.808025;0;0.164736015
623;11.9228525;0;0.134920777
624;11.955945;0;0.14726581
625;11.414005;0;0.157930502
626;11.076275;0;0.164853308
627;10.8665925;0;0.250861845
628;10.414085;0;0.236768898
629;10.36585;0;0.338407933
630;10.67401;0;0.278221591
631;11.746815;0;0.333304435
632;12.69934;0;0.447166112
633;12.9464125;0.001756819;0.469923403
634;12.8763825;0.049075786;0.476220224
635;12.75382;0.14508023;0.497417016
636;12.6958725;0.21076748;0.409131475
637;12.2583375;0.244306213;0.322197347
638;12.263875;0.239874796;0.314883141
639;12.18362;0.187734101;0.327810812
640;12.0615125;0.096069636;0.362834092
641;11.934895;0.029806657;0.408944062
642;12.3997525;0.000872906;0.490985053
643;12.60759;0;0.518550061
644;11.955225;0;0.520234228
645;11.4518775;0;0.536750795
646;10.784635;0;0.501115554
647;10.998355;0;0.493510666
648;11.1053425;0;0.511592832
649;10.5782025;0;0.556592347
650;10.1029475;0;0.603899465
651;9.612705;0;0.617992412
652;9.2443525;0;0.59649219
653;9.0952;0;0.597679139
654;9.119525;0;0.634056382
655;9.52147;0;0.670158243
656;9.6971875;0;0.660292926
657;10.261455;0.002762651;0.669114085
658;10.80888;0.038594985;0.647395852
659;11.0588075;0.111509324;0.615117471
660;11.0558375;0.19440578;0.59898338
661;10.97254;0.250880526;0.582970407
662;10.7755;0.258436964;0.547521304
663;10.5764375;0.17121577;0.490549031
664;10.648065;0.087545466;0.437183502
665;10.6683925;0.024780038;0.385368273
666;11.1769575;0.000647695;0.36824612
667;11.38193;0;0.358151318
668;11.1103225;0;0.438241684
669;10.536395;0;0.430579425
670;10.1208275;0;0.422843221
671;10.318095;0;0.418414155
672;10.406275;0;0.387858189
673;10.013745;0;0.377702189
674;9.5297925;0;0.345790985
675;9.1950525;0;0.363828528
676;8.9185325;0;0.362670903
677;8.90181;0;0.363407806
678;8.9846375;0;0.46778919
679;9.0019875;0;0.454391074
680;9.15424;0;0.487902301
681;9.4779125;0.002749951;0.477181513
682;10.12553;0.048387452;0.471895701
683;10.5675875;0.093000494;0.456266479
684;10.7603575;0.156369591;0.416884253
685;10.8209625;0.226027676;0.399723853
686;10.553555;0.290696395;0.377475254
687;10.1295325;0.268574868;0.414266846
688;9.88975;0.154305434;0.418619417
689;9.92666;0.047393473;0.468062022
690;10.571225;0.001328409;0.529552606
691;11.2512775;0;0.587905615
692;11.1313925;0;0.597813005
693;10.71752;0;0.620609819
694;10.2768575;0;0.600537506
695;10.314735;0;0.661482424
696;10.36818;0;0.684156845
697;9.8394475;0;0.729787446
698;9.3633925;0;0.749741192
699;9.0521075;0;0.752648005
700;8.8709725;0;0.754191931
701;8.900965;0;0.759597585
702;9.4381075;0;0.730793356
703;10.6572775;0;0.652434329
704;11.6413525;0;0.462179549
705;12.0805525;0.000514769;0.365107271
706;12.3568525;0.011916736;0.304331918
707;12.3807975;0.030577117;0.294114723
708;12.4785675;0.047293568;0.23549653
709;12.33211;0.053183779;0.189998521
710;12.3749125;0.048740509;0.14610181
711;12.3372575;0.042982376;0.106905722
712;12.3139;0.021270633;0.103403522
713;12.2753525;0.005239977;0.089063241
714;12.7046825;7.11E-05;0.060786829
715;13.0056475;0;0.059075888
716;12.4731125;0;0.053929043
717;11.9830325;0;0.04017395
718;11.3992325;0;0.033110903
719;11.4628975;0;0.036486886
720;11.34036;0;0.056338639
721;10.81439;0;0.050806768
722;10.3414175;0;0.065977021
723;9.9962775;0;0.050105564
724;9.7168525;0;0.049872254
725;9.7361325;0;0.0616219
726;10.314935;0;0.067606367
727;11.5283475;0;0.088643793
728;12.36259;0;0.084936331
729;12.617195;0.000559642;0.099595341
730;12.6778425;0.013584656;0.108389728
731;12.71046;0.039785389;0.108161517
732;12.88372;0.067256958;0.121263852
733;12.581815;0.092156375;0.101855771
734;12.67152;0.096227115;0.069565916
735;12.5539925;0.088254967;0.072583647
736;12.5029175;0.062425071;0.110178438
737;12.4691325;0.019098951;0.099201391
738;12.7691575;0.001084571;0.106825403
739;13.175905;0;0.160813092
740;12.744305;0;0.162182354
741;12.109105;0;0.147403501
742;11.5179675;0;0.170934668
743;11.6047875;0;0.180355039
744;11.5595425;0;0.172820272
745;11.024285;0;0.158632982
746;10.5506775;0;0.166658592
747;10.0569825;0;0.176514986
748;9.827125;0;0.182425507
749;9.65936;0;0.191975919
750;10.0733075;0;0.199867664
751;11.06534;0;0.212893504
752;11.9292375;0;0.236626107
753;12.1747925;0.005092659;0.254420142
754;12.304415;0.039710883;0.272866934
755;12.33486;0.077713206;0.298412472
756;12.46804;0.099540095;0.31264566
757;12.189935;0.112555795;0.302544482
758;12.1607175;0.098751008;0.291585285
759;11.9822725;0.079463252;0.29735429
760;11.956255;0.05928481;0.283321264
761;11.84756;0.022193493;0.323036244
762;12.23219;0.000872059;0.352992998
763;12.47182;0;0.39477972
764;12.074095;0;0.468746653
765;11.58644;0;0.529836913
766;10.9747;0;0.518528388
767;10.95216;0;0.474551356
768;10.8215975;0;0.477501517
769;10.11605;0;0.486211759
770;9.70072;0;0.513363693
771;9.335765;0;0.518617632
772;9.08928;0;0.503145224
773;9.1570625;0;0.500114743
774;9.6347275;0;0.512899623
775;10.7197125;0;0.524937402
776;11.7014925;0;0.541095716
777;11.9184975;0.008132167;0.592334681
778;12.031435;0.064497694;0.568947581
779;12.0249625;0.147274772;0.547446084
780;12.0217675;0.250072813;0.514082747
781;11.5941725;0.319133156;0.527330423
782;11.5959725;0.317991012;0.501940426
783;11.476555;0.229663233;0.472871014
784;11.6110325;0.107632469;0.433566558
785;11.5939425;0.025293114;0.496594693
786;11.8980775;0.001439321;0.567468676
787;12.3395575;0;0.565042506
788;11.9785475;0;0.578188188
789;11.446825;0;0.572883253
790;10.8567875;0;0.53089637
791;10.9160575;0;0.510576722
792;10.83349;0;0.511633629
793;10.1017975;0;0.464251291
794;9.5588275;0;0.468272384
795;9.2777975;0;0.422173889
796;9.14452;0;0.360117242
797;9.22564;0;0.370375234
798;9.671735;0;0.408589634
799;10.7889925;0;0.390466671
800;11.8139275;0;0.344488018
801;12.02059;0.006427841;0.359605999
802;12.13417;0.056396853;0.356746358
803;12.1285925;0.14709782;0.300813143
804;12.128455;0.242448642;0.32216165
805;11.7952675;0.194876523;0.382314844
806;11.705035;0.179490176;0.407948351
807;11.366705;0.212375287;0.344004825
808;11.216835;0.179229405;0.33768378
809;11.133275;0.072937199;0.372376856
810;11.56845;0.002981936;0.485917253
811;11.971195;0;0.494738412
812;11.5500225;0;0.596145412
813;11.0205825;0;0.646898634
814;10.43862;0;0.486708977
